wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length;R;X
LineString (10.68446730000000144 47.13611259999999703, 10.68147740000000034 47.13382659999999902, 10.67901909999999965 47.13192149999999714, 10.67625669999999971 47.12979200000000191, 10.67400110000000168 47.12804189999999949, 10.66977110000000195 47.12664239999999438, 10.66620930000000023 47.12547469999999805, 10.66209970000000062 47.12410549999999887, 10.65915999999999997 47.12314570000000202, 10.65776580000000173 47.12259819999998456, 10.65490630000000216 47.12147939999999835, 10.65268530000000169 47.12061609999998524, 10.64956049999999976 47.11939680000000408, 10.64567690000000155 47.1178820000000016, 10.64334249999999926 47.11769419999999542, 10.64074630000000177 47.11747309999999089, 10.63675000000000104 47.11716450000000123, 10.63360830000000234 47.1169191999999839, 10.63087190000000071 47.11669859999999233, 10.63031280000000223 47.11665350000000529, 10.62718560000000245 47.11640180000000555, 10.62388819999999967 47.11759430000000748, 10.6202772999999997 47.11890019999999168, 10.61624579999999973 47.12035809999999714, 10.61191269999999953 47.1219250000000045, 10.60923290000000208 47.12289409999999634, 10.60633170000000192 47.12394319999999936, 10.60262020000000049 47.12528529999999449, 10.60028579999999998 47.12612940000001061, 10.59743789999999919 47.12646060000000858, 10.59393330000000155 47.12686810000000293, 10.5892765000000022 47.12740969999999407, 10.58436220000000105 47.12798120000000779, 10.5795969999999997 47.12853530000000291, 10.57065540000000148 47.12957509999998251, 10.56397590000000086 47.13035179999999258, 10.55903549999999846 47.13123480000000143, 10.55568750000000122 47.13183310000000148, 10.5527172000000018 47.13236399999999549, 10.54952290000000126 47.13293490000000219, 10.54586360000000056 47.13358880000000539, 10.54187330000000067 47.13430199999999815, 10.5389488999999994 47.13482460000000884, 10.53480539999999976 47.13519779999999315, 10.53199399999999919 47.13548419999999339, 10.52770110000000159 47.13589139999999134, 10.52262490000000028 47.13749380000001565, 10.51943840000000208 47.13758649999999761, 10.51722750000000062 47.13765079999999585, 10.51431499999999986 47.13773549999999091, 10.5111448999999979 47.13782760000001559, 10.50758890000000001 47.1379309999999947, 10.50503640000000161 47.13800000000000523, 10.50139510000000165 47.13810529999999233, 10.49840879999999999 47.13818949999999575, 10.49561800000000034 47.13766249999999758, 10.49065120000000029 47.13672360000001049, 10.48602730000000172 47.13585199999999276, 10.48197840000000092 47.13508539999999414, 10.4764684999999993 47.1353925000000018, 10.47233770000000241 47.13562130000000394, 10.4687170000000016 47.13582259999999735, 10.46458980000000238 47.13605650000000225, 10.46204930000000211 47.13619409999999732, 10.45800640000000215 47.13642389999998983, 10.45377090000000209 47.13665600000000211, 10.45079600000000042 47.13725219999999894, 10.44733190000000178 47.13795149999999978, 10.44377030000000239 47.1386669999999981, 10.43984640000000219 47.13945079999999166, 10.43688100000000141 47.14004669999999209, 10.43533040000000156 47.14089780000000474, 10.43305579999999999 47.14213390000000459, 10.42966389999999954 47.14331560000001531, 10.42652280000000076 47.14439840000000004, 10.42005470000000145 47.14664139999999293, 10.41743119999999934 47.14821560000000744, 10.41477249999999799 47.14981100000001391, 10.41251590000000249 47.15116499999998467, 10.40507769999999788 47.15162149999999741, 10.4030573000000004 47.15170549999999849, 10.39940120000000157 47.15185759999999249, 10.39565210000000128 47.15201349999999536, 10.39372140000000044 47.15134309999999829, 10.39164680000000018 47.15062280000000072, 10.38718459999999943 47.14907329999999774, 10.38414260000000056 47.14900069999999488, 10.37969020000000064 47.14889450000000437, 10.37561960000000205 47.14879739999999231, 10.37218790000000013 47.14871550000000155, 10.36831680000000055 47.14816520000000111, 10.36478970000000288 47.14766379999998946, 10.36189399999999949 47.14725210000000999, 10.35847830000000158 47.14676659999999231, 10.35531860000000215 47.14631740000000804, 10.35265180000000207 47.14593829999999741, 10.34975670000000214 47.14552669999998358, 10.34613539999999965 47.14419689999999719, 10.34215239999999802 47.14273420000000669, 10.33830859999999952 47.14249310000001003, 10.33477659999999965 47.14242349999999959, 10.32973130000000062 47.1432244999999952, 10.32533360000000044 47.14436779999999771, 10.32225400000000093 47.14516849999998982, 10.31973090000000148 47.14582440000000219, 10.31721319999999942 47.14647889999999819, 10.31353159999999924 47.14579729999999103, 10.31036579999999958 47.14521119999999854, 10.30613600000000218 47.1453447999999895, 10.30291210000000035 47.14544670000000792, 10.29832500000000195 47.14500879999999228, 10.29505909999999957 47.14469700000000074, 10.29167089999999973 47.14437359999998733, 10.28772870000000239 47.14399729999999522, 10.28418210000000066 47.14365870000000314, 10.28030679999999997 47.14237230000000523, 10.27781680000000186 47.14154569999999467, 10.27687869999999926 47.14123420000000664, 10.27465130000000038 47.13999730000000454, 10.27258820000000128 47.13885160000000241, 10.27251910000000024 47.1388132000000013, 10.26940470000000261 47.13708369999999093, 10.26612050000000131 47.13525979999999294, 10.26291120000000134 47.13347740000000385, 10.26081880000000091 47.1323152999999877, 10.25855890000000059 47.13106009999999912, 10.2546695000000021 47.12928129999999527, 10.25354010000000216 47.12842169999998276, 10.24934559999999983 47.12750929999999983, 10.24703429999999926 47.12686070000000882, 10.24414630000000237 47.12605030000000284, 10.24022870000000118 47.12495090000000175, 10.23513009999999923 47.12154360000000253, 10.23404800000000137 47.12047429999999792, 10.23006360000000114 47.11986749999999802, 10.2260686000000014 47.11925909999999362, 10.22204110000000021 47.12059870000000217, 10.22043520000000072 47.12112840000000347, 10.2154827000000008 47.1227620000000087, 10.21026999999999951 47.12396979999999758, 10.20736860000000057 47.12464200000000147, 10.2041530999999992 47.12641089999999622, 10.20009490000000163 47.12864340000000141, 10.19528069999999964 47.12889690000000797, 10.19117390000000256 47.12911319999999904, 10.18654740000000025 47.12935689999999056, 10.18372779999999977 47.12950539999999933, 10.18078090000000024 47.130210500000004, 10.1772481999999993 47.13105569999999744, 10.17318670000000402 47.13202750000000663, 10.16872079999999912 47.13265539999999731, 10.16590320000000069 47.13305819999999358, 10.16208290000000147 47.13360429999999468, 10.15839430000000299 47.13215699999999231, 10.1549257000000015 47.13045839999999487, 10.15147950000000243 47.1294741999999971, 10.14845410000000037 47.12861009999999595, 10.14510390000000228 47.12765329999999864, 10.14252310000000179 47.12679259999998038, 10.13969209999999954 47.12584840000000952, 10.13674630000000221 47.12486589999999609, 10.13343859999999985 47.12376270000000034, 10.13052990000000086 47.12486259999999305, 10.12648630000000161 47.12639169999999922, 10.12333850000000091 47.12758199999998965, 10.11894730000000031 47.12903279999998318, 10.11416480000000107 47.12995979999998752, 10.10988249999999944 47.12923430000000025, 10.10624559999999938 47.12861810000000418, 10.10268720000000187 47.12796480000000088, 10.0999346999999986 47.12701660000000459, 10.09402670000000057 47.12648120000001484, 10.09091750000000154 47.1261993999999973, 10.08711049999999787 47.12585440000000148, 10.08402079999999756 47.12557440000001918, 10.08127980000000079 47.12574330000001055, 10.07706699999999955 47.12598229999998978, 10.07452130000000068 47.12612669999999326, 10.07035620000000264 47.12636299999998357, 10.06822530000000171 47.12704170000000659, 10.06588970000000138 47.12778549999999456, 10.06146249999999931 47.12919549999998736, 10.05730969999999758 47.12897110000000112, 10.05417370000000155 47.12879479999999432, 10.04995760000000082 47.1277151000000103, 10.0465383000000017 47.12677800000000161, 10.04295830000000045 47.12664400000000597, 10.03796630000000256 47.12654500000000013, 10.03499990000000253 47.126486199999988, 10.03054200000000051 47.12639790000000062, 10.02714120000000086 47.12633050000001589, 10.02272280000000215 47.12624289999999405, 10.01899660000000125 47.12366809999999617, 10.01650020000000119 47.12194300000000879, 10.01175620000000244 47.12134739999999766, 10.00650520000000121 47.12068819999999647, 10.00106180000000045 47.12000470000000973, 9.99547079999999788 47.11930270000000576, 9.99016580000000154 47.11863670000000326, 9.98485530000000132 47.11796989999999141, 9.98191250000000174 47.11981599999999304, 9.97803859999999965 47.12224609999999103, 9.97436400000000134 47.12455099999999675, 9.97042510000000171 47.12702169999999313, 9.96679729999999964 47.12791430000000048, 9.96275530000000131 47.12890879999999783, 9.95946310000000068 47.12971879999999913, 9.95533829999999931 47.13150190000001061, 9.95161480000000154 47.1329267999999928, 9.94783899999999655 47.13437170000000975, 9.94346619999999959 47.13604500000000286, 9.94073279999999748 47.13661590000000245, 9.93841570000000196 47.1370998999999955, 9.93518950000000167 47.13719519999999363, 9.9321476999999998 47.13727560000000949, 9.92775120000000122 47.13810449999999008, 9.92335600000000007 47.13892930000000092, 9.91892930000000028 47.13975989999999427, 9.91451720000000059 47.1405877999999916, 9.91023659999999929 47.14139089999999754, 9.90627130000000022 47.1416246000000001, 9.9021826000000015 47.14186549999999443, 9.89861130000000244 47.14207590000000181, 9.89443020000000217 47.14232219999999529, 9.89047650000000012 47.14255510000000271, 9.88628180000000079 47.14260740000000283, 9.88107850000000099 47.14267229999999387, 9.87727530000000087 47.14271969999999357, 9.87394569999999838 47.14276120000000248, 9.86875669999999872 47.14202880000000562, 9.86447719999999961 47.1414247999999958, 9.85995880000000113 47.14078710000000427, 9.85549010000000258 47.14157520000000545, 9.85155580000000164 47.14103350000000603, 9.84734319999999919 47.1404533999999984, 9.84298550000000105 47.13985339999999979, 9.83916560000000118 47.13836629999999417, 9.83576949999999783 47.138063300000006, 9.83235050000000221 47.13775829999999445, 9.82982970000000122 47.13891720000000873, 9.82727660000000114 47.14047300000000718, 9.82481130000000213 47.14197529999999858, 9.82248600000000138 47.14339219999999386, 9.81945739999999923 47.14321890000000081);100613556/0;2.0;Bürs - Westtirol;380000;2;422;Austrian Power Grid AG;70754.58;1.507072554;20.456163983185945
LineString (9.81229779999999963 47.1443087000000034, 9.81390930000000061 47.14387140000000898, 9.81633459999999936 47.14304020000000151, 9.81945739999999923 47.14321890000000081);100628870;1.0;;380000;2;422;Austrian Power Grid AG;575.98;0.012268374;0.16652407986925286
LineString (9.81191579999999952 47.1447221999999968, 9.81385460000000442 47.14446719999999402, 9.81654280000000234 47.14540089999998429, 9.81797470000000061 47.14696779999999166, 9.81622190000000217 47.14864499999999481, 9.81439989999999973 47.15038829999999592, 9.81239659999999958 47.15228589999999542, 9.80944709999999986 47.15422010000000341, 9.80809540000000091 47.15558579999999722, 9.80624689999999966 47.15660059999999731, 9.80467089999999963 47.15938109999998318, 9.80295220000000356 47.16241320000000314, 9.80168440000000096 47.16464969999999113, 9.80055609999999966 47.16664020000000335, 9.79702430000000035 47.16824129999999826, 9.79355050000000027 47.16981619999999964, 9.78985349999999777 47.17149210000000892, 9.78641650000000141 47.17305009999999754, 9.78253050000000179 47.17481159999999818, 9.77863180000000121 47.17657880000000148, 9.77502899999999997 47.17821190000000087, 9.77076740000000221 47.17972419999998834, 9.76698280000000274 47.18109710000000234, 9.76618860000000133 47.1838160000000002, 9.76533559999999845 47.18675460000000044, 9.76451200000000163 47.18957979999999708, 9.76145290000000365 47.19151209999999708, 9.75818790000000114 47.19359750000000275, 9.7551287999999996 47.19556299999999993, 9.75056960000000217 47.19544299999999737, 9.74616720000000214 47.19533639999998798, 9.74194139999999997 47.19524980000000625, 9.7373428999999998 47.19514319999998975, 9.73264639999999837 47.19502330000000256, 9.72790679999999952 47.19490969999999663, 9.72357060000000395 47.19480579999999037, 9.71973979999999926 47.19471359999999294, 9.71601920000000163 47.19463199999999858, 9.71121360000000244 47.19538300000000675, 9.7063126000000004 47.19614879999998891, 9.70140709999999906 47.19691540000000174, 9.69651640000000192 47.19769019999999671, 9.69174570000000024 47.19842409999999688, 9.68922530000000393 47.20129860000000122, 9.68682500000000068 47.20403019999999827, 9.68436580000000014 47.20687840000000079, 9.68056930000000015 47.20876930000000016, 9.67681480000000249 47.21064509999999359, 9.67309340000000084 47.21248030000000284, 9.66940269999999735 47.21434010000000114, 9.66563469999999825 47.21622909999999962, 9.66206419999999966 47.2180072000000024, 9.65846730000000164 47.21980820000000278, 9.65489159999999913 47.22158989999999079, 9.65130850000000251 47.2233774999999838, 9.6476569000000012 47.22519789999999773, 9.64516249999999786 47.22644329999999968, 9.64216900000000088 47.22793289999999899, 9.63994029999999746 47.23132230000000931, 9.6389825000000009 47.2339242999999982, 9.64122260000000253 47.23612289999999092, 9.64361410000000063 47.23847620000000802, 9.64630919999999925 47.2411277999999939, 9.64886849999999896 47.24364860000000022, 9.65014850000000024 47.24594340000000869, 9.65187519999999921 47.24905500000000558, 9.65345480000000222 47.25189139999999099, 9.65398960000000095 47.25452990000000142, 9.65022430000000142 47.25653509999999358, 9.64729670000000361 47.25809189999998949, 9.64385500000000029 47.25992209999999716, 9.63932980000000228 47.2614270999999988, 9.63573230000000258 47.26258370000000752, 9.63190220000000252 47.26433470000000625, 9.62897360000000191 47.26623010000000136, 9.62596510000000194 47.26811739999999418, 9.62308990000000009 47.27039400000000313, 9.62050189999999894 47.27247439999999301, 9.62123979999999968 47.27557860000000289, 9.62196080000000187 47.27870580000000444, 9.62270280000000255 47.28184159999999991, 9.62342860000000222 47.28501149999999598, 9.62412340000000022 47.28804819999999864, 9.62228800000000106 47.29081719999999223, 9.62059539999999913 47.2933967000000095, 9.61866529999999997 47.29630830000000685, 9.61683090000000007 47.29919749999999112, 9.61688000000000009 47.30177019999999288, 9.61693849999999983 47.30483579999999932, 9.6169922000000021 47.30765019999999055, 9.61704630000000193 47.31048549999999864, 9.61710030000000238 47.31331740000000252, 9.61715749999999936 47.31631519999999114, 9.61721600000000265 47.31938159999999982, 9.6172948999999992 47.32251649999999188, 9.61730550000000051 47.32406900000000149, 9.62006190000000139 47.32681250000000261, 9.62281650000000077 47.32962679999999978, 9.62551690000000093 47.33233919999999273, 9.62769150000000273 47.33441289999998247, 9.62936020000000248 47.33756770000000103, 9.629283700000002 47.34022589999998587, 9.62919240000000265 47.34285630000000111, 9.6290963000000005 47.34523589999999871, 9.63161599999999929 47.34778839999999178, 9.63436800000000204 47.35034269999999879, 9.63712890000000044 47.35287719999999467, 9.63976830000000007 47.35542310000000299, 9.64236530000000158 47.35789979999999844, 9.64501629999999999 47.3604056000000071, 9.64761790000000197 47.36291760000000295, 9.65168220000000154 47.36390919999999483, 9.6556102000000017 47.36486860000000121, 9.65960510000000028 47.36585360000000122, 9.66365039999999986 47.36685539999999861, 9.66751260000000201 47.36780710000000028, 9.67102709999999988 47.36866130000000652, 9.67263669999999998 47.37153649999999772, 9.67423349999999971 47.37439719999998999, 9.67581380000000024 47.37728049999999769, 9.67744989999999738 47.38012669999999815, 9.67906209999999945 47.38298019999999866, 9.68066900000000174 47.38584619999999603, 9.6844733999999999 47.38749629999999513, 9.68825840000000049 47.38910880000000247, 9.69198620000000055 47.39071450000000141, 9.69572959999999817 47.39232090000000142, 9.69965020000000067 47.39399039999999985, 9.70346920000000246 47.3956229999999934, 9.70475289999999902 47.3987078999999909, 9.7059622000000001 47.40162730000000835, 9.70730200000000032 47.40482719999999972, 9.70857069999999922 47.40789510000000462, 9.70984990000000359 47.41104579999998947, 9.71117620000000059 47.41414059999998898, 9.71251050000000049 47.41733459999999667, 9.71376139999999921 47.42033349999999103, 9.71508700000000047 47.4235253999999955, 9.71635309999999741 47.42656500000000364, 9.71763080000000024 47.42961209999999284, 9.71889469999999989 47.43269329999998973, 9.7227357000000012 47.43452019999999436, 9.72444950000000219 47.43533370000000815, 9.72643120000000039 47.43627439999999496, 9.73007229999999979 47.4380808000000016, 9.73383290000000123 47.43993549999999004, 9.7372841999999995 47.44156709999999322, 9.7406301000000024 47.4431809999999885, 9.74410360000000075 47.44484869999999432, 9.74750950000000138 47.44651420000001707, 9.75106199999999923 47.44819400000000087, 9.7534010999999996 47.45026990000000211, 9.75612669999999937 47.45279270000001048, 9.75757499999999922 47.4539781000000005, 9.75890809999999931 47.4551992000000098, 9.76213390000000203 47.45750920000000406, 9.76398850000000174 47.4587926999999965, 9.76770549999999815 47.46145880000000972, 9.77000649999999915 47.46304239999999908, 9.77261660000000099 47.46494700000000933, 9.77739580000000075 47.46579280000000978, 9.7814110000000003 47.46659669999999664, 9.78514529999999993 47.46722900000001033, 9.78958949999999994 47.46804769999999962, 9.79374370000000027 47.46881720000000371, 9.79710820000000204 47.46898299999999438, 9.80169989999999913 47.46922980000000081, 9.80500570000000238 47.46938600000000008, 9.80836699999999873 47.46957750000001397, 9.80988220000000055 47.47079109999999957, 9.81183540000000143 47.47237379999999263, 9.81409470000000006 47.47418030000000755, 9.81692559999999759 47.47637859999999677, 9.81892070000000139 47.47923379999998872, 9.82096770000000063 47.4820873999999975, 9.82296360000000135 47.48494159999998487, 9.8250483000000024 47.48778490000000119, 9.82596689999999917 47.49011939999999043, 9.82702130000000018 47.4926794000000001, 9.82852360000000225 47.49689509999999615, 9.83069700000000068 47.5009609000000026, 9.83215020000000095 47.50376589999999055, 9.83359869999999958 47.5065238999999977, 9.83679800000000348 47.50882719999999892, 9.839958600000001 47.51110269999999502, 9.84336880000000036 47.51355780000000806, 9.84671329999999934 47.51596529999999774, 9.84962120000000318 47.51805859999998916, 9.85322490000000251 47.52065259999998403, 9.85620669999999954 47.52279879999998968, 9.85915229999999987 47.52491890000000296, 9.86184929999999937 47.52686000000000632, 9.86480509999999988 47.52898729999999716, 9.86789550000000304 47.53126159999999345, 9.87103689999999823 47.53352799999999689, 9.87019040000000203 47.53609529999999239, 9.86915420000000232 47.53930779999999601, 9.8685002000000015 47.54138249999998322, 9.8677349999999997 47.5437336999999971, 9.86695190000000011 47.54611880000000212, 9.8660993000000019 47.54873260000000101, 9.86509500000000017 47.55181100000000782, 9.86483440000000122 47.55486400000000202, 9.86458140000000228 47.55784949999999611, 9.86434100000000136 47.56078320000000303, 9.86408000000000129 47.56349559999999599, 9.8638368000000014 47.56634219999999402, 9.86361489999999996 47.56927000000000305, 9.86340359999999805 47.57201360000000534, 9.86318870000000203 47.57479510000000289, 9.86293660000000116 47.57765240000000517, 9.86266329999999947 47.58059780000000671, 9.86237309999999923 47.58385100000000989, 9.86216869999999979 47.58687179999999017, 9.86191200000000201 47.5898277999999948, 9.86169100000000043 47.592462299999994, 9.85901549999999993 47.59478790000000004, 9.85645159999999976 47.59699810000000042, 9.8538761000000008 47.59924119999999448, 9.85115040000000164 47.60158859999999237, 9.84870480000000015 47.6037081999999856, 9.84975089999999831 47.60757439999999718, 9.84775450000000241 47.61156759999999366, 9.84423090000000123 47.61503529999998818, 9.84084060000000171 47.61680359999999723, 9.83718450000000111 47.61873730000000648, 9.83346400000000109 47.6206874999999954, 9.8297019999999975 47.62265279999999734, 9.82612110000000172 47.62454849999999595, 9.82242960000000132 47.62646529999999245, 9.81924400000000297 47.62814949999999214, 9.81823540000000072 47.63073070000000087, 9.81731139999999769 47.63316420000000306, 9.81624949999999785 47.63589290000000176, 9.81527430000000045 47.63841589999999115, 9.81460750000000104 47.64068220000000053, 9.81381520000000229 47.64341820000000638, 9.81300380000000061 47.6462125000000043, 9.81203849999999989 47.64945019999998976, 9.81113240000000175 47.65241349999999443, 9.8102494999999994 47.65543850000000248);48616848/0;2.0;"Bürs - Obermooweiler blau;Bürs - Obermooweiler weiß";380000;4;401;;77833.41;0.8289258165;19.082265866310514
