wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length;;;;;;;;R;X
LineString (13.08447750000000021 48.25703060000000022, 13.08583299999999916 48.25777829999999113, 13.08913669999999918 48.25964949999999476, 13.09195069999999994 48.25990860000000282, 13.09538060000000037 48.26022890000000842, 13.09994410000000187 48.26065239999999079, 13.10225280000000048 48.25881129999999786, 13.10470800000000047 48.25684850000000381, 13.10710040000000021 48.25491070000000349, 13.11052640000000125 48.25459989999999522, 13.11478050000000195 48.25419489999998746, 13.11861749999999915 48.25384369999999024, 13.12261400000000044 48.25346760000000046, 13.12624789999999919 48.25213810000001047, 13.12977809999999934 48.25084780000000961, 13.13339000000000034 48.24952929999999895, 13.13704360000000015 48.24819730000000106, 13.14049349999999983 48.24693609999999921, 13.14401370000000036 48.24563779999999724, 13.14749370000000006 48.24437169999999497, 13.15088609999999925 48.24427210000000343, 13.15433619999999948 48.24416500000000241, 13.15810439999999915 48.24405809999999661, 13.16243990000000075 48.24391770000001145, 13.16681499999999971 48.24378309999998748, 13.17121470000000016 48.24364400000001041, 13.17492110000000061 48.24352869999999172, 13.17870450000000204 48.24340819999999042, 13.18237689999999951 48.24329230000000024, 13.18554560000000109 48.24319249999997794, 13.18956200000000045 48.24204759999999226, 13.19321880000000036 48.24099110000000223, 13.19655309999999915 48.24003759999999374, 13.20026889999999931 48.2389750000000106, 13.20379860000000072 48.23796070000000213, 13.20768729999999991 48.23684669999998675, 13.21124209999999977 48.23583390000001003, 13.21569880000000019 48.23576810000000847, 13.22014260000000263 48.23570109999998579, 13.22448039999999914 48.23563789999998619, 13.22835380000000072 48.23558239999999131, 13.23238869999999956 48.23552379999999573, 13.23612710000000092 48.23546859999999015, 13.23968140000000027 48.23541659999999354, 13.24368459999999992 48.23535730000000399, 13.24732179999999993 48.23530279999999948, 13.25096590000000063 48.23525120000000754, 13.2544903000000005 48.23519749999999107, 13.25811850000000192 48.23514140000000339, 13.26154640000000029 48.23509370000000018, 13.26528809999999936 48.23503769999999946, 13.26919220000000088 48.23497969999999668, 13.27337950000000077 48.2349182999999897, 13.27763000000000027 48.23485500000001025, 13.28186950000000088 48.23481660000000915, 13.28622380000000014 48.23478329999998948, 13.29067910000000019 48.23475029999999464, 13.29453209999999963 48.23471380000000153, 13.29841039999999985 48.23468450000000018, 13.30285570000000028 48.23464660000000492, 13.3072689000000004 48.23461770000000115, 13.31171520000000008 48.23457699999999448, 13.31538690000000003 48.23454339999999974, 13.31979989999999958 48.2345107000000084, 13.32356869999999915 48.23447039999998509, 13.32753579999999971 48.23443469999999422, 13.33134139999999945 48.2344159000000019, 13.33419059999999945 48.23418460000000607, 13.33759739999999994 48.23391370000000222, 13.34154679999999971 48.23361380000000054, 13.34538979999999952 48.23331269999999193, 13.34959850000000081 48.23298340000000195, 13.35386229999999941 48.23265390000000252, 13.35831519999999983 48.23308769999999157, 13.36272190000000037 48.23351710000000736, 13.36691670000000087 48.23392569999999324, 13.37095320000000065 48.23349520000000012, 13.37537110000000062 48.2330361999999937, 13.37963830000000165 48.23259360000000129, 13.38441749999999963 48.23209449999999521, 13.38828870000000038 48.23169990000001661, 13.39297389999999943 48.23120330000000422, 13.39763710000000074 48.23071809999999005, 13.40161119999999961 48.23030560000000122, 13.40609030000000068 48.2298279999999906, 13.41025999999999918 48.22937830000000048, 13.4134922999999997 48.22905219999997684, 13.41780490000000015 48.22957970000000216, 13.42181410000000241 48.23007009999999894, 13.42599949999999964 48.22990130000000875, 13.42932129999999979 48.22987329999999417, 13.43324029999999958 48.22960919999999874, 13.43766199999999955 48.22954940000000335, 13.44228850000000008 48.22938599999999809, 13.44658760000000086 48.22922760000000864, 13.45127920000000188 48.22905389999998249, 13.45552090000000156 48.22884689999999352, 13.4598961000000017 48.22870859999998316, 13.46442320000000237 48.2285043999999985, 13.46855419999999981 48.22831829999999087, 13.47291500000000219 48.22973069999999041, 13.47707379999999944 48.23099519999999529, 13.48119860000000259 48.23226969999999625, 13.48542759999999952 48.23364219999999136, 13.48983340000000197 48.23507209999998224, 13.49415710000000246 48.23647529999998795, 13.49840979999999924 48.2354124000000013, 13.50257329999999989 48.23437179999999103, 13.50645510000000016 48.23340159999999344, 13.51063300000000034 48.23235729999999677, 13.51480540000000019 48.23131440000000225, 13.51905189999999912 48.23025299999999049, 13.52234939999999952 48.22942869999999971, 13.52629830000000055 48.22844159999999647, 13.52992309999999954 48.22753550000000189, 13.53354820000000025 48.22615209999999308, 13.53740200000000016 48.22468130000000031, 13.54025000000000034 48.22359440000000319, 13.54304630000000209 48.22252719999999471, 13.54649889999999957 48.2212095000000005, 13.55036630000000031 48.21973339999999553, 13.55340589999999956 48.21956159999998448, 13.55715569999999914 48.2193496999999951, 13.56116669999999935 48.21912300000000329, 13.56477570000000021 48.21891910000000081, 13.56845309999999927 48.21915690000000154, 13.57266130000000182 48.21942909999999927, 13.57617360000000062 48.21965629999999692, 13.5799082999999996 48.21989789999999942, 13.58424439999999933 48.22017830000000771, 13.58781019999999984 48.22040899999999652, 13.59146929999999998 48.22079670000000107, 13.59577859999999916 48.22125330000000076, 13.59983710000000023 48.22168340000000342, 13.60388520000000057 48.22211240000000743, 13.60863550000000011 48.22261569999999153, 13.61300759999999954 48.22307899999999847, 13.61585859999999926 48.22180099999999925, 13.61834580000000017 48.22068609999999467, 13.62136150000000079 48.2193341999999987, 13.6242750000000008 48.21802809999999795, 13.62689789999999945 48.21571580000000523, 13.62933480000000053 48.21358120000000014, 13.63152389999999947 48.21164980000001066, 13.6343008999999995 48.20921640000000252, 13.6368727000000014 48.20692839999999535, 13.63959260000000029 48.20453930000000042, 13.64232920000000071 48.20212740000000906, 13.64520520000000126 48.19959409999998456, 13.64918879999999923 48.19839749999999157, 13.65279619999999916 48.19731379999999632, 13.65680859999999974 48.19610849999999402, 13.6598386000000005 48.19519819999999299, 13.66375170000000061 48.19402269999999788, 13.66771540000000051 48.1928318999999874, 13.67154530000000001 48.19168129999999195, 13.6755671999999997 48.19047290000001027, 13.67961820000000017 48.18925590000000625, 13.68312899999999921 48.18968950000000007, 13.68695840000000175 48.19016249999999246, 13.69095770000000023 48.19065650000000289, 13.69601700000000122 48.19128139999998695, 13.70031550000000031 48.19181230000000937, 13.70459340000000026 48.19234069999999548, 13.70882819999999924 48.1912311000000102, 13.71284889999999912 48.19017769999999246, 13.71758829999999918 48.18893589999998994, 13.72179919999999953 48.18783249999999896, 13.72550170000000058 48.18686230000000137, 13.72773620000000072 48.18457320000001687, 13.73019069999999964 48.18205859999999774, 13.73232570000000052 48.17987119999999379, 13.73426930000000112 48.17787980000000658, 13.73653619999999975 48.17555709999999891, 13.73905090000000051 48.17298029999999187, 13.74083320000000086 48.17114989999999608, 13.74324999999999974 48.16866790000000975, 13.7459314999999993 48.16591379999999845, 13.74854939999999992 48.163224900000003, 13.75115210000000054 48.16055149999998974, 13.75312979999999996 48.15851990000000171, 13.75574929999999974 48.1566947999999897, 13.75857370000000124 48.15472670000000477, 13.76169999999999938 48.15254829999999941, 13.76458009999999987 48.15054130000000043, 13.76779239999999938 48.14830280000000329, 13.77096429999999927 48.1460922999999994, 13.77403359999999921 48.14395319999999856, 13.77667800000000042 48.14319619999999844, 13.78038169999999951 48.14211609999999553, 13.78420790000000018 48.14101540000000057, 13.78726299999999938 48.14012400000000014, 13.7906929999999992 48.13912530000000345, 13.79399699999999918 48.13817240000000197, 13.79704710000000034 48.13727870000001019, 13.80104520000000079 48.13612239999999076, 13.80504780000000054 48.13495820000000691, 13.80861819999999973 48.13392370000000398, 13.81225710000000007 48.13288229999998435, 13.81630149999999979 48.13170190000000304, 13.82016690000000025 48.13060279999999835, 13.82376149999999981 48.12956189999998458, 13.82680889999999962 48.12868359999999512, 13.82994279999999954 48.12777999999999423, 13.83383949999999984 48.12664359999999419, 13.83670760000000044 48.12481239999999616, 13.83909560000000027 48.12328800000000939, 13.84131879999999981 48.12187989999999616, 13.84373380000000076 48.1203231999999943, 13.84737820000000141 48.11899449999999945, 13.85092520000000071 48.11771590000000032, 13.85464860000000087 48.11634149999999011, 13.85784639999999968 48.11519840000000414, 13.86165790000000086 48.11380179999998319, 13.86447749999999957 48.11277200000000676, 13.86765480000000039 48.11160520000000673, 13.87082870000000057 48.11045089999998936, 13.87480590000000014 48.11042330000000078, 13.87913310000000244 48.11039639999999906, 13.88330350000000202 48.11037070000001137, 13.88716720000000038 48.11033660000000367, 13.89146910000000013 48.1103145000000012, 13.89475189999999927 48.11028799999999706, 13.8988429 48.11026509999999234, 13.90288740000000089 48.11023289999999974, 13.90536039999999929 48.10921770000000208, 13.90840400000000088 48.10797610000000191, 13.91222269999999916 48.10640969999998617, 13.91586520000000071 48.10491139999999888, 13.91927680000000045 48.10352779999999484, 13.92348250000000043 48.10307200000000449, 13.92764179999999996 48.10261009999998549, 13.93191799999999958 48.10213559999998267, 13.93609400000000242 48.10167320000000046, 13.93962469999999954 48.10128380000000448, 13.94291770000000241 48.10092029999999852, 13.94625199999999943 48.10054269999999832, 13.95018590000000103 48.10009829999999909, 13.9541839999999997 48.09964929999999583, 13.95862860000000083 48.09914510000000121, 13.96284679999999945 48.09865980000000008, 13.96666530000000073 48.09749050000000636, 13.97025380000000006 48.09639610000000687, 13.97403489999999948 48.0952443000000045, 13.97756180000000015 48.09416310000001005, 13.98118979999999922 48.09305659999998994, 13.98457259999999991 48.09202559999999238, 13.98836610000000036 48.09086369999999988, 13.9918919000000006 48.08979519999999042, 13.99553709999999995 48.08867179999999308, 14.00027060000000034 48.08812910000000329, 14.00489209999999929 48.0875969000000012, 14.00939890000000254 48.08712100000000333, 14.0136175000000005 48.08570030000000628, 14.01773060000000015 48.08431149999998411, 14.02103830000000073 48.08417870000000249, 14.02460349999999956 48.08402869999999751, 14.0283016000000007 48.08387109999999609, 14.03240199999999938 48.08370080000000257, 14.03671609999999959 48.08351239999999649, 14.04058280000000103 48.08408389999999599, 14.04500179999999965 48.08473459999999022, 14.04959219999999931 48.08538510000000343, 14.05389090000000074 48.08601730000000174, 14.05823290000000014 48.08664730000000986, 14.06259629999999916 48.08645620000000065, 14.0670731 48.08622619999999159, 14.07151250000000076 48.08601290000000006, 14.07592950000000087 48.08578449999999549, 14.07999719999999932 48.08558369999998661, 14.08400740000000084 48.08538750000001016, 14.08811490000000077 48.08562859999999262, 14.0925104999999995 48.08590120000000923, 14.09606980000000043 48.08709830000000096, 14.0999289000000001 48.08839210000000008, 14.10337840000000043 48.08955739999999679, 14.10705230000000121 48.09080719999999332, 14.11045200000000044 48.09195660000000316, 14.11360280000000067 48.09302660000000884, 14.11748009999999987 48.09405300000000238, 14.12134730000000005 48.09507659999999873, 14.12515420000000077 48.09608849999998625, 14.12900559999999928 48.09711190000000158, 14.13293200000000027 48.09815079999999909, 14.13646780000000014 48.09908969999998618, 14.14052429999999916 48.10016079999999761, 14.14428780000000074 48.10115520000000089, 14.1481121000000023 48.10216909999999046, 14.15224070000000012 48.10190309999999414, 14.15637959999999929 48.10162290000000951, 14.16051940000000009 48.1013468999999958, 14.16442280000000054 48.10109020000000157, 14.16859619999999964 48.10081309999998922, 14.17251760000000083 48.10055249999999916, 14.17631429999999959 48.10030580000000811, 14.18078620000000001 48.10000709999999202, 14.18490219999999979 48.09974009999999822, 14.18904460000000078 48.0994659999999925, 14.19307250000000131 48.09920879999999954, 14.19721790000000006 48.09893559999999724, 14.20131590000000088 48.09829640000000239, 14.20523000000000025 48.09768259999999174, 14.20955629999999914 48.09700990000001042, 14.21383520000000189 48.09634909999999763, 14.21776039999999952 48.09573840000000189, 14.22162260000000167 48.09513759999997973, 14.22566149999999929 48.09449949999999774, 14.22974130000000059 48.09383119999998968, 14.23371889999999951 48.0931722999999991, 14.23806569999999994 48.0924552000000034, 14.24237150000000085 48.09174669999999452, 14.2465724999999992 48.09105340000000695, 14.25019409999999986 48.09045470000000222, 14.25441230000000026 48.08957269999999795, 14.25800940000000061 48.08882609999999147, 14.26244209999999946 48.08790619999999905, 14.26666319999999999 48.08784450000000277, 14.27049889999999976 48.08776670000001019, 14.27445250000000065 48.08768539999999092, 14.27847260000000063 48.08762269999999006, 14.28262579999999993 48.08753949999999122, 14.28664509999999943 48.08746050000000594, 14.29063720000000259 48.08738999999999209, 14.29509370000000068 48.08805339999999973, 14.29878979999999977 48.08859160000000088, 14.30259159999999952 48.08914630000000301, 14.30692029999999981 48.08977939999999762, 14.31124349999999978 48.0904148000000049, 14.31533860000000047 48.09101019999999949, 14.31884709999999927 48.09152449999999845, 14.32317079999999976 48.09215910000000349, 14.32749220000000179 48.09279109999999946, 14.33181870000000124 48.09342490000000225, 14.33614540000000126 48.09405900000000855, 14.34008919999999954 48.09463629999998346, 14.3445298999999995 48.09528579999999209, 14.34847939999999866 48.09586439999999641, 14.35191200000000045 48.09636480000001058, 14.3549111000000007 48.09679779999999738, 14.35911609999999783 48.09699259999999299, 14.36348030000000087 48.09719590000000267, 14.36760300000000079 48.09738439999999571, 14.37184740000000183 48.09757659999999646, 14.37626800000000138 48.09778080000000244, 14.38041809999999998 48.09797039999999413, 14.38475870000000079 48.0981674999999953, 14.38913810000000026 48.09837370000000334, 14.39280730000000119 48.09854179999999246, 14.39706969999999941 48.09873139999999836, 14.40120399999999989 48.09892149999999589, 14.40532959999999996 48.09911149999999935, 14.40957960000000249 48.09930539999999866, 14.41386920000000238 48.09950139999999408, 14.41721749999999957 48.09952820000000173, 14.42076940000000107 48.09956440000000555, 14.42449410000000043 48.09961169999998987, 14.42849889999999746 48.09965959999999541, 14.4329225000000001 48.099690300000006, 14.437353400000001 48.09973959999999948, 14.4409465000000008 48.09978369999998904, 14.44501870000000032 48.09982200000000319, 14.4491738999999999 48.09985929999999854, 14.45294170000000022 48.10155789999999598, 14.45664269999999973 48.10322130000000129, 14.45996539999999975 48.10469159999999533, 14.46331650000000124 48.10622639999999706, 14.46684379999999948 48.10780310000001236, 14.46669879999999964 48.11081719999999251, 14.46660620000000108 48.11316380000000947, 14.46949419999999797 48.11423719999999093);34538227/0;2.0;;380000;2;431;Austrian Power Grid AG;111751.42;;;;;;;;2.380305246;32.30893848672249
