WKT;Gemeinde;PLZ;Adresse Gemeindeamt;Lat;Lon;osm_id;name;location/substation;substation/voltage;access/operator;Polit. Gemeinde;distance
MULTILINESTRING ((506536.538084136 5308357.39592079,507244.457983864 5309819.13485524));Gaming;3292;Im Markt 1�3;47,9285031;15,0875056;98635106;substation;Kraftwerk Gaming 1;110000;;Gaming;1624,140172
MULTILINESTRING ((627228.478686823 5355529.48005016,626961.377531279 5355952.60991305));G�nserndorf;2230;Rathausplatz 1;48,34012745;16,7169238;96346322;substation;Umspannwerk Gänserndorf;110000;EVN;Gänserndorf;500,3817624
MULTILINESTRING ((548650.138705262 5382888.7058231,546604.785141888 5388485.62309542));Gars_am_Kamp;3571;Hauptplatz 82;48,5971873;15,6598389;88180087;substation;Umspannwerk Horn;;;Horn;5958,939012
MULTILINESTRING ((516138.493625379 5415893.46550895,520264.74928276 5406037.88787496));Gastern;3852;Hauptstra�e 19;48,8957787;15,2201855;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;10684,49326
MULTILINESTRING ((601657.508537012 5390077.89944316,601752.762771096 5396680.66349098));Gaubitsch;2154;Gaubitsch 2;48,6554817;16,3803766;96193588;substation;Umspannwerk Laa an der Thaya;110000;;Laa an der Thaya;6603,451101
MULTILINESTRING ((617376.217750293 5370630.9950913,615960.627085338 5370207.49987302));Gaweinstal;2191;Kirchenplatz 3;48,4778441;16,5882491;478850561;substation;Umspannwerk Gaweinstal;;;Gaweinstal;1477,580837
MULTILINESTRING ((550981.776424847 5360883.72551295,551006.007464353 5362018.73021129));Gedersdorf;3494;Obere Hauptstra�e 1;48,39905045;15,68877348;47002504;substation;Umspannwerk Stratzdorf;110000;EVN;Gedersdorf;1135,263321
MULTILINESTRING ((549562.690319244 5405121.64047126,546604.785141888 5388485.62309542));Geras;3753;Hauptstra�e 16;48,7971114;15,6748831;88180087;substation;Umspannwerk Horn;;;Horn;16896,931
MULTILINESTRING ((609101.330754454 5350153.20523866,605405.85849431 5347517.31542586));Gerasdorf_bei_Wien;2201;Kirchengasse 2;48,2951655;16,4710013;376356832;Wien Energie;Umspannwerk Leopoldau (i.b.);;;Wien;4539,21032
MULTILINESTRING ((541226.959457322 5338604.24889367,545100.345377189 5338662.64673369));Gerersdorf;3385;Florianiplatz 6;48,1993312;15,5548151;85620021;substation;Umspannwerk St. Pölten;110000;;St. Pölten;3873,826118
MULTILINESTRING ((536187.316562347 5373847.51881891,532665.971380947 5381958.07311275));Gf�hl;3542;Hauptplatz 3;48,5166974;15,4900278;113597106;substation;Speicherkraftwerk Dobra-Krumau;;EVN;Krumau am Kamp;8841,999934
MULTILINESTRING ((592157.279855204 5327901.35272611,597432.934043249 5326216.24325114));Gie�h�bl;2372;Hauptstra�e 73;48,0977102;16,2377761;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;5538,241693
MULTILINESTRING ((621743.000063775 5345069.7493652,629743.02375817 5347266.27828595));Glinzendorf;2280;Im Anger Nr. 1;48,2471437;16,6399149;671588826;substation;Umspannwerk Untersiebenbrunn (i.b.);;;Untersiebenbrunn;8296,09055
MULTILINESTRING ((570210.126329465 5280570.35384098,570048.568443631 5279373.52213075));Gloggnitz;2671;Sparkassenplatz 5;47,6747101;15,93535032;96989592;substation;Umspannwerk Hart;110000;;Gloggnitz;1207,68667
MULTILINESTRING ((498991.12884656 5402086.43132784,499158.411928232 5400963.12544329));Gm�nd;3950;Schremser Stra�e 6;48,7717817;14,9862694;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;1135,693506
MULTILINESTRING ((603090.405125544 5385646.08581888,601752.762771096 5396680.66349098));Gnadendorf;2152;Gnadendorf 15;48,6153894;16,398725;96193588;substation;Umspannwerk Laa an der Thaya;110000;;Laa an der Thaya;11115,35836
MULTILINESTRING ((582728.328554865 5371800.49780914,579026.674762346 5379027.73752255));G�llersdorf;2013;Hauptplatz 10;48,4938778;16,11976351;83947318;substation;Umspannwerk Hollabrunn;110000;;Hollabrunn;8120,051396
MULTILINESTRING ((513490.428193202 5339074.15787966,520028.208511981 5340571.50839357));Golling_an_der_Erlauf;3381;Rathausplatz 1;48,2047543;15,1815674;30244554;substation;Umspannwerk Bergern;110000;"EVN;Verbund Austrian Power Grid AG";Zelking-Matzleinsdorf;6707,058227
MULTILINESTRING ((529477.53213405 5396936.77940194,520264.74928276 5406037.88787496));G�pfritz_an_der_Wild;3811;Hauptstra�e 72;48,7247591;15,4008115;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;12950,1175
MULTILINESTRING ((495117.718534778 5294168.50062743,505077.731078287 5303737.01279106));G�stling_an_der_Ybbs;3345;G�stling an der Ybbs 41;47,80085475;14,93480045;98635107;substation;Umspannwerk Grubberg;110000;EVN;Gaming;13811,52688
MULTILINESTRING ((629462.54500156 5324454.58518472,631762.82500943 5321571.2805801));G�ttlesbrunn-Arbesthal;2464;Dorfplatz 1;48,06022615;16,73757885;19881598;substation;Umspannwerk Bruck an der Leitha;110000;;Bruck an der Leitha;3688,45951
MULTILINESTRING ((617909.810850862 5319137.72221686,617065.104810541 5315133.45936735));G�tzendorf_an_der_Leitha;2434;Hauptplatz 1;48,0146478;16,5811242;96596880;substation;Umspannwerk Wasenbruck;110000;;Mannersdorf am Leithagebirge;4092,389188
MULTILINESTRING ((578416.341112122 5383894.48105741,579026.674762346 5379027.73752255));Grabern;2020;Sch�ngrabern 172;48,6032134;16,0636873;83947318;substation;Umspannwerk Hollabrunn;110000;;Hollabrunn;4904,864911
MULTILINESTRING ((575520.151969741 5281641.20839475,577352.902013717 5284630.70752574));Grafenbach-Sankt_Valentin;2632;Ernst-Gruber-Stra�e 1;47,6837454;16,0062657;128191035;substation;Umspannwerk Schöller;;;Ternitz;3506,576361
MULTILINESTRING ((554934.126685162 5365959.35349565,551006.007464353 5362018.73021129));Grafenegg;3485;Rathausstra�e 2 ;48,4443776;15,742831;47002504;substation;Umspannwerk Stratzdorf;110000;EVN;Gedersdorf;5564,04821
MULTILINESTRING ((512048.752854665 5371501.60258836,517850.003045043 5368984.83979065));Grafenschlag;3912;Grafenschlag 47;48,49652004;15,1630923;90866864;substation;Umspannwerk Sallingberg;110000;;Sallingberg;6323,653908
MULTILINESTRING ((557434.197622802 5361845.42475702,552231.779005247 5360328.51317384));Grafenw�rth;3484;M�hlplatz 1;48,4071468;15,77607066;47001881;substation;Umspannwerk Theiß;"380000;110000";EVN;Gedersdorf;5419,057134
MULTILINESTRING ((611094.509725372 5320602.11827838,609054.472060721 5320397.76164362));Gramatneusiedl;2441;Bahnstra�e 2a;48,02904005;16,49014631;25539735;substation;Umspannwerk Moosbrunn;110000;;Moosbrunn;2050,247621
MULTILINESTRING ((501916.342814468 5314634.24164892,501759.593632452 5315300.37792861));Gresten;3264;Badgasse 1;47,98500795;15,02568235;91067944;substation;Umspannwerk Gresten;;Wien Energie GmbH;Gresten;684,3302194
MULTILINESTRING ((501796.248611159 5314639.62125347,501759.593632452 5315300.37792861));Gresten-Land;3264;Friedhofgasse 4;47,9850567;15,0240729;91067944;substation;Umspannwerk Gresten;;Wien Energie GmbH;Gresten;661,7725978
MULTILINESTRING ((584608.368354832 5274315.65679603,584654.270618364 5273644.04281021));Grimmenstein;2831;Rathausplatz 1;47,616719;16,125921;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;673,1807809
MULTILINESTRING ((496907.293829101 5380143.80711554,499339.85570147 5379892.91867076));Gro�_Gerungs;3924;Hauptplatz 18;48,5743762;14,9580728;97379897;substation;Umspannwerk Groß-Gerungs;110000;;Groß Gerungs;2445,465656
MULTILINESTRING ((615231.409654096 5339714.64774806,609751.954817976 5334708.0573269));Gro�-Enzersdorf;2301;Rathausstra�e 5;48,20019975;16,55078032;28766884;Wien Energie;Umspannwerk Kaiserebersdorf;;;Wien;7422,288929
MULTILINESTRING ((620969.550629688 5363696.94728621,615960.627085338 5370207.49987302));Gro�-Schweinbarth;2221;Hauptplatz 1;48,4148064;16,634848;478850561;substation;Umspannwerk Gaweinstal;;;Gaweinstal;8214,414773
MULTILINESTRING ((529843.588097045 5404307.22355472,520264.74928276 5406037.88787496));Gro�-Siegharts;3812;Schlo�platz 1;48,7910445;15,4063231;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;9733,927882
MULTILINESTRING ((496077.043066341 5399347.9943346,499158.411928232 5400963.12544329));Gro�dietmanns;3950;Kirchenplatz 1;48,7471352;14,9466352;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;3479,005973
MULTILINESTRING ((608874.632877493 5357663.74937885,611446.476161859 5357503.1856525));Gro�ebersdorf;2203;M�nichsthaler Stra�e 27;48,3627522;16,4698861;28504203;substation;Umspannwerk Eibesbrunn;110000;;Großebersdorf;2576,850518
MULTILINESTRING ((616535.535266745 5357228.35048532,620459.367227897 5355185.91406213));Gro�engersdorf;2212;Hauptstra�e 129;48,3574688;16,573154;123444716;substation;Umspannwerk Bockfließ;110000;EVN;Bockfließ;4423,573646
MULTILINESTRING ((514624.897026224 5375225.68772044,517850.003045043 5368984.83979065));Gro�g�ttfritz;3910;Gro�g�ttfritz 100;48,52996844;15,19809343;90866864;substation;Umspannwerk Sallingberg;110000;;Sallingberg;7024,919339
MULTILINESTRING ((591643.735693115 5390771.12127869,601752.762771096 5396680.66349098));Gro�harras;2034;Gro�harras 145;48,6632656;16,2445914;96193588;substation;Umspannwerk Laa an der Thaya;110000;;Laa an der Thaya;11709,61646
MULTILINESTRING ((621040.719417882 5346926.46291181,620459.367227897 5355185.91406213));Gro�hofen;2282;Gro�hofen 27;48,26397588;16,63099008;123444716;substation;Umspannwerk Bockfließ;110000;EVN;Bockfließ;8279,885487
MULTILINESTRING ((626952.600825213 5389372.72298076,628888.201798665 5387340.27665185));Gro�krut;2143;Poysdorfer Stra�e 3;48,64451365;16,72348886;478863889;substation;Umspannwerk Hauskirchen;;;Hauskirchen;2806,668703
MULTILINESTRING ((590921.319676546 5372377.57706712,589272.09822496 5360734.29702432));Gro�mugl;2032;Marktplatz 23;48,49793615;16,23075937;33631764;substation;Stockerau;110000;;Stockerau;11759,50261
MULTILINESTRING ((564077.179860069 5370484.4349776,565131.734361793 5364231.29226894));Gro�riedenthal;3470;Gro�riedenthal 23;48,48421825;15,86714481;106810629;substation;Umspannwerk Kirchberg am Wagram (I.b.);110000;;Kirchberg am Wagram;6341,441392
MULTILINESTRING ((604579.282787382 5369880.31008446,615960.627085338 5370207.49987302));Gro�ru�bach;2114;Hauptstra�e 31;48,4733516;16,4149609;478850561;substation;Umspannwerk Gaweinstal;;;Gaweinstal;11386,04634
MULTILINESTRING ((495905.552591717 5388429.4147541,499339.85570147 5379892.91867076));Gro�sch�nau;3922;Gro�sch�nau 80;48,64890962;14,94441064;97379897;substation;Umspannwerk Groß-Gerungs;110000;;Groß Gerungs;9201,423978
MULTILINESTRING ((572747.610719274 5369297.69009282,565131.734361793 5364231.29226894));Gro�weikersdorf;3701;Hauptplatz 1;48,47259965;15,98425667;106810629;substation;Umspannwerk Kirchberg am Wagram (I.b.);110000;;Kirchberg am Wagram;9147,128489
MULTILINESTRING ((574054.758837325 5294152.20429387,578957.545144307 5302136.68766567));Gr�nbach_am_Schneeberg;2733;Wr. Neust�dter Stra�e 1;47,7964671;15,9888724;106530735;substation;Umspannwerk Waldegg;110000;;Waldegg;9369,593817
MULTILINESTRING ((595140.906538975 5322186.9152289,595814.06644718 5318215.97600282));Gumpoldskirchen;2352;Schrannenplatz 1;48,0458712;16,27656728;33624954;substation;Umspannwerk Traiskirchen;110000;;Traiskirchen;4027,592656
MULTILINESTRING ((594087.897580126 5310854.13519468,588571.474215591 5308571.27038072));G�nselsdorf;2525;Wr. Neust�dter Stra�e 2;47,9440888;16,2599574;69859724;substation;Umspannwerk Enzesfeld;110000;Wien Energie;Enzesfeld-Lindabrunn;5970,125501
MULTILINESTRING ((576948.798960833 5388741.71640865,577267.73736245 5394355.11529772));Guntersdorf;2042;Guntersdorf 114;48,646995;16,0446837;324055876;substation;Umspannwerk Peigarten;;EVN;Pernersdorf;5622,452205
MULTILINESTRING ((597816.654537181 5322541.27358619,597432.934043249 5326216.24325114));Guntramsdorf;2353;Rathaus Viertel 1/1;48,0486541;16,3125409;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;3694,94837
MULTILINESTRING ((505502.759230719 5357980.65596066,519038.711898816 5349895.53807386));Gutenbrunn;3665;Gutenbrunn 25;48,37497036;15,07430805;90904770;substation;Umspannwerk Am Schuss;;EVN;Weiten;15766,77348
MULTILINESTRING ((566602.080059151 5302927.0631701,578957.545144307 5302136.68766567));Gutenstein;2770;Markt 100;47,876223;15,8907181;106530735;substation;Umspannwerk Waldegg;110000;;Waldegg;12380,71932
MULTILINESTRING ((467705.949320419 5328818.94350342,460839.906720526 5330320.70825298));Haag;3350;Hauptplatz 4;48,1118132;14,566139;27763479;substation;Umspannwerk Ernsthofen;"380000;220000;110000";Austrian Power Grid AG;Ernsthofen;7028,359577
MULTILINESTRING ((553218.109595644 5367446.86045932,551006.007464353 5362018.73021129));Hadersdorf-Kammern;3493;Landsknechtplatz 1;48,4579063;15,7198177;47002504;substation;Umspannwerk Stratzdorf;110000;EVN;Gedersdorf;5861,569229
MULTILINESTRING ((583833.327152137 5395225.12239315,577267.73736245 5394355.11529772));Hadres;2061;Hadres 367;48,70442346;16,13944646;324055876;substation;Umspannwerk Peigarten;;EVN;Pernersdorf;6622,981325
MULTILINESTRING ((536307.606504514 5340483.10349796,545100.345377189 5338662.64673369));Hafnerbach;3386;Kirchenplatz 4;48,2165348;15,488776;85620021;substation;Umspannwerk St. Pölten;110000;;St. Pölten;8979,215985
MULTILINESTRING ((604401.999868682 5354342.20518781,606013.68076174 5353699.09377095));Hagenbrunn;2201;Salzstra�e 10;48,3336341;16,408698;35953425;substation;Umspannwerk Gerasdorf;110000;Wien Energie GmbH;Gerasdorf bei Wien;1735,254332
MULTILINESTRING ((463956.545391353 5324961.90319657,460839.906720526 5330320.70825298));Haidershofen;4431;Vestenthal 8;48,0769113;14,51609435;27763479;substation;Umspannwerk Ernsthofen;"380000;220000;110000";Austrian Power Grid AG;Ernsthofen;6199,211905
MULTILINESTRING ((644444.932012559 5334533.59832192,642819.547830474 5331645.08737608));Hainburg_a.d._Donau;2410;Hauptplatz 23;48,1476392;16,9419634;83643796;substation;Umspannwerk Deutsch-Altenburg;110000;;Bad Deutsch-Altenburg;3314,418384
MULTILINESTRING ((557635.257220104 5320448.2390875,557293.112612108 5320301.97898471));Hainfeld;3170;Hauptstra�e 5;48,0347188;15,7731585;91117108;substation;Umspannwerk Hainfeld;110000;EVN;Hainfeld;372,0953513
MULTILINESTRING ((561897.13527323 5406069.76225388,561261.051543603 5390367.76142984));Hardegg;2082;Pleissing 2;48,80453405;15,84296405;95211290;substation;Umspannwerk Eggenburg;110000;;Röschitz;15714,87933
MULTILINESTRING ((632580.496190083 5339334.01857648,633651.482561956 5342638.49818779));Haringsee;2286;Kirchengasse 23;48,1933911;16,78403505;329923256;substation;Umspannwerk Lassee;;EVN;Lasse;3473,700809
MULTILINESTRING ((601511.516731728 5360759.70335738,602102.558504302 5356979.26035094));Harmannsdorf;2111;Kirchengasse 5;48,3918243;16,3712571;24253250;substation;Umspannwerk Bisamberg;"380000;220000;110000";Austrian Power Grid AG;Stetten;3826,366384
MULTILINESTRING ((625868.989070795 5330002.62155588,620322.330713911 5324793.27609845));Haslau-Maria_Ellend;2402;Wiener Stra�e 11;48,1108395;16,6910052;28968803;substation;Umspannwerk Enzersdorf;;;Enzersdorf an der Fischa;7609,382302
MULTILINESTRING ((504232.411462755 5426923.31179858,520264.74928276 5406037.88787496));Haugschlag;3874;Haugschlag 10;48,9951956;15,0578597;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;26329,3902
MULTILINESTRING ((579285.65278461 5395376.70106558,577267.73736245 5394355.11529772));Haugsdorf;2054;Laaer Stra�e 12;48,7063815;16,0776762;324055876;substation;Umspannwerk Peigarten;;EVN;Pernersdorf;2261,77367
MULTILINESTRING ((533863.843403963 5338224.68368624,545100.345377189 5338662.64673369));Haunoldstein;3384;Hauptplatz 1;48,1963519;15,4556987;85620021;substation;Umspannwerk St. Pölten;110000;;St. Pölten;11245,03394
MULTILINESTRING ((634756.503331858 5387706.75059435,632629.820581465 5385204.50777335));Hausbrunn;2145;Hauptstra�e 92;48,6279003;16,82883704;96616299;substation;Umspannwerk Neusiedl an der Zaya;110000;;Neusiedl an der Zaya;3283,899916
MULTILINESTRING ((629805.066639703 5385867.52646879,628888.201798665 5387340.27665185));Hauskirchen;2184;Hauptstra�e 63;48,6124093;16,76109718;478863889;substation;Umspannwerk Hauskirchen;;;Hauskirchen;1734,829743
MULTILINESTRING ((581400.479399006 5360710.95375434,589272.09822496 5360734.29702432));Hausleiten;3464;Kremser Stra�e 16;48,3943027;16,0996384;33631764;substation;Stockerau;110000;;Stockerau;7871,653438
MULTILINESTRING ((508951.372888136 5412511.44403408,520264.74928276 5406037.88787496));Heidenreichstein;3860;Kirchenplatz 1;48,8655003;15,12205431;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;13034,54697
MULTILINESTRING ((584168.121925439 5323209.37213704,577563.725219439 5317265.27315869));Heiligenkreuz;2534;Hauptstra�e 7;48,05660995;16,12957103;257384535;substation;Umspannwerk Neuhaus;110000;EVN;Weissenbach an der Triesting;8885,401989
MULTILINESTRING ((570117.210374767 5372264.4910722,565131.734361793 5364231.29226894));Heldenberg;3710;Wimpffen-Gasse 5;48,4995854;15,9491711;106810629;substation;Umspannwerk Kirchberg am Wagram (I.b.);110000;;Kirchberg am Wagram;9454,48328
MULTILINESTRING ((601717.646605317 5329432.82929604,605675.711652691 5331046.93862996));Hennersdorf;2332;Achauerstra�e 2;48,1100304;16,36651165;27795895;Austrian Power Grid AG;Umspannwerk Wien Südost;;;Wien;4274,532473
MULTILINESTRING ((582658.047252758 5305210.58693198,578957.545144307 5302136.68766567));Hernstein;2560;Berndorfer Stra�e 6;47,89489855;16,10584611;106530735;substation;Umspannwerk Waldegg;110000;;Waldegg;4810,672776
MULTILINESTRING ((623939.047600157 5395109.26221394,620039.813322047 5390434.16769948));Herrnbaumgarten;2171;Hauptstra�e 50;48,6967028;16,68431485;80855358;substation;Umspannwerk Poysdorf;110000;;Poysdorf;6087,736581
MULTILINESTRING ((551531.633620815 5348248.28476734,552802.325164936 5348170.76549941));Herzogenburg;3130;Rathausplatz 8;48,2853375;15,69465533;119428954;substation;Umspannwerk Herzogenburg (i.b.);;;Herzogenburg;1273,053902
MULTILINESTRING ((607204.790571397 5326586.63133647,605675.711652691 5331046.93862996));Himberg;2325;Hauptstra�e 38;48,0835311;16,4394895;27795895;Austrian Power Grid AG;Umspannwerk Wien Südost;;;Wien;4715,127092
MULTILINESTRING ((593276.730437204 5326773.29135967,597432.934043249 5326216.24325114));Hinterbr�hl;2393;Hauptstra�e 29;48,0874005;16,2525614;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;4193,367502
MULTILINESTRING ((509279.202553314 5398993.20018848,499158.411928232 5400963.12544329));Hirschbach;3942;Bahnstra�e 48;48,7438867;15,1262188;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;10310,72298
MULTILINESTRING ((587872.193342895 5309168.42643711,588571.474215591 5308571.27038072));Hirtenberg;2552;Bahngasse 1;47,9298081;16,1763959;69859724;substation;Umspannwerk Enzesfeld;110000;Wien Energie;Enzesfeld-Lindabrunn;919,5591849
MULTILINESTRING ((612849.026597754 5367068.75145824,615960.627085338 5370207.49987302));Hochleithen;2125;Gemeindezentrum 1 ;48,4466368;16,5260527;478850561;substation;Umspannwerk Gaweinstal;;;Gaweinstal;4419,705783
MULTILINESTRING ((590444.031364823 5256767.60696609,584654.270618364 5273644.04281021));Hochneukirchen-Gschaidt;2852;Hauptstra�e 26;47,4580695;16,1999541;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;17841,95663
MULTILINESTRING ((596162.080896947 5279453.21476023,587604.513250931 5284131.5855979));Hochwolkersdorf;2802;Dorfstra�e 3;47,6613221;16,2807633;99761299;substation;Umspannwerk Pitten;110000;EVN;Seebenstein;9752,90304
MULTILINESTRING ((617898.863283276 5311248.85899955,617065.104810541 5315133.45936735));Hof_am_Leithaberge;2451;Hauptplatz 8;47,943699;16,5788122;96596880;substation;Umspannwerk Wasenbruck;110000;;Mannersdorf am Leithagebirge;3973,068488
MULTILINESTRING ((505874.209278395 5338060.55028799,503557.09731282 5332607.39793134));Hofamt_Priel;3681;Dorfplatz 1;48,1957512;15,079047;30076588;substation;Umspannwerk Ybbsfeld;"220000;110000";;St. Martin-Karlsbach;5925,021391
MULTILINESTRING ((633254.200966868 5325393.6511642,633084.626011195 5323168.81429718));H�flein;2465;Vohburgerstra�e 25;48,0678902;16,7887358;136384211;substation;Umspannwerk Höflein;;;Höflein;2231,28993
MULTILINESTRING ((577238.67687573 5293993.746371,578957.545144307 5302136.68766567));H�flein_an_der_Hohen_Wand;2733;Ortsstra�e 22;47,7946675;16,0313529;106530735;substation;Umspannwerk Waldegg;110000;;Waldegg;8322,379531
MULTILINESTRING ((538100.660484192 5327198.80627044,545650.925529928 5328807.09879154));Hofstetten-Gr�nau;3202;Hauptplatz 3�5;48,0969164;15,5117234;321946617;substation;Umspannwerk Wilhelmsburg;;EVN;Wilhelmsburg;7719,657188
MULTILINESTRING ((578830.323878743 5296855.38420719,578957.545144307 5302136.68766567));Hohe_Wand;2724;Ortsstra�e 33;47,8202178;16,0531225;106530735;substation;Umspannwerk Waldegg;110000;;Waldegg;5282,835552
MULTILINESTRING ((640449.825258256 5385448.15266124,632629.820581465 5385204.50777335));Hohenau_an_der_March;2273;Rathausplatz 1;48,6063402;16,9052952;96616299;substation;Umspannwerk Neusiedl an der Zaya;110000;;Neusiedl an der Zaya;7823,799331
MULTILINESTRING ((546315.036296814 5306273.9080183,535659.291481405 5308676.97176233));Hohenberg;3192;Markt 1;47,9081181;15,6197839;33682610;substation;Umspannwerk Türnitz;110000;EVN;Türnitz;10923,35173
MULTILINESTRING ((501882.00783574 5402092.71506103,499158.411928232 5400963.12544329));Hoheneich;3945;Marktplatz 91;48,7718362;15,0256139;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;2948,550046
MULTILINESTRING ((622154.368514484 5369156.21737125,615960.627085338 5370207.49987302));Hohenruppersdorf;2223;Obere Hauptstra�e 4;48,4636717;16,6524453;478850561;substation;Umspannwerk Gaweinstal;;;Gaweinstal;6282,326622
MULTILINESTRING ((561251.609551847 5372922.07903081,565131.734361793 5364231.29226894));Hohenwarth-M�hlbach_a.M.;3711;Hohenwarth 67;48,5064277;15,8292687;106810629;substation;Umspannwerk Kirchberg am Wagram (I.b.);110000;;Kirchberg am Wagram;9517,622764
MULTILINESTRING ((579630.814003284 5379302.28197497,579026.674762346 5379027.73752255));Hollabrunn;2020;Hauptplatz 1;48,56175475;16,07927826;83947318;substation;Umspannwerk Hollabrunn;110000;;Hollabrunn;663,595418
MULTILINESTRING ((482907.339293312 5294508.3508484,480722.734061937 5315033.5917806));Hollenstein_an_der_Ybbs;3343;Walcherbauer 2;47,8037041;14,7717266;96855956;substation;Umspannwerk Gerstl;110000;;Sonntagberg;20641,17282
MULTILINESTRING ((595295.920504938 5270904.76934574,584654.270618364 5273644.04281021));Hollenthon;2833;Hollenthon 12;47,58455211;16,26736974;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;10988,55456
MULTILINESTRING ((548327.558342059 5390467.24201789,546604.785141888 5388485.62309542));Horn;3580;Rathausplatz 4;48,6653858;15,6563477;88180087;substation;Umspannwerk Horn;;;Horn;2625,787701
MULTILINESTRING ((644364.553459011 5331261.68310271,642819.547830474 5331645.08737608));Hundsheim;2405;Gemeindestra�e 42;48,118237;16,9397746;83643796;substation;Umspannwerk Deutsch-Altenburg;110000;;Bad Deutsch-Altenburg;1591,867215
MULTILINESTRING ((530549.897150654 5333660.0417677,529072.523293099 5326300.27710733));H�rm;3383;Kilber Stra�e 3;48,1554534;15,4107767;91062369;substation;Umspannwerk Kilb (i.b.);110000;;Kilb;7506,581737
MULTILINESTRING ((550235.168144514 5351911.67581562,552802.325164936 5348170.76549941));Inzersdorf-Getzersdorf;3131;Dorfstra�e 20;48,3183979;15,6776161;119428954;substation;Umspannwerk Herzogenburg (i.b.);;;Herzogenburg;4537,037047
MULTILINESTRING ((539421.310872413 5399397.30733131,546604.785141888 5388485.62309542));Irnfritz-Messern;3761;Hauptplatz 1;48,7463435;15,53624888;88180087;substation;Umspannwerk Horn;;;Horn;13063,964
MULTILINESTRING ((535904.078561377 5375189.46889912,532665.971380947 5381958.07311275));Jaidhof;3542;Jaidhof 11;48,5287859;15,48630805;113597106;substation;Speicherkraftwerk Dobra-Krumau;;EVN;Krumau am Kamp;7503,288686
MULTILINESTRING ((541934.643609736 5405108.78450975,546604.785141888 5388485.62309542));Japons;3763;Japons 64;48,79755709;15,57101841;88180087;substation;Umspannwerk Horn;;;Horn;17266,72283
MULTILINESTRING ((638360.07396531 5373354.34540107,630142.947329199 5369769.32549777));Jedenspeigen;2264;Bahnstra�e 2;48,4980642;16,8729432;87325780;substation;Umspannwerk Spannberg;;EVN;Spannberg;8965,128993
MULTILINESTRING ((576656.12026766 5348288.00855425,577226.525206149 5351634.04460475));Judenau-Baumgarten;3441;Hauptstra�e 41;48,28315065;16,03329711;288347513;substation;Umspannwerk Tulln-West;;EVN;Tulln an der Donau;3394,306858
MULTILINESTRING ((589287.013758444 5330040.14969042,597432.934043249 5326216.24325114));Kaltenleutgeben;2391;Hauptstra�e 78;48,1173575;16,1996818;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;8998,793127
MULTILINESTRING ((556211.19827614 5345316.87931572,552802.325164936 5348170.76549941));Kapelln;3141;Hauptstra�e 13;48,25856835;15,75734137;119428954;substation;Umspannwerk Herzogenburg (i.b.);;;Herzogenburg;4445,793769
MULTILINESTRING ((529622.082219392 5414562.08297379,520264.74928276 5406037.88787496));Karlstein_an_der_Thaya;3822;Wilhelm-Matzinger-Stra�e 2;48,8833042;15,4040486;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;12657,8664
MULTILINESTRING ((541987.534867618 5345201.56296775,545100.345377189 5338662.64673369));Karlstetten;3121;Schlo�platz 1;48,25863335;15,56570386;85620021;substation;Umspannwerk St. Pölten;110000;;St. Pölten;7242,031123
MULTILINESTRING ((557997.721894553 5333571.43847752,551198.53316682 5341527.96997473));Kasten_bei_B�heimkirchen;3072;Kasten 48;48,152745;15,7798035;27797285;substation;Umspannwerk Pottenbrunn;"380000;110000";EVN;St. Pölten;10465,91424
MULTILINESTRING ((595146.431694805 5292790.74083505,595002.033424644 5296623.00230175));Katzelsdorf;2700;Hauptstra�e 47;47,7814489;16,2701529;96358427;substation;Umspannwerk Wiener Neustadt;110000;;Wiener Neustadt;3834,98094
MULTILINESTRING ((566939.778793878 5319362.97278513,557293.112612108 5320301.97898471));Kaumberg;2572;Markt 3;48,024048;15,8977913;91117108;substation;Umspannwerk Hainfeld;110000;EVN;Hainfeld;9692,259853
MULTILINESTRING ((517654.663621109 5419578.7534603,520264.74928276 5406037.88787496));Kautzen;3851;Waidhofner Stra�e 14;48,928889;15,2410306;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;13790,12647
