wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length;;;;;;;;;;;
LineString (14.90619990000000072 47.5429081999999994, 14.90947349999999894 47.54242169999999135, 14.91178860000000128 47.54205089999999956, 14.91335980000000028 47.54180579999999878, 14.91555549999999997 47.54148339999999706, 14.91846299999999736 47.54103070000000031, 14.92007360000000027 47.54056429999999267, 14.92267260000000029 47.53981169999999423, 14.9246705999999989 47.53926940000000201, 14.92674710000000005 47.5386462000000023, 14.92928930000000065 47.53797270000000452, 14.9310495999999997 47.53750739999999553, 14.93404559999999925 47.5366673999999918, 14.93560369999999971 47.5362409000000028, 14.9378378000000005 47.53434299999999979, 14.94030279999999955 47.53226060000000075, 14.94274859999999983 47.53020829999999108, 14.9445838000000002 47.5286415000000062, 14.94635850000000232 47.52713980000000049, 14.94848509999999919 47.525331400000006, 14.94956159999999912 47.52441919999999698, 14.95255709999999993 47.52315070000000219, 14.95547149999999981 47.52190629999999771, 14.9576387000000004 47.52099719999998939, 14.9604480000000013 47.52057979999999304, 14.96269410000000022 47.52024769999998455, 14.96588870000000249 47.51977149999999739, 14.96704390000000018 47.51874310000000179, 14.96821920000000006 47.51773819999998949, 14.96916060000000037 47.51669739999999109, 14.97020130000000115 47.51547550000001507, 14.9724782999999988 47.51406500000000221, 14.9747407999999993 47.51268029999999953, 14.97760910000000045 47.51090849999999932, 14.98037710000000011 47.50918539999999979, 14.98272259999999889 47.50706339999999983, 14.98512190000000111 47.50489089999999948, 14.98752810000000046 47.50271520000000436, 14.98993899999999968 47.50053460000001593, 14.99235449999999936 47.49836189999999903, 14.99345609999999951 47.49746150000000711, 14.99602959999999996 47.49539660000000652, 14.99809340000000013 47.49374230000000097, 15.00021649999999873 47.492028899999994, 15.00145090000000003 47.49103779999999375, 15.00630989999999976 47.48866590000000087, 15.00891790000000015 47.48750159999999454, 15.01179540000000046 47.48613720000000171, 15.01411200000000079 47.48503090000000526, 15.01643480000000253 47.483924899999991, 15.01836370000000187 47.48301070000000124, 15.02049610000000079 47.48199650000001526, 15.0219219000000006 47.48132160000000113, 15.02291530000000108 47.47900049999999084, 15.02379960000000025 47.47695899999999369, 15.02459099999999914 47.47510900000000333, 15.02548880000000153 47.47303720000000027, 15.0265316999999996 47.47064150000000637, 15.02730039999999967 47.46887370000000317, 15.02776899999999927 47.46776660000000447, 15.02830999999999939 47.46552750000000032, 15.02886279999999886 47.46330270000000695, 15.02943630000000041 47.46093690000000009, 15.02952750000000215 47.45810200000000378, 15.02961909999999968 47.4554495000000145, 15.0290815000000002 47.45368220000000292, 15.02837230000000091 47.45154569999999694, 15.02779109999999996 47.44977810000000318, 15.02707730000000019 47.44757740000000013, 15.02639160000000196 47.44545730000000106, 15.02568039999999883 47.44321099999999092, 15.02316719999999961 47.4417241999999959, 15.02148140000000254 47.44070279999998974, 15.01938250000000252 47.43946019999999208, 15.01680680000000123 47.43791960000000074, 15.01714040000000061 47.43564409999999754, 15.01748420000000017 47.43335999999999331, 15.01779780000000031 47.43099140000001057, 15.01821580000000012 47.42857399999999757, 15.01852710000000179 47.42630520000000161, 15.01889240000000036 47.42398520000000417, 15.01918360000000163 47.42167049999999051, 15.01959599999999995 47.41918840000000301, 15.01784929999999996 47.41740270000000379, 15.01642730000000192 47.4158900999999986, 15.01428079999999987 47.41368819999999573, 15.01260030000000256 47.41190050000000156, 15.01123720000000006 47.41043469999999616, 15.0100888000000019 47.40930070000000285, 15.01114880000000085 47.40787960000000112, 15.01210479999999947 47.40662679999999796, 15.01335539999999824 47.40498629999999025, 15.01465169999999993 47.40322390000000041, 15.01689170000000217 47.40150280000001004, 15.01906709999999912 47.39982469999999637, 15.02124899999999919 47.39814180000000476, 15.02162610000000065 47.39794659999999737);132536893;2.0;;110000;1;150/1;;21626,27;;;;;;;;;;;
LineString (15.13476159999999915 47.05524330000000077, 15.13591689999999979 47.05494779999999366);132534811;1.0;;110000;1;132/2;STEWEAG;93,69;;;;;;;;;;;
LineString (15.13484620000000014 47.05539290000000108, 15.13591689999999979 47.05494779999999366);132534810;1.0;;110000;1;132/1;STEWEAG;95,18;;;;;;;;;;;
LineString (15.42163889999999959 47.03086510000000686, 15.42467329999999848 47.03006839999999755, 15.42687620000000059 47.0306057000000024, 15.43074460000000059 47.03154769999999729, 15.43389380000000166 47.03231509999998394, 15.43663109999999961 47.03369830000000462, 15.43949819999999917 47.03511309999999668, 15.44234560000000123 47.03655820000000887, 15.44473520000000022 47.03775719999999438, 15.44443740000000176 47.03979729999999648, 15.4440551000000017 47.04234420000000938, 15.4436707000000002 47.04490479999999764, 15.44335530000000034 47.04733409999999338, 15.44236279999999972 47.04872029999999228, 15.44197710000000079 47.04925889999999811, 15.44142380000000259 47.04933069999999873);152254908;2.0;;110000;1;134/1B;;3362,98;;;;;;;;;;;
LineString (15.70428369999999951 47.11252559999999789, 15.70277640000000119 47.11234819999999246, 15.70021500000000003 47.11282380000000103, 15.69690399999999997 47.11343169999999958, 15.69408210000000103 47.11395240000000229, 15.69176840000000084 47.11456119999999004, 15.68893549999999948 47.11564349999999024, 15.68361990000000183 47.11561739999999787, 15.68108390000000263 47.11560040000000527, 15.67701940000000249 47.11557489999999149, 15.67293850000000255 47.11555549999999215, 15.66971250000000104 47.11554019999999809, 15.66673319999999947 47.115521600000001, 15.66410429999999998 47.11595350000000337, 15.65982170000000195 47.11665700000001067, 15.6564893000000005 47.11720440000000565, 15.65287339999999894 47.11779719999999827, 15.64942360000000221 47.11836669999998861, 15.64689779999999963 47.11878200000000305, 15.64442910000000175 47.11917569999999955, 15.64036820000000105 47.11985289999999793, 15.6345230000000015 47.12080029999999198, 15.6329003999999987 47.12146990000000102, 15.62958160000000163 47.12280340000000223, 15.6258285999999984 47.12352349999998324, 15.62242539999999913 47.12514190000000269, 15.6203493999999985 47.12614930000000868, 15.61719960000000107 47.12765199999999055, 15.61560529999999858 47.12849740000000054, 15.6119553999999976 47.12846370000000462, 15.60870910000000045 47.12844209999999379, 15.6046067000000015 47.12841180000000207, 15.60217130000000019 47.12839980000000395, 15.59954530000000084 47.12838630000000251, 15.59691349999999943 47.128372700000007, 15.59323240000000155 47.12832240000000183, 15.59066310000000222 47.12855849999999691, 15.58709719999999876 47.1288719999999941, 15.58360690000000126 47.12919009999999531, 15.58078320000000083 47.12943070000000034, 15.57794080000000037 47.12968879999998961, 15.5753356000000025 47.12992200000000764, 15.57297469999999961 47.13012590000000301, 15.57056769999999801 47.13035090000000338, 15.56605650000000018 47.13073750000000217, 15.56379710000000038 47.13019819999999527, 15.56140320000000088 47.12961059999999947, 15.55891090000000254 47.12900629999999325, 15.55537859999999917 47.1281382000000022, 15.55014119999999878 47.1268597999999983, 15.5443856000000018 47.1254628000000082, 15.54245119999999858 47.12506189999999862, 15.53954659999999954 47.12445749999998412, 15.53599059999999987 47.1238033999999999, 15.53352970000000255 47.123350799999983, 15.52969089999999852 47.12264470000000216, 15.52552720000000086 47.12074179999999757, 15.5234981999999988 47.11979369999999534, 15.52063549999999914 47.11847879999999122, 15.51855070000000048 47.11750930000000892, 15.5162659000000005 47.11758489999998289, 15.51370559999999799 47.11766180000000048, 15.51100440000000091 47.11774509999999339, 15.50796439999999876 47.11783890000000952, 15.5057343000000003 47.1179077000000035, 15.50390920000000072 47.11796400000000773, 15.50084449999999947 47.11767890000000136, 15.49774150000000006 47.11741310000000027, 15.49529590000000212 47.11719469999999177, 15.4931713000000002 47.11701039999999807, 15.48633499999999863 47.11639430000000317, 15.48246199999999995 47.11605149999999753, 15.4791597000000003 47.11576249999999533, 15.47579150000000148 47.11545250000000351, 15.47030999999999956 47.1152077999999932, 15.46891869999999791 47.11477900000000574, 15.46585289999999979 47.11382920000000496, 15.46277169999999934 47.1128777999999997, 15.45915540000000199 47.11175690000000316, 15.45616979999999963 47.1108825999999965, 15.45328879999999927 47.10998759999999663, 15.45069059999999794 47.10917020000000122, 15.44743059999999879 47.10815620000000337, 15.44458850000000183 47.10727339999999685, 15.44103770000000075 47.10562420000000117, 15.43718639999999986 47.10388749999999192, 15.43349119999999886 47.10226269999999715, 15.43111449999999962 47.10116419999999948, 15.42828390000000205 47.09986349999999788, 15.42451239999999935 47.09820080000000075, 15.4197034999999989 47.09707480000000146, 15.41762620000000261 47.09566449999999804);132532771;2.0;Graz-Nord - Gleisdorf;110000;1;136/5;STEWEAG;23069,65;;;;;;;;;;;
LineString (13.79146279999999969 47.61307549999999367, 13.78932069999999932 47.61426900000000018, 13.78752219999999973 47.61523389999999267, 13.78537290000000048 47.61632130000000984, 13.78240260000000106 47.61702659999999554, 13.77888100000000016 47.61790529999999677, 13.7756697999999993 47.62010529999999875, 13.77494399999999963 47.62209529999999091, 13.77420580000000072 47.62405539999999604, 13.77229370000000053 47.62617019999999002, 13.76996519999999968 47.62772180000001043, 13.76639519999999983 47.62846770000000163, 13.76333649999999942 47.62911029999999357, 13.75905689999999915 47.62883280000000497, 13.75634050000000208 47.62920710000000923, 13.75366230000000023 47.62959190000000831, 13.75111210000000028 47.62858450000000232, 13.74883110000000208 47.62767799999999596, 13.74423080000000041 47.62739969999999801, 13.73976949999999952 47.62711799999999585, 13.73509939999999929 47.62682319999998981, 13.73154569999999985 47.62683749999998639, 13.72795690000000057 47.62684809999999658, 13.72285439999999923 47.62686589999999143, 13.71801340000000025 47.62688279999998286, 13.71271310000000021 47.62690130000000011, 13.70675259999999973 47.62656199999999984, 13.70225899999999974 47.6263063000000102, 13.70095429999999936 47.62623199999999457, 13.69769250000000049 47.62604629999999162, 13.69429049999999926 47.62585259999999465, 13.69098310000000041 47.62566439999999801, 13.68746830000000081 47.6241778999999994, 13.68368139999999933 47.62257630000000574, 13.67994559999999993 47.62099629999999451, 13.67681220000000053 47.62076139999999214, 13.67326609999999931 47.62140159999999156, 13.67048699999999961 47.62003929999999485, 13.66740940000000037 47.61854040000000055, 13.66432939999999974 47.61704070000000399, 13.66129220000000011 47.615585099999997, 13.65740880000000068 47.61494570000000692, 13.65352490000000074 47.61431090000000665, 13.64900790000000086 47.61489520000000653, 13.64546980000000076 47.61376870000000139, 13.64236119999999985 47.61265499999999662, 13.63857130000000062 47.61308710000000843, 13.63477209999999928 47.61351740000000632, 13.63147689999999912 47.61247659999999371, 13.62951739999999923 47.60886490000000748, 13.63124769999999941 47.60752829999999847, 13.63258229999999926 47.60773639999999318);38345953;2.0;;110000;1;163/6;Energie AG;14138,71;;;;;;;;;;;
LineString (15.41762620000000261 47.09566449999999804, 15.41702270000000219 47.09455500000000683);52737998;1.0;;110000;1;136/5;STEWEAG;131,53;;;;;;;;;;;
LineString (15.3229147999999995 47.20549169999998895, 15.32359330000000064 47.20495299999999617);96168190;1.0;;110000;0;132/4D;;78,9;;;;;;;;;;;
LineString (15.47235550000000259 47.00250849999999048, 15.47193249999999942 47.00326019999999261, 15.47031390000000073 47.00611620000000102, 15.46889050000000054 47.00864279999999695, 15.46639960000000258 47.01073120000000216, 15.46582630000000158 47.01121100000001007, 15.46390240000000027 47.01282139999999998);95953853;2.0;;110000;1;134/4;Stromnetz Steiermark GmbH;2660,6;;;;;;;;;;;
LineString (15.15911260000000205 47.01859850000000307, 15.15943449999999793 47.01911990000000685, 15.16040689999999991 47.01984600000000825, 15.16157499999999914 47.02102409999999821, 15.16600069999999967 47.02551840000000283, 15.16718979999999739 47.02640059999998812, 15.17164430000000053 47.02611860000000377, 15.17490060000000263 47.0259124999999969, 15.17817230000000173 47.02570550000000793, 15.18185429999999947 47.02547239999999817, 15.18531849999999928 47.02525320000000164, 15.19369239999999976 47.02639979999997877, 15.19726320000000008 47.02634219999999488, 15.20046149999999763 47.026290699999997, 15.20406200000000219 47.02623260000000016, 15.20843829999999919 47.02616210000000052, 15.21274359999999781 47.02609259999999836, 15.21704450000000008 47.02602329999999853, 15.21997780000000056 47.025976, 15.22232980000000069 47.02593809999999763, 15.22555629999999738 47.02588699999999733, 15.22836060000000025 47.02584269999999833, 15.23127449999999783 47.02579659999999961, 15.23414750000000062 47.0257474000000002, 15.23696960000000011 47.02569900000000302, 15.24021519999999974 47.02564339999999987, 15.24281269999999999 47.02559889999999854, 15.24632470000000062 47.02553869999999847, 15.24947170000000085 47.02572479999999189, 15.25378470000000064 47.02594989999999342, 15.25830730000000024 47.02618590000000154, 15.26234189999999913 47.02639650000000415, 15.26650320000000249 47.02661370000000574, 15.27028729999999968 47.0268110999999962, 15.27081550000000121 47.02683869999999899, 15.27088170000000034 47.0268421000000032, 15.27094430000000003 47.02684539999999913, 15.27493190000000212 47.02705349999999385, 15.27951880000000173 47.02729289999999196, 15.28399809999999981 47.02752670000000279, 15.28661920000000052 47.02766350000000983, 15.29100350000000219 47.02731589999999784, 15.29551619999999978 47.02695820000000282, 15.30007239999999946 47.02659700000000242, 15.30442260000000054 47.02625210000000067, 15.30815529999999924 47.0259562000000102, 15.31184380000000189 47.02566379999999668, 15.31507529999999839 47.02645479999998912, 15.31844229999999918 47.02727900000000005, 15.32168810000000114 47.02807360000000614, 15.32587499999999991 47.0290984000000023, 15.33013690000000118 47.03014160000000032, 15.33329130000000085 47.03091369999999927, 15.3362770000000026 47.03103570000000389, 15.33966009999999969 47.03117400000000004, 15.34241450000000206 47.03128649999999311, 15.34516970000000136 47.03139909999999446, 15.34864830000000069 47.03154119999999239, 15.35263699999999965 47.03170420000000718, 15.35647160000000078 47.03186089999999808, 15.36035120000000198 47.03201939999999581, 15.36470659999999988 47.03219739999999405, 15.36908270000000165 47.03237619999999453, 15.37228299999999948 47.03156200000000098, 15.37557320000000161 47.03072499999998257, 15.37949109999999919 47.02972830000000926, 15.38289580000000001 47.02886219999998474, 15.38633800000000207 47.0279864000000174, 15.38967770000000002 47.02713680000000807, 15.39298029999999962 47.02724020000000138, 15.39738550000000217 47.02737810000000707, 15.4014912000000006 47.02750669999999644, 15.40516030000000214 47.02762150000000929, 15.40825359999999833 47.0277183999999906, 15.41219109999999937 47.02784160000000924, 15.41603089999999909 47.02796190000000109, 15.41925440000000158 47.02874739999999321);95953759;2.0;;110000;1;134/1A;;20489,27;;;;;;;;;;;
LineString (15.32990520000000245 47.14448300000000103, 15.32904839999999957 47.14396989999999477, 15.32786940000000087 47.14319119999999685, 15.32795279999999849 47.14150219999999081, 15.32802099999999967 47.13992660000000967, 15.32702019999999976 47.13820909999999031, 15.32488719999999915 47.13627000000000322, 15.32610189999999939 47.13397479999999717, 15.32696190000000058 47.13235399999999942, 15.32819019999999988 47.13172339999999139);96168197;2.0;;110000;1;132/3G;;1628;;;;;;;;;;;
LineString (15.33673230000000132 47.18617749999999944, 15.33650160000000007 47.18581160000000096, 15.33322580000000102 47.18498739999999714, 15.33055930000000089 47.18541890000000905);96168199;1.0;;110000;0;132/4K;;516,44;;;;;;;;;;;
LineString (15.32910290000000231 47.14543950000000905, 15.33010490000000203 47.14451449999999255);96168198;1.0;;110000;1;;;127,82;;;;;;;;;;;
LineString (15.32910290000000231 47.14543950000000905, 15.3275787999999995 47.14742119999999659, 15.32604480000000002 47.14941099999999352, 15.32437879999999808 47.15157179999999926, 15.32227330000000087 47.15429590000000104, 15.32015519999999853 47.15705629999998649, 15.31811869999999942 47.15967329999999436, 15.31942229999999938 47.16253529999999472, 15.32072000000000145 47.16538440000000065, 15.32211309999999926 47.16844250000000471, 15.3234478999999979 47.17137259999999088, 15.32468470000000238 47.17408739999999767, 15.32547730000000108 47.17582709999999224, 15.32688860000000197 47.17766480000000229, 15.32819429999999983 47.17935939999999562, 15.32859500000000175 47.18151149999999916, 15.3289995999999995 47.18361139999998954, 15.33055930000000089 47.18541890000000905, 15.33050949999999801 47.18823770000000906, 15.32884330000000261 47.18980819999999454, 15.32677880000000137 47.19176830000001388, 15.32424729999999968 47.19416040000000834, 15.32277870000000064 47.19558130000000062, 15.32206479999999971 47.20009800000000411, 15.32359330000000064 47.20495299999999617, 15.32392119999999913 47.20706370000000618, 15.32427360000000149 47.20944479999999288, 15.32498629999999906 47.21182639999999253, 15.32582410000000017 47.21462590000000858, 15.32640130000000056 47.2165543999999997, 15.32688770000000211 47.2181793999999897, 15.32676770000000133 47.21976339999999794, 15.32751580000000224 47.2227396999999911, 15.32829710000000034 47.22584789999999089, 15.32601549999999868 47.22759700000000294, 15.32316970000000111 47.22977859999999595, 15.32015429999999867 47.23209010000000063, 15.31765820000000211 47.23400350000000003, 15.31574619999999776 47.23546900000000903, 15.31363660000000237 47.23708599999999791, 15.31359600000000043 47.2391825000000054, 15.31355859999999858 47.2411122999999904, 15.31351970000000229 47.24311620000000289, 15.31347580000000086 47.24538139999999942, 15.31342949999999981 47.24776499999999402, 15.31337740000000025 47.25045420000000007, 15.31332489999999957 47.25315969999999766, 15.31327220000000011 47.25587639999999112, 15.31321420000000266 47.25886439999999311, 15.31316560000000138 47.26137140000000159, 15.31159400000000126 47.26382710000000031, 15.31014689999999945 47.26608819999999866, 15.3110552000000002 47.26750450000000114, 15.31212389999999957 47.26917100000000005, 15.31337419999999838 47.2711205000000021, 15.31463730000000112 47.27308999999999628, 15.31584190000000056 47.27496809999999527, 15.31682819999999978 47.2765057000000013, 15.31762930000000011 47.27775470000000269, 15.31753709999999913 47.27965389999999957, 15.3174411000000017 47.2804123999999959, 15.31732679999999824 47.28128829999999994, 15.31698429999999966 47.28396390000000338, 15.31665040000000033 47.28644870000000111, 15.3163923000000004 47.2884718000000106, 15.31618630000000003 47.29011049999999017, 15.31803700000000035 47.29125479999999726, 15.31960429999999995 47.29222379999999504, 15.32220599999999955 47.29272019999999799, 15.32238440000000068 47.29262930000000154);92390660;2.0;;110000;1;132/3B;STEWEAG;17853,8;;;;;;;;;;;
LineString (15.13482199999999978 47.056229799999997, 15.13412160000000029 47.05646169999999273, 15.13382119999999986 47.05835609999998326, 15.13349469999999997 47.06041510000000727, 15.13313800000000064 47.06266399999999805, 15.1327706000000024 47.06498029999999488, 15.13241509999999934 47.06718169999999191, 15.13349279999999908 47.06892000000000564, 15.13329740000000001 47.07275920000000013, 15.13314579999999765 47.07573839999999876, 15.13302430000000065 47.07812569999999397, 15.13287700000000235 47.08037799999998896, 15.13286629999999988 47.08267709999999795, 15.1338817999999975 47.0846144999999936, 15.13485820000000004 47.08704100000000636, 15.13603230000000011 47.08995840000000044, 15.13689550000000139 47.09212639999999084, 15.13785010000000142 47.09532409999999913, 15.13880049999999855 47.09847940000000932, 15.14173519999999762 47.10273299999999352, 15.14274640000000005 47.10421929999999691, 15.14409350000000032 47.10619919999999894, 15.14563919999999975 47.10847100000000154, 15.14714800000000139 47.11063049999999208, 15.1486407000000014 47.11277640000000844, 15.15000989999999881 47.1147446999999957, 15.15134010000000053 47.11667870000000136, 15.15287649999999964 47.11891229999999098, 15.15432580000000051 47.12099310000000685, 15.15614650000000019 47.12367679999999837, 15.1578856999999978 47.12620799999999122, 15.15955149999999918 47.12859519999999236, 15.16121859999999977 47.13100589999999812, 15.16108710000000137 47.13375359999998437, 15.1609531999999998 47.13652569999999287, 15.16081939999999939 47.13920239999999495, 15.16068859999999852 47.14190419999999193, 15.16057049999999862 47.14428399999999186, 15.16005119999999806 47.14746499999999685, 15.15963580000000199 47.15036899999999065, 15.16112919999999953 47.15269779999999855, 15.16274799999999878 47.15519299999999703, 15.16439219999999999 47.15772719999998941, 15.16588349999999963 47.16002569999999849, 15.16748929999999973 47.16250060000000133, 15.16769719999999921 47.16480329999999555, 15.16791960000000117 47.16726779999999053, 15.16814169999999784 47.16972799999999211, 15.1683564999999998 47.17210630000000293, 15.1666875000000001 47.17510579999998299, 15.16502430000000068 47.17809490000000494, 15.16325970000000112 47.18126589999999965, 15.16459390000000163 47.18409449999999339, 15.16591949999999933 47.18690509999998284, 15.16713780000000256 47.18948799999999721, 15.16814470000000092 47.19162249999999403, 15.16779640000000207 47.19575160000000125, 15.16756739999999937 47.19850480000000204, 15.167338599999999 47.20120529999999093, 15.1671049 47.2039016000000089, 15.16688369999999786 47.20651889999999185, 15.16660500000000233 47.20977400000000301, 15.16693749999999952 47.21159140000001031, 15.16724510000000237 47.21325680000001057, 15.16759000000000057 47.21528299999999945, 15.16800639999999945 47.21756030000000237, 15.16849419999999959 47.22026179999999584, 15.16913210000000234 47.2237378000000092, 15.16760959999999869 47.22528729999999797, 15.16575380000000095 47.22719459999999003, 15.16275929999999761 47.22872980000000354, 15.16023890000000129 47.23001859999998686, 15.15743670000000165 47.23142649999999776, 15.15424549999999826 47.2330742999999984, 15.15114440000000151 47.2346651999999807, 15.14798120000000203 47.23628340000000492, 15.14529400000000159 47.23766260000000017, 15.14311310000000077 47.23879240000000124, 15.14039439999999992 47.2401595000000043, 15.13826799999999828 47.24125829999999837, 15.13604330000000253 47.24238599999999622, 15.13365890000000213 47.24361179999998939, 15.12817750000000139 47.24598870000000517, 15.12356950000000033 47.24796309999999977, 15.11938180000000109 47.24841759999999624, 15.11796599999999913 47.24934159999999395, 15.11650449999999957 47.25030889999999317, 15.11499449999999811 47.25131939999999986, 15.11310460000000155 47.25258159999999208, 15.1112555000000004 47.25382280000000179, 15.10956189999999921 47.25496340000000828, 15.10920669999999966 47.25672790000000134, 15.10882780000000025 47.25869949999999875, 15.10836820000000102 47.26102529999999291, 15.1079276999999994 47.26328679999998883, 15.1077716000000013 47.26416250000000474, 15.10635730000000265 47.26612980000000164, 15.10487350000000184 47.26820719999999909, 15.10337340000000061 47.27030729999999892, 15.10258019999999846 47.27210049999999342, 15.10175340000000155 47.27392849999999669, 15.10134870000000262 47.2757222999999982, 15.10085959999999794 47.27783769999999919, 15.10029840000000156 47.28020340000000488, 15.09794780000000003 47.28121000000000862, 15.09557399999999738 47.28222650000000016, 15.09318019999999905 47.28325149999999866, 15.09028070000000099 47.28449309999999883, 15.08580710000000202 47.28640860000000856, 15.0838239999999999 47.28820369999998974, 15.08247739999999837 47.28942440000000857, 15.07915710000000153 47.29185480000001007, 15.07635749999999852 47.29390389999998945, 15.07386799999999916 47.29572600000000904, 15.07114690000000046 47.29771759999999858, 15.06746230000000075 47.29927489999999324, 15.06533550000000155 47.30111199999999627, 15.06364899999999984 47.30256870000000191, 15.06106579999999973 47.30480000000000018, 15.05955450000000262 47.30648839999999211, 15.0572847000000003 47.30896140000000827, 15.05621209999999799 47.3102786999999978, 15.05479479999999981 47.31202309999999756, 15.0520162000000024 47.3129213000000064, 15.04872150000000097 47.31429980000000057, 15.04570870000000049 47.31556039999999541, 15.04181580000000018 47.31718910000000022, 15.03784330000000047 47.31885100000000222, 15.03462840000000256 47.32019600000000992, 15.03207580000000121 47.32126390000000526, 15.03206440000000121 47.32310559999999811, 15.03204840000000075 47.32491459999999961, 15.03203380000000067 47.32759920000000875, 15.03199170000000073 47.33032339999999749, 15.03195560000000164 47.33260509999999499, 15.03192040000000063 47.33567100000000494, 15.03326840000000075 47.33886729999998977, 15.03519350000000188 47.3431593000000106, 15.03644049999999943 47.34602660000000185, 15.03382590000000008 47.34751250000000056, 15.03088799999999914 47.34924900000000036, 15.02614599999999889 47.3519877999999963, 15.02115120000000026 47.35489499999999907, 15.02019430000000177 47.35773809999999884, 15.01931569999999994 47.36041819999999092, 15.01850169999999984 47.36286799999999886, 15.01768729999999863 47.36531919999999474, 15.01680560000000142 47.3679429999999968, 15.01576790000000017 47.37103079999999267, 15.01495650000000026 47.37345619999999968, 15.01483340000000055 47.37593840000000966, 15.01467779999999763 47.37898529999999653, 15.01459939999999982 47.38075489999999945, 15.01449870000000253 47.38252059999999943, 15.01439799999999991 47.38429759999998936, 15.01430679999999995 47.38626579999998256, 15.01418789999999781 47.38842530000000153, 15.01408290000000001 47.39061790000000229, 15.01394300000000115 47.39280099999999862, 15.01385239999999754 47.39501899999998358, 15.01559360000000076 47.39596339999999941, 15.01736460000000051 47.39691480000000467, 15.01943999999999946 47.39804210000000495, 15.0206596999999995 47.39779389999999637, 15.02128429999999781 47.3976952999999952);92340889;2.0;;110000;1;130/9;STEWEAG;44602,21;;;;;;;;;;;
LineString (14.74834089999999875 47.15472129999999851, 14.74896069999999959 47.15529000000000082, 14.75137610000000166 47.15556999999999022, 14.75440700000000049 47.15592509999999749, 14.75744219999999984 47.15628009999999648, 14.76048160000000031 47.15663519999999664, 14.76351249999999915 47.15699600000000657, 14.76644999999999897 47.15738859999999022, 14.76955760000000062 47.15771060000000148, 14.77123779999999797 47.15963490000000036, 14.77284240000000182 47.16143730000000289, 14.77441649999999917 47.16324060000000173, 14.77592240000000245 47.16497249999999752, 14.77743359999999839 47.16671220000000631, 14.77893320000000088 47.16842700000000121, 14.78050779999999875 47.17022690000000296, 14.7828109000000012 47.17173199999999866, 14.78508100000000169 47.17320879999999761, 14.78737980000000007 47.17471090000000089, 14.78948370000000168 47.17607619999999002, 14.79185170000000049 47.17762789999999029, 14.79416840000000199 47.17913359999999301, 14.79654380000000202 47.18070300000000117, 14.79892189999999985 47.18223439999999869, 14.80127219999999788 47.1837677000000042, 14.80364489999999833 47.1853139999999911, 14.80594370000000026 47.18681240000000088, 14.80793820000000238 47.18813429999999443, 14.81093309999999796 47.1886390000000091, 14.81390840000000075 47.18915300000000457, 14.81687380000000154 47.18967520000000349, 14.81985829999999815 47.19018220000000952, 14.82186959999999942 47.19052949999999669, 14.82483829999999969 47.1910474000000093, 14.82782380000000089 47.19155479999998448, 14.82974240000000243 47.19316970000000566, 14.83169609999999849 47.19483249999998264, 14.83355779999999946 47.19640270000000726, 14.83549630000000086 47.19800790000000035, 14.83627670000000087 47.19877730000001037, 14.83804489999999987 47.20052059999999727, 14.83988200000000113 47.20233180000000317, 14.84152610000000116 47.2039527000000092, 14.8431802000000026 47.20558350000001013, 14.84483280000000072 47.20721279999999354, 14.84659929999999761 47.2089544000000032, 14.84833279999999789 47.21069619999999389, 14.85006389999999854 47.21240709999998586, 14.85127020000000009 47.21361059999999554, 14.85228900000000074 47.21458890000000252, 14.8506329000000008 47.21644929999999363, 14.84931919999999828 47.21793029999999902, 14.8476183000000006 47.21914229999999435, 14.84589169999999925 47.22037639999998504, 14.84398949999999751 47.2217292999999998, 14.84331320000000076 47.22303389999999723);92220403;2.0;"Baumkirchen - St. Michael;Baumkirchen - Knittelfeld Ost";110000;1;120/7A;STEWEAG-STEG;12048,06;;;;;;;;;;;
LineString (15.02143629999999774 47.39781169999999832, 15.02100610000000103 47.39801009999999337, 15.01936170000000104 47.39826939999999666, 15.0171569999999992 47.39708110000000119, 15.01539610000000025 47.3961374999999947, 15.01343089999999769 47.39508400000000421, 15.01083380000000211 47.39369039999998989, 15.00592710000000096 47.39105810000000929, 15.00530009999999947 47.38889499999999089, 15.00466899999999981 47.38675150000000968, 15.00408000000000008 47.38485959999999864, 15.00298839999999778 47.38093630000000189, 15.00256100000000181 47.37941390000000297, 15.0018369000000007 47.37695229999999924, 15.00120259999999917 47.37479570000000706, 15.00052680000000116 47.37249779999999788, 14.9998737000000002 47.37029980000001217, 14.99865729999999964 47.36886239999999049, 14.99752899999999833 47.36748930000000968, 15.00058700000000123 47.36285170000000022, 15.0005928000000015 47.36021930000000424, 15.00149260000000062 47.35898519999999934);92220397;2.0;;110000;1;120/7B;STEWEAG-STEG;5180,15;;;;;;;;;;;
LineString (14.84235349999999798 47.22089700000000079, 14.84222089999999916 47.22150020000000836, 14.84331320000000076 47.22303389999999723);92340884;2.0;;110000;1;120/0A;STEWEAG-STEG;257,23;;;;;;;;;;;
