wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length
LineString (16.41697299999999871 48.12262249999998431, 16.41722820000000027 48.12310950000000531);122666599;1.0;;220000;0;;Austrian Power Grid AG;57,37
LineString (16.42671710000000118 48.1399688999999924, 16.4296603999999995 48.13950330000000832, 16.43108519999999828 48.1392159000000035);119484052;2.0;;220000;2;228A;;335,75
LineString (16.85352359999999905 47.97645179999998533, 16.85236469999999898 47.97918159999999688, 16.85120369999999923 47.98193690000000089, 16.85005650000000088 47.98466789999999094, 16.84899100000000516 47.98715619999999404, 16.84795079999999956 47.98964670000000154, 16.84688219999999959 47.99217319999999631, 16.84567140000000052 47.99504569999999859, 16.84446979999999883 47.99789629999999363, 16.84327210000000008 48.00074459999999732, 16.84225049999999868 48.00317519999999405, 16.84113509999999891 48.00580629999999616, 16.84008229999999884 48.00831630000000416, 16.83897329999999926 48.01093369999999538, 16.83775969999999944 48.01381169999999088, 16.83657380000000003 48.01662359999999552, 16.83541179999999926 48.0193821000000014, 16.83424019999999999 48.0221339999999941, 16.8331432999999997 48.02470289999999409, 16.83195759999999908 48.02755439999999965, 16.83082200000000128 48.03024979999999999, 16.82979119999999895 48.0327053000000106, 16.82633219999999952 48.03380750000000177, 16.82278750000000045 48.03494460000000288, 16.81948089999999851 48.03600490000001599, 16.81556660000000036 48.03725179999999995, 16.81186190000000025 48.03842370000000273, 16.80848010000000059 48.03950099999999424, 16.80523339999999877 48.04053619999999825, 16.80138289999999657 48.0417638999999923, 16.79742930000000101 48.04232390000001374, 16.79333529999999897 48.0428994999999901, 16.78929039999999873 48.04346809999997703, 16.78526979999999824 48.04403469999999032, 16.78153740000000127 48.04456069999999812, 16.77771830000000008 48.04509900000000044, 16.77362970000000431 48.04567509999999686, 16.7696657000000009 48.04623730000000137, 16.76541100000000029 48.04683329999998875, 16.76112290000000016 48.04743969999999109, 16.75679020000000108 48.04804819999998955, 16.75425750000000136 48.0461449000000016, 16.75161789999999939 48.04416699999999452, 16.74907560000000117 48.04224669999999975, 16.74612949999999856 48.04004739999999174, 16.74327459999999945 48.03791240000000329, 16.741011799999999 48.0360831999999931, 16.73833390000000065 48.034103199999997, 16.73547800000000052 48.03203280000000319, 16.73152010000000089 48.0318375999999958, 16.7271958000000005 48.0316250999999852, 16.72294279999999844 48.03139319999998946, 16.71868419999999844 48.03117809999999821, 16.71446999999999861 48.03095139999999219, 16.71032669999999953 48.03087680000000148, 16.7061124999999997 48.03078620000000143, 16.70167999999999964 48.03068429999999012, 16.69708119999999951 48.03058560000000199, 16.69353579999999937 48.03050470000000871, 16.6895623999999998 48.03040609999999333, 16.68503510000000034 48.03031739999999417, 16.68046830000000114 48.03020810000000296, 16.67645290000000458 48.03011729999999346, 16.6720372999999995 48.03001659999998907, 16.66792789999999869 48.0299204999999958, 16.66349389999999886 48.02982730000000089, 16.65937149999999889 48.02972509999998607, 16.65513479999999902 48.02942590000000678, 16.65098610000000079 48.02913579999999172, 16.64703310000000158 48.02883969999999891, 16.6428906000000012 48.02854310000000027, 16.63928569999999851 48.02829389999999421, 16.63532199999999861 48.02801089999999817, 16.6316814000000015 48.02775009999998446, 16.62763620000000131 48.02748629999999253, 16.62357970000000051 48.02717649999998883, 16.61950159999999954 48.02688770000000318, 16.61495389999999972 48.02654210000000745, 16.61090049999999962 48.02625019999999267, 16.60654170000000107 48.02639690000001593, 16.6021844999999999 48.02653579999999778, 16.59793679999999938 48.02669800000000322, 16.59379579999999876 48.02683239999998932, 16.58967009999999931 48.02697310000000641, 16.58586830000000134 48.02709629999999663, 16.58279380000000103 48.02719259999999224, 16.57836419999999933 48.02735149999999464, 16.57393739999999838 48.02750329999999934, 16.57070399999999921 48.02914439999998564, 16.56759130000000013 48.03070100000000053, 16.56442150000000169 48.03228639999999672, 16.56091440000000148 48.03406179999999637, 16.55743819999999999 48.0358009999999922, 16.55396340000000066 48.03755449999999882, 16.55040639999999996 48.03934849999999557, 16.54717720000000014 48.04096349999998949, 16.54389309999999824 48.04261660000000234, 16.54061110000000312 48.04427340000000157, 16.53740840000000034 48.04587500000000944, 16.53421570000000074 48.04748229999999154, 16.53103929999999977 48.04909040000000431, 16.52779509999999874 48.05071490000000267, 16.52444170000000057 48.05194350000000014, 16.52108060000000123 48.05317689999998976, 16.51720870000000119 48.05459539999999663, 16.51350479999999976 48.05595820000000629, 16.50980390000000142 48.05732110000001001, 16.50612830000000031 48.05867469999999742, 16.50280100000000161 48.05985510000000716, 16.49900020000000112 48.06126180000000403, 16.4952134000000008 48.06265459999999479, 16.49129419999999868 48.06409189999998688, 16.48728679999999969 48.06556189999999873, 16.48348539999999929 48.06693869999999436, 16.47959240000000136 48.0683680999999936, 16.47568990000000255 48.06979820000000814, 16.47177680000000066 48.07122880000000009, 16.46788069999999848 48.07265610000000322, 16.46398620000000079 48.07408710000000696, 16.46008429999999834 48.07550719999998989, 16.45844710000000077 48.07806019999999592, 16.45666749999999823 48.0808325999999866, 16.45490230000000054 48.0835802000000001, 16.45328710000000072 48.08606660000000943, 16.45167520000000039 48.08860130000000055, 16.44994600000000062 48.09127850000001558, 16.44685580000000513 48.09344370000000168, 16.4442522000000011 48.09529059999999845, 16.44175089999999884 48.0970372000000097, 16.43896020000000036 48.09902550000001042, 16.43612350000000077 48.10104089999998678, 16.43298869999999923 48.10322169999999886, 16.42995469999999969 48.10537869999999572, 16.42719680000000082 48.10733219999999477, 16.42691130000000044 48.11032550000000185, 16.42663329999999888 48.11336170000000578, 16.42635479999999859 48.11648390000000575, 16.4261076000000017 48.11914819999999793, 16.42581990000000047 48.12223459999999164, 16.42554540000000074 48.12515280000000217);119019121;2.0;"Wien Südost - Gy?r;Wien Südost - Neusiedl";220000;1;245;Austrian Power Grid AG;43108,77
LineString (16.42522269999999907 48.12590459999999837, 16.42875769999999847 48.12887919999999298, 16.42800019999999961 48.13291759999999897, 16.4273707999999985 48.13671070000000896, 16.42671710000000118 48.1399688999999924);25539152;2.0;;220000;2;227;Austrian Power Grid AG;1664,7
LineString (16.41661699999999868 48.35356529999999253, 16.42029880000000475 48.35103790000000146, 16.42453330000000022 48.34813189999998428, 16.42895809999999912 48.3451063999999846, 16.43319860000000077 48.34220679999999248, 16.43693779999999904 48.3396497000000025, 16.43834490000000059 48.33593200000000678, 16.43963510000000028 48.33252519999999208, 16.44079430000000031 48.32946520000000845, 16.44198760000000092 48.3263047999999884, 16.44308630000000093 48.32340380000000124, 16.44452640000000088 48.31959189999999893, 16.4493709999999993 48.31691090000000344, 16.45423429999999954 48.31421939999999182, 16.4589894000000001 48.31158760000000285, 16.46378699999999995 48.30893209999999272, 16.46867849999999933 48.30622460000000018, 16.47356810000000138 48.30351790000000278, 16.47806250000000006 48.30102989999999608, 16.4836911999999991 48.29955299999999596, 16.48858500000000049 48.29826879999999534, 16.49442369999999869 48.29673669999998253, 16.50019400000000047 48.29522240000000011, 16.50592190000000059 48.29371919999999108, 16.51084820000000164 48.29242639999999653, 16.51541519999999963 48.29122780000000148, 16.51699029999999979 48.28738129999999984, 16.51855700000000127 48.28355470000000338, 16.52013270000000134 48.27970619999999968, 16.52180650000000028 48.27561750000000984, 16.52346610000000027 48.27156309999999451, 16.52514060000000029 48.26747219999999317, 16.52680199999999999 48.26341289999999873, 16.52847759999999866 48.25931850000000622, 16.5327522000000009 48.25672800000000251, 16.53633280000000028 48.25455809999999701, 16.54015740000000179 48.25224010000000163, 16.54421960000000169 48.24977799999999206, 16.54867030000000128 48.24708039999999443, 16.55269660000000087 48.2446399000000028, 16.55285000000000295 48.2409121999999968, 16.55300550000000115 48.23713479999999265, 16.55316930000000042 48.23315489999999528, 16.55333299999999852 48.22917739999999753, 16.55346259999999958 48.22602859999999936, 16.55358920000000111 48.22295110000000307, 16.55078160000000054 48.21918540000000064, 16.54811970000000088 48.21561500000000677, 16.54537709999999961 48.21193599999999435, 16.54264360000000167 48.20826909999999543, 16.53988389999999953 48.20456660000000682, 16.53371250000000003 48.20376629999998386, 16.5275104000000006 48.20296200000000653, 16.52131080000000196 48.20215799999999007, 16.51539800000000113 48.20139979999999724, 16.50923519999999911 48.20060149999999055, 16.50687429999999978 48.19739549999999184, 16.50450590000000162 48.19420629999999761, 16.50210799999999978 48.19096980000000485, 16.49959399999999832 48.18757140000000305, 16.49711579999999955 48.18421990000000221, 16.49469210000000174 48.180944199999999, 16.49226559999999964 48.17764689999999206, 16.48873439999999846 48.17411369999999948, 16.48534019999999956 48.17071159999998997, 16.48289439999999928 48.16826819999999998, 16.47936229999999824 48.16470170000000195, 16.47439389999999904 48.16453760000000273, 16.469418000000001 48.16437109999999677, 16.46437429999999935 48.16418819999999101, 16.45942959999999999 48.1640179000000046, 16.45409649999999857 48.16382169999999974, 16.44809100000000512 48.16329629999999185, 16.44184260000000108 48.16274959999998373, 16.43687630000000155 48.16231570000000062, 16.43299169999999876 48.16021519999999612, 16.43050769999999972 48.15771820000000503, 16.42746449999999925 48.15460980000001001, 16.42456700000000325 48.15166939999999585, 16.42530819999999991 48.14763599999999855, 16.42597900000000166 48.14397430000001066, 16.42671710000000118 48.1399688999999924);235577019;2.0;;220000;2;227;Austrian Power Grid AG;34357,56
LineString (16.4196390000000001 48.12592509999999635, 16.42017489999999924 48.12581990000000332);295737667;1.0;;110000;0;;;41,56
LineString (16.41963420000000085 48.12517890000000165, 16.42016029999999915 48.12522020000000111);295737666;1.0;;110000;2;;;39,42
LineString (16.23583860000000101 48.2007569000000089, 16.23530819999999864 48.2007989999999964);136272378;1.0;;110000;1;;Austrian Power Grid AG;39,69
LineString (16.23579760000000149 48.20065259999999796, 16.23530819999999864 48.2007989999999964);136272377;1.0;;110000;1;;Austrian Power Grid AG;39,84
LineString (16.41964700000000121 48.12660429999997547, 16.42017459999999929 48.12663870000000088);226202015;1.0;;110000;0;;;39,45
LineString (16.41964820000000103 48.12633449999999868, 16.42015710000000084 48.12636650000000316);226202014;1.0;;110000;0;;;38,04
LineString (16.41963420000000085 48.12517890000000165, 16.42016459999999967 48.12529480000000603);226202012;1.0;;110000;0;;;41,52
LineString (16.29721430000000026 48.13813089999998596, 16.29782369999999858 48.13899979999999346);122214568;1.0;;110000;0;;;106,7
LineString (16.41868679999999969 48.12068550000000045, 16.41864659999999887 48.12111970000000127);128209883;1.0;Moosbrunn - Wien Südost;110000;1;124/3;Wien Energie GmbH;48,36
LineString (16.41844370000000097 48.12068769999999773, 16.4184303000000007 48.12112969999999734);128209882;1.0;Ebreichsdorf - Wien Südost;110000;1;124/2B;Austrian Power Grid AG;49,14
LineString (16.41844370000000097 48.12068769999999773, 16.41831080000000043 48.12113289999999921);128209881;1.0;Ebenfurth - Wien Südost;110000;1;124/1;Austrian Power Grid AG;50,47
LineString (16.42109840000000176 48.27225040000000433, 16.42189499999999924 48.27242979999999761, 16.42543870000000084 48.27328489999999306, 16.42647990000000036 48.27629019999999826, 16.42750500000000002 48.27924369999999499, 16.42855529999999931 48.28227039999999448, 16.42960250000000144 48.28529180000000309, 16.42966690000000085 48.28798829999999498, 16.42972310000000036 48.29086800000001034, 16.43076539999999852 48.29396439999999302, 16.431772500000001 48.29701320000000209, 16.43291260000000165 48.30021529999999075, 16.43419009999999858 48.30381009999998554, 16.43538600000000116 48.30716970000000288, 16.43652670000000171 48.31036660000000893, 16.4351838999999984 48.31386150000000868, 16.43387909999999863 48.31725740000000258, 16.43258820000000142 48.32061709999999977, 16.43126970000000142 48.32404840000000945, 16.42991909999999933 48.32751270000000687);128217106;2.0;;110000;2;100/52;Wien Energie GmbH;6525,7
LineString (16.41868679999999969 48.12068550000000045, 16.41876299999999844 48.12112049999999641);128209884;1.0;Moosbrunn - Wien Südost;110000;1;124/4;Wien Energie GmbH;48,69
LineString (16.25413190000000085 48.1703143999999952, 16.25397600000000153 48.17077889999999485, 16.25317160000000172 48.17337119999999828, 16.2524784000000011 48.17563989999999308, 16.25263510000000267 48.17793220000000787, 16.2528024000000002 48.18033090000000129, 16.25293860000000024 48.18240459999999814, 16.25308250000000143 48.18456090000000103, 16.25323510000000127 48.18665050000000605, 16.25103730000000013 48.18822409999999934, 16.24936549999999968 48.18942099999999584, 16.24765749999999898 48.19064550000000224, 16.24552290000000099 48.19217059999999719, 16.24333980000000111 48.1937380000000033, 16.24095529999999954 48.19545479999998605, 16.23858140000000105 48.19713929999999635, 16.23934110000000075 48.19913950000000824, 16.23770970000000347 48.20007439999999832, 16.23723539999999943 48.20017740000000828);26361769;2.0;;110000;1;;Wien Energie GmbH;7703,1
LineString (16.23530819999999864 48.2007989999999964, 16.23185900000000004 48.20112840000000176, 16.22793409999999881 48.20188959999999412, 16.2240493999999984 48.20265839999998292, 16.22038200000000074 48.20338409999998674, 16.21656229999999965 48.20414000000000954, 16.21234390000000047 48.20498689999999442, 16.2083067000000014 48.20578929999999218, 16.2054967000000012 48.20791839999999695, 16.20624559999999903 48.21042560000000066, 16.20705119999999866 48.21312220000000792, 16.2077770000000001 48.215437399999999, 16.2084463999999997 48.21763870000000196, 16.20924379999999942 48.22027730000000645, 16.2099669999999989 48.2226530000000011, 16.21051969999999898 48.22473169999999953, 16.21133169999999879 48.22744910000000829, 16.21212710000000001 48.23011079999998429, 16.2128918000000013 48.23266979999999648, 16.21288009999999957 48.23546079999999137, 16.21287680000000009 48.23824590000000967, 16.2128608000000014 48.24008659999998372, 16.21284929999999846 48.24282089999999812, 16.21283689999999922 48.2457925000000003, 16.2128243999999988 48.24876100000000179, 16.21281199999999956 48.25173980000000284, 16.2127997999999991 48.25463890000001044, 16.21278729999999868 48.25763109999999045, 16.21136960000000116 48.26026799999998929, 16.20991379999999893 48.2629758999999936, 16.20845070000000021 48.26569689999999468, 16.20746159999999847 48.26753649999999851, 16.20770209999999878 48.27084839999998422, 16.20794169999999923 48.27414870000000491, 16.2081817000000008 48.27747840000000679, 16.20837350000000043 48.28009689999998955, 16.20840229999999949 48.28049029999998965, 16.20862710000000106 48.28358519999999743, 16.2088284999999992 48.28635859999999269, 16.21112910000000085 48.28916579999999925, 16.21314860000000024 48.29162989999999667, 16.21521290000000093 48.29414859999998555, 16.21727220000000003 48.29666099999998607, 16.21920689999999965 48.29902129999999971, 16.22147100000000108 48.30178329999999676, 16.22370520000000127 48.30450869999999242, 16.22567949999999826 48.30691699999999145, 16.22963939999999994 48.30756600000000134, 16.23408350000000056 48.3082944000000083, 16.23844899999999924 48.30900979999999834, 16.23967049999999901 48.31101859999999704, 16.2432635999999988 48.31575109999998574, 16.24694230000000061 48.31598769999999377, 16.25290580000000062 48.31637119999999186, 16.25928299999999993 48.31678130000000237, 16.26563369999999864 48.31718979999999419, 16.26948830000000257 48.31743769999999927, 16.2740973000000011 48.31773409999999558, 16.27899539999999945 48.31804909999998898, 16.28314819999999941 48.31831609999999699, 16.28794299999999851 48.31862449999999853, 16.29166439999999838 48.31886380000000969, 16.29521919999999824 48.31909240000000949, 16.29943139999999957 48.31936329999999202, 16.30305399999999949 48.31959619999999944, 16.30684139999999971 48.31984299999999877, 16.31062149999999988 48.32168419999999998, 16.31453240000000093 48.32210459999998875, 16.31853810000000138 48.32273479999999211, 16.32255149999999944 48.32335419999999715, 16.32654349999999965 48.32398810000000111, 16.33044630000000197 48.32459129999999448, 16.33580140000000114 48.32541629999999344, 16.33941190000000532 48.32598099999999164, 16.34077549999999945 48.32756049999998993, 16.34000879999999967 48.32976299999999981, 16.3395754999999987 48.33035979999999654);26275462;2.0;;110000;1;164/1;Austrian Power Grid AG;23453,94
LineString (16.47608990000000162 48.15580640000000301, 16.47715200000000024 48.15571059999999903, 16.47931050000000042 48.15722130000000334, 16.47806290000000118 48.16013470000000041, 16.47682419999999937 48.16302730000000309, 16.47356429999999961 48.16551469999999568, 16.47100389999999948 48.16623700000000241, 16.46845180000000042 48.1669656000000046, 16.46387190000000089 48.16825190000000134, 16.45922799999999953 48.16956350000000242, 16.4548608999999999 48.17079659999998853, 16.45298810000000245 48.17446569999999895, 16.44935050000000132 48.17550010000000071, 16.44590360000000118 48.17648020000000741, 16.44192759999999964 48.17757780000000167, 16.4385885000000016 48.18026499999999857, 16.4381188999999992 48.18060280000000262);28766572;2.0;;110000;2;102/1;;4623,77
LineString (16.46504059999999825 48.19962490000001054, 16.4649706000000009 48.20038159999999294, 16.46399780000000135 48.20334619999999148, 16.46602379999999854 48.20566100000000631, 16.46792440000000113 48.20783420000000064, 16.46956949999999864 48.21087380000000167, 16.47097979999999851 48.21349189999999396, 16.4697338000000002 48.21515089999999049, 16.46873259999999917 48.21550580000000963);28766407;2.0;;110000;0;;;3917,74
LineString (16.38972569999999962 48.25721809999999579, 16.38931360000000126 48.25717960000000062, 16.38645749999999879 48.25888960000000338, 16.38326560000000143 48.25975530000000191, 16.38094879999999876 48.26260279999998914, 16.37894149999999982 48.2650698999999932, 16.37749150000000142 48.26685210000000126, 16.37552069999999915 48.26927409999998986, 16.37324100000000016 48.27207560000000086, 16.37078149999999965 48.2750977999999904, 16.36869019999999963 48.2777062999999913, 16.3669526999999988 48.28037989999999979, 16.36586730000000145 48.2820272000000017, 16.36393569999999897 48.28431330000000798, 16.36186010000000124 48.28677409999999526, 16.35972020000000171 48.28931099999999077, 16.3575349999999986 48.29190150000000159, 16.35513549999999938 48.29474589999999523, 16.35308799999999962 48.29717280000000557, 16.35157290000000074 48.30130219999999497, 16.34917000000000087 48.30430479999998994, 16.34869109999999992 48.30490319999999116, 16.34688780000000108 48.30715639999998956, 16.34707930000000076 48.3102657000000093, 16.34723500000000129 48.31307330000000633, 16.34908970000000039 48.31539729999999366, 16.34983409999999893 48.31830810000001009, 16.35060280000000077 48.32131410000000926, 16.35150020000000382 48.32482269999999147, 16.3523904999999985 48.32830359999999814, 16.35327099999999945 48.33170929999999998, 16.35486649999999997 48.33318149999999491, 16.3577931999999997 48.33591930000000048, 16.36070050000000009 48.33861409999998671, 16.36351649999999935 48.3412241999999992, 16.3664859000000007 48.34385869999999841, 16.36965299999999601 48.34666859999999389, 16.37259889999999984 48.34928190000000114, 16.37573370000000139 48.35206279999999168, 16.37849050000000517 48.35450819999999084, 16.37965099999999907 48.35552679999999981);27071846;2.0;Bisamberg - Wien Nord;110000;2;100/1;Wien Energie GmbH;12589,86
LineString (16.41964820000000103 48.12633449999999868, 16.41682379999999952 48.12886559999999037, 16.41748400000000174 48.1303795999999906, 16.41851009999999889 48.13296789999998282, 16.41919180000000011 48.13509410000001054, 16.41981159999999917 48.13727279999999809, 16.42251159999999999 48.13884500000000344, 16.42506690000000091 48.14033280000001014, 16.42859939999999952 48.14041529999999369, 16.43171029999999888 48.14048699999998604, 16.435432500000001 48.14057039999999432, 16.43930389999999875 48.14065339999999793, 16.44306429999999963 48.14073679999999911, 16.44697280000000106 48.14082860000000608, 16.45067440000000047 48.14090539999999407, 16.45458410000000171 48.14157829999998484, 16.45796860000000095 48.14214820000000827, 16.46047889999999825 48.14392059999999418, 16.46328700000000111 48.1458896999999908, 16.46417010000000047 48.14651479999998429);98747999;2.0;;110000;1;102/3;Wien Energie GmbH;4966,83
LineString (16.29667600000000149 48.13812819999999704, 16.29782369999999858 48.13899979999999346);122214567;1.0;;110000;0;;;129,15
LineString (16.43826209999999932 48.18071770000000953, 16.43874190000000013 48.18039449999999135, 16.44216120000000103 48.17780659999999671, 16.44609270000000123 48.17669850000000764, 16.44955789999999851 48.17572799999999944, 16.45329070000000371 48.17468249999999585, 16.4551955999999997 48.17099739999999031, 16.45938509999999866 48.16981519999999506, 16.46402919999999881 48.16849989999999337, 16.4686091999999995 48.16721040000000187, 16.47116649999999893 48.16648539999999912, 16.47362929999999892 48.16579149999999032, 16.47632600000000025 48.16660650000000032, 16.47878340000000108 48.16735179999999161, 16.48245749999999887 48.16847399999999624, 16.48375940000000028 48.16978000000000293, 16.4848751 48.17089929999999498, 16.48834550000000121 48.17437799999999726, 16.49167870000000136 48.17772080000000301, 16.49412669999999892 48.18102300000000326, 16.49656759999999878 48.18430810000000264, 16.49892990000000026 48.18749150000000014, 16.5012629000000004 48.19065350000000336, 16.50009719999999902 48.19326699999999164, 16.49894589999999894 48.19621049999999229, 16.49783040000000156 48.19893239999998258, 16.49680760000000035 48.20135419999999726, 16.49569969999999941 48.20404419999999845, 16.49448070000000044 48.20695429999999249, 16.49349989999999977 48.20934760000000097, 16.48922479999999879 48.21054739999999583, 16.48441659999999942 48.21190990000000198, 16.48022740000000042 48.21309579999999784, 16.4754435000000008 48.21445129999999324, 16.47133859999999927 48.21340849999998568, 16.46992290000000025 48.21078910000000661, 16.46827860000000143 48.20772920000000994, 16.46635630000000106 48.2055300000000102, 16.46438339999999911 48.20330260000000067, 16.46541290000000046 48.20018119999998873, 16.4652516999999996 48.19961800000000096);25529190;2.0;;110000;2;106/3;;12415,38
