wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length;;;;
LineString (12.73933870000000113 47.27773039999999583, 12.73916310000000074 47.27767180000000025, 12.73898570000000063 47.27762589999998966, 12.73837950000000063 47.27746440000000661, 12.73816779999999937 47.27740789999999294, 12.73717140000000114 47.27723709999999357);108114185;1.0;;380000;2;418;Austrian Power Grid AG;173,35;;;;
LineString (12.73717140000000114 47.27723709999999357, 12.73535850000000025 47.27546310000001029, 12.73254999999999981 47.27250899999999234);108114186;4.0;;380000;2;417B;Austrian Power Grid AG;631,39;;;;
LineString (12.73329340000000087 47.27244039999999359, 12.73081099999999921 47.27111070000000126);108041983;3;;380000;2;457;Austrian Power Grid AG;478,06;;;;
LineString (12.73329340000000087 47.27244039999999359, 12.73570750000000018 47.2748155999999895, 12.73700550000000042 47.27609259999999836);108041981;4;;380000;2;457;Austrian Power Grid AG;987,4;;;;
LineString (12.74069270000000209 47.25971189999999922, 12.74200979999999994 47.25789169999998762, 12.74489960000000011 47.25802700000000556);108039296;1.0;;380000;3;457;Austrian Power Grid AG;444,81;;;;
LineString (12.74489960000000011 47.25802700000000556, 12.7459901999999996 47.25658620000000099, 12.7440800000000003 47.25446170000000023, 12.74156340000000043 47.25166269999999713, 12.73906329999999976 47.24888349999999093, 12.73760249999999949 47.24724470000000309, 12.7358747999999995 47.24531780000000936, 12.7346351999999996 47.24243569999999437, 12.73354589999999931 47.23990549999999899, 12.73222859999999912 47.23682029999999088, 12.73126989999999914 47.23421190000000536, 12.73050839999999972 47.23213980000000589, 12.72956729999999936 47.22952380000000261, 12.7286318000000005 47.22697380000000322, 12.72753029999999974 47.22403570000000173, 12.72663889999999931 47.22153950000000577, 12.72558450000000008 47.21900549999999441, 12.72469859999999997 47.21687299999999965, 12.72407500000000091 47.21536389999999273, 12.72041440000000101 47.2099223999999964, 12.7195684 47.20698050000000023, 12.71954969999999996 47.20525839999999818, 12.71950930000000035 47.20324589999999887, 12.72119740000000121 47.20048259999999374);108041985;2.0;;380000;3;457;Austrian Power Grid AG;6843,51;;;;
LineString (13.10437059999999931 48.22683169999999819, 13.10697460000000092 48.22454969999999719, 13.10911699999999946 48.22278099999999768, 13.11224560000000139 48.22010189999999596, 13.11438279999999956 48.21827160000000845, 13.11260320000000057 48.21509409999999463, 13.11081260000000093 48.21189420000001036, 13.10901959999999988 48.20868860000000211, 13.10742510000000038 48.20581510000000236, 13.10565449999999998 48.20272649999999004, 13.10707080000000069 48.2000788, 13.10854759999999963 48.19741839999999655, 13.11002030000000218 48.19476719999999403, 13.11162799999999962 48.19190309999999755, 13.11206430000000012 48.18945389999999662, 13.11255480000000162 48.18669989999999359, 13.11304409999999976 48.18393749999999898, 13.11333330000000075 48.18237820000000937, 13.11073969999999989 48.17998940000000374, 13.10850460000000162 48.17791590000000213, 13.10663459999999958 48.17612290000000996, 13.10587549999999979 48.17331849999999349, 13.10515380000000007 48.17044649999999706, 13.1019009999999998 48.167975399999996, 13.09913019999999939 48.16587220000000258, 13.09768389999999982 48.16324389999999056, 13.09524290000000057 48.16112259999999878, 13.09261350000000057 48.15881770000000728, 13.08966640000000048 48.15623850000000772, 13.08657559999999975 48.15355279999999993, 13.08458000000000077 48.14992259999998936, 13.0832183999999998 48.14743460000000397, 13.08169940000000153 48.14468390000000397, 13.08008549999999914 48.14174080000000089, 13.07890169999999941 48.13999590000000239, 13.07742820000000172 48.13787659999999846, 13.07581279999999957 48.13552310000000034, 13.07424250000000043 48.13323739999999873, 13.07235879999999817 48.13048440000000738, 13.07402930000000119 48.12864170000000286, 13.07595710000000189 48.12651499999999771, 13.07824850000000261 48.12398709999999369, 13.08107809999999915 48.1208652999999984, 13.08375840000000245 48.11790799999998569, 13.08618200000000087 48.1149817000000013, 13.08769260000000223 48.11315769999999503, 13.08924329999999969 48.11128519999999753, 13.09133250000000004 48.10876240000001047, 13.09430779999999928 48.1072045000000017, 13.09743480000000204 48.10556699999999353, 13.10077360000000013 48.10381859999999676, 13.10366149999999941 48.10183210000000287, 13.10441040000000079 48.09921030000000286, 13.10507980000000039 48.09680469999999985, 13.10585589999999989 48.09405839999999444, 13.10645610000000083 48.09190869999999052, 13.10731859999999926 48.08881929999999727, 13.1081770000000013 48.08578260000000171, 13.10907609999999934 48.08259110000000192, 13.10800039999999989 48.08012659999999983, 13.10662520000000164 48.07694260000000241, 13.10608900000000254 48.07317709999999522, 13.10495650000000012 48.07157320000001022, 13.10331010000000163 48.06926980000000071, 13.10197000000000145 48.06613399999999814, 13.10063189999999977 48.06418970000000712, 13.09877529999999979 48.06149369999999976, 13.09708810000000234 48.05904389999999893, 13.09544840000000043 48.05666090000000423, 13.09353450000000052 48.05387769999999392, 13.09144949999999952 48.05084169999999943, 13.08961540000000134 48.04817719999999071, 13.08761110000000194 48.04526680000000027, 13.08563969999999976 48.04242170000000556, 13.08651129999999974 48.03968469999999513, 13.08721390000000007 48.03748470000000026, 13.08811560000000185 48.03464079999999115, 13.08909240000000018 48.03157879999999125, 13.09007620000000038 48.02844360000000279, 13.09102840000000079 48.02545500000000089, 13.08988360000000029 48.02223630000000298, 13.08859679999999948 48.01860279999998937, 13.08840220000000087 48.01668000000000802, 13.08815199999999912 48.01423940000001522, 13.08466890000000049 48.01226520000000164, 13.08081729999999965 48.01007599999998376, 13.07703769999999999 48.00792959999998999, 13.07370120000000036 48.00603749999999792, 13.07292900000000202 48.00288339999999465, 13.07218770000000241 47.99986989999999309, 13.07140039999999992 47.99666910000000541, 13.07061239999999991 47.99346049999999764, 13.07060560000000038 47.99063780000000179, 13.07061239999999991 47.98736439999998993, 13.07062029999999986 47.98412780000000311, 13.07062580000000018 47.98189810000000222, 13.06784239999999997 47.97888770000000136, 13.06514909999999929 47.97597429999999008, 13.06249120000000019 47.97309920000000005, 13.05975830000000215 47.96927899999999312, 13.0572891999999996 47.9658273999999949, 13.05869110000000255 47.96340049999999877, 13.05904990000000154 47.96127309999998545, 13.05764600000000009 47.95972010000000552, 13.05683359999999915 47.95658529999999331, 13.05602909999999994 47.95351780000000019, 13.05496149999999922 47.95049840000000785, 13.05415600000000076 47.94825999999999055, 13.05296320000000065 47.94492520000000013, 13.0519955999999997 47.9421768000000057, 13.05280869999999993 47.93917940000000044, 13.05362390000000161 47.9362209999999962, 13.05432800000000171 47.93368230000000096, 13.05519729999999967 47.93051609999998419, 13.05601599999999962 47.92753429999999781, 13.05688259999999978 47.92437740000000446, 13.0577463999999992 47.92118089999998887, 13.05859090000000045 47.91815400000000125, 13.05664750000000041 47.91623169999999732, 13.05331209999999942 47.91292899999999833, 13.05109129999999951 47.91072900000001056, 13.04926080000000077 47.90889960000000514, 13.04985019999999984 47.90424019999999672, 13.05388070000000056 47.90282539999999756, 13.05833870000000019 47.90126039999999108, 13.06158980000000014 47.89828389999999558, 13.06375030000000237 47.89630619999999084, 13.06569200000000208 47.89452799999999399, 13.06771870000000035 47.89267230000000097, 13.06706900000000005 47.8899121999999835, 13.06686960000000219 47.88902590000000714, 13.06662110000000077 47.8884417999999954);105362719;2.0;;220000;3;455;Austrian Power Grid AG;41963,26;;;;
LineString (13.06392340000000196 47.88415520000000214, 13.05898290000000017 47.88218250000000609, 13.0584661999999998 47.87914630000000216, 13.05812850000000047 47.87683819999999457, 13.05776509999999924 47.87455129999999315, 13.0561013999999993 47.87186570000000074, 13.05440490000000153 47.8690890999999823, 13.05299980000000026 47.86678890000001019, 13.05141369999999945 47.86417420000000078, 13.04970330000000089 47.86142829999999293, 13.04804990000000053 47.85869950000000017, 13.04524289999999986 47.85663170000000832, 13.04275690000000054 47.85477800000001025, 13.04038000000000075 47.853028000000009, 13.03818530000000031 47.85146619999999018, 13.03555730000000246 47.84946459999999036, 13.03481600000000107 47.84655279999999777, 13.03250139999999924 47.84437049999998948, 13.03003739999999944 47.8420866000000089, 13.03055400000000041 47.83958909999999776, 13.03101750000000081 47.83734789999999748, 13.0315019999999997 47.83505019999999064, 13.03094049999999804 47.83354049999999802, 13.03028160000000035 47.83172799999999114, 13.02993380000000023 47.83120689999999797);105065133;2.0;;220000;1;231B;Austrian Power Grid AG;6751,96;;;;
LineString (13.0657634999999992 47.88797309999999641, 13.06662110000000077 47.8884417999999954);105065131;1.0;;220000;0;;;82,63;;;;
LineString (13.0657634999999992 47.88797309999999641, 13.06690300000000171 47.88781719999999353);105065130;1.0;;220000;0;;;86,95;;;;
LineString (13.06392340000000196 47.88415520000000214, 13.05936699999999995 47.88201630000000364, 13.05894160000000248 47.87936150000000168, 13.0585369 47.8768942000000024, 13.05815439999999938 47.874517400000002, 13.05647300000000044 47.87177519999999475, 13.05487210000000253 47.86915279999999484, 13.05343569999999787 47.8668065000000027, 13.05168469999999914 47.86394210000000271, 13.05007389999999923 47.86133279999999246, 13.04840070000000019 47.85854309999999856, 13.04552849999999964 47.85643489999999645, 13.04308769999999917 47.85462059999999695, 13.0406714000000008 47.85283610000000465, 13.03871700000000011 47.85146569999999855, 13.03609960000000001 47.8494625999999954, 13.03526530000000072 47.84643230000000358, 13.03283640000000076 47.84421040000000147, 13.03045299999999962 47.8420234000000022, 13.03092520000000043 47.83977409999999963, 13.03132369999999973 47.83787540000000149, 13.03174309999999991 47.83587729999999993, 13.03207180000000065 47.83431120000000192, 13.03250740000000008 47.83219919999999803, 13.03092080000000053 47.83091989999998361, 13.03049960000000063 47.8305836000000042);105065134;2.0;;220000;1;231C;Austrian Power Grid AG;6828,31;;;;
LineString (13.06392340000000196 47.88415520000000214, 13.06554659999999934 47.88665019999999828);105065136;4.0;;220000;1;231B;;302,77;;;;
LineString (13.06554659999999934 47.88665019999999828, 13.0657634999999992 47.88797309999999641);105065135;2.0;;220000;2;;;295,92;;;;
LineString (14.20710410000000046 47.57448519999999093, 14.20653229999999922 47.5742634999999936, 14.20271230000000173 47.57330999999999932, 14.19846429999999948 47.57111099999999482, 14.19377620000000206 47.56872919999999283, 14.18943660000000051 47.56652859999998384, 14.1858935000000006 47.56479140000000427, 14.18292089999999916 47.56329139999999711, 14.18002300000000027 47.56182390000000026, 14.1773618999999993 47.55977980000000116, 14.17355970000000021 47.55856729999999288, 14.16960749999999969 47.55727380000000437, 14.16582979999999914 47.55606249999999591, 14.16088809999999931 47.555176000000003, 14.15688450000000032 47.55368180000000677, 14.15300459999999916 47.55220569999999469, 14.14895730000000107 47.55068619999999413, 14.14477079999999987 47.54912239999999457, 14.14041989999999949 47.54823119999999648, 14.13600470000000087 47.54732970000000591, 14.13257720000000006 47.54662969999998978, 14.12998540000000069 47.54611649999999656, 14.12627600000000072 47.54536390000000523, 14.12252359999999918 47.54460219999999993, 14.12044219999999939 47.54206010000000759, 14.11568480000000037 47.54101239999999251, 14.11051909999999943 47.53986640000001529, 14.10790979999999983 47.53785149999999504, 14.10449350000000024 47.53652209999999201, 14.10207660000000018 47.53558300000000258, 14.09751690000000046 47.53384010000000615, 14.09412810000000071 47.53254029999999375, 14.09113959999999999 47.53137909999999522, 14.08782449999999997 47.53010410000000263, 14.08264160000000054 47.52811040000000276, 14.08206999999999987 47.52688030000000907, 14.07831129999999931 47.52597469999999902, 14.07446640000000038 47.52505109999999178, 14.07086149999999947 47.52415929999999378, 14.06929850000000037 47.52227340000000311, 14.06744010000000067 47.52003390000001559, 14.06517720000000082 47.51726980000000822, 14.06385649999999998 47.51567130000000105, 14.06259269999999972 47.51412919999999218, 14.06046880000000066 47.51153529999999847, 14.06012929999999983 47.51031869999999913, 14.05666450000000012 47.50845120000000321, 14.05318439999999924 47.50656159999998351, 14.04978020000000072 47.50473120000000904, 14.04624670000000108 47.50281919999999758, 14.04283430000000266 47.5009837999999931, 14.03946320000000014 47.49916109999999492, 14.03628810000000016 47.49745939999999678, 14.03286529999999921 47.49560079999999829, 14.02943499999999943 47.49374770000000012, 14.02597229999999939 47.49188369999999537, 14.02283079999999948 47.49017189999999999, 14.0193443999999996 47.48987780000000214, 14.01616319999999938 47.48960519999999974, 14.01186910000000019 47.48922860000000412, 14.00752280000000027 47.48885449999999508, 14.00357920000000078 47.48850790000000188, 13.99995720000000254 47.48820069999999305, 13.99673600000000029 47.48792039999999304, 13.99290300000000187 47.48758590000000623, 13.98895030000000084 47.48724020000000934, 13.98418020000000084 47.48682610000000182, 13.97998959999999968 47.48646140000000315, 13.97589460000000017 47.48610519999999724, 13.97164910000000049 47.48573759999999311, 13.96731660000000019 47.48536310000000071, 13.96358060000000201 47.48404539999998519, 13.96031690000000047 47.48288420000000798, 13.95700440000000064 47.48172029999999921, 13.95317730000000012 47.48035560000000288, 13.94960780000000078 47.47909470000000454, 13.94460989999999967 47.47735939999998322, 13.94166010000000178 47.4763316999999887, 13.93879240000000053 47.47530369999999778, 13.93471590000000049 47.4738808999999975, 13.93251719999999949 47.47180879999999092, 13.93041350000000023 47.46985169999998533, 13.92752780000000001 47.46716510000001676, 13.92549050000000221 47.46525830000000212, 13.92254299999999922 47.46249809999999769, 13.92166500000000084 47.46092999999999762, 13.92035989999999934 47.45859699999999037, 13.91920020000000058 47.45653059999999357, 13.91786929999999955 47.45411380000000889, 13.91674530000000054 47.45208240000000188, 13.9151138999999997 47.44915720000000192, 13.91362939999999959 47.44647899999999652, 13.91215170000000079 47.44381369999999265, 13.91074320000000064 47.44128460000000302, 13.90963220000000078 47.43929479999999188, 13.9080913000000006 47.43649470000000434, 13.90434579999999976 47.43526539999999869, 13.90073280000000011 47.43408560000001017, 13.8968567000000025 47.43281120000000328, 13.89304570000000005 47.43155790000000138, 13.88781610000000022 47.43153299999999462, 13.88243780000000172 47.43148250000000132, 13.87916539999999976 47.43146709999999189, 13.87545880000000054 47.43118669999999071, 13.87127229999999933 47.43088760000000548, 13.86847350000000034 47.43067950000000366, 13.86483149999999931 47.43040870000000808, 13.86122660000000018 47.43016380000000964, 13.85630519999999954 47.42978389999998967, 13.85119910000000054 47.42939839999999663, 13.8473454000000018 47.42911459999999835, 13.84380409999999983 47.4288495999999995, 13.84100480000000033 47.42864159999999885, 13.8379051000000004 47.42841239999999203, 13.83336509999999997 47.42826320000001061, 13.82989429999999942 47.42815049999999388, 13.82540359999999957 47.42801230000000601, 13.82103620000000177 47.42787309999999934, 13.81700520000000054 47.42773499999999842, 13.81367170000000044 47.42761469999999946, 13.81038369999999915 47.42751600000000423, 13.8064227000000006 47.42738779999999821, 13.80192369999999968 47.42723170000000721, 13.79735310000000048 47.42709359999999919, 13.79285370000000199 47.42695340000000925, 13.78978419999999971 47.42549259999999123, 13.78714130000000004 47.424226400000002, 13.78414240000000035 47.42278969999999561, 13.78093029999999963 47.42126730000000379, 13.77998700000000021 47.41927119999999007, 13.77622749999999918 47.41815489999999755, 13.77559439999999924 47.41797559999999123, 13.77209659999999936 47.41692139999999966, 13.76815689999999925 47.41573300000001012, 13.76449700000000043 47.4146441999999908, 13.76015059999999934 47.41333209999999809, 13.75598820000000089 47.41211590000001053, 13.75200339999999954 47.41091379999999589, 13.74776660000000028 47.41015000000000157, 13.74690209999999979 47.40999029999999692, 13.74544419999999967 47.40972100000000466, 13.74417930000000077 47.409487299999995, 13.74366309999999913 47.40939199999999687, 13.73957530000000204 47.40863999999999834, 13.73878370000000082 47.40849240000000009, 13.73548549999999935 47.40787720000000149, 13.73135300000000036 47.40711490000000339, 13.72693300000000072 47.40777890000000383, 13.72241080000000046 47.40846530000001025, 13.71922759999999997 47.4089403000000047, 13.71520229999999962 47.40780149999999082, 13.71148009999999928 47.40675290000000075, 13.70693759999999983 47.40546560000000653, 13.70337160000000054 47.4044573999999912, 13.69921760000000077 47.40327700000000277, 13.69519219999999926 47.40213319999999442, 13.69133629999999968 47.4010451000000046, 13.68835329999999928 47.40020050000000396, 13.68441630000000053 47.39908909999999054, 13.68069850000000187 47.3980347999999978, 13.6764323000000001 47.39681129999999598, 13.67246809999999968 47.39570220000000234, 13.66859720000000067 47.39459610000000112, 13.66526520000000033 47.39364620000001338, 13.66132439999999981 47.39304479999999842, 13.65620769999999951 47.39225040000000178, 13.65157810000000005 47.39154330000000215, 13.64793590000000023 47.3910026000000002, 13.64480709999999952 47.39078689999998772, 13.64067700000000194 47.39050240000000258, 13.63751120000000228 47.39029029999998954, 13.63424919999999929 47.39052459999999911, 13.63007649999999948 47.39079229999999399, 13.62480700000000056 47.39121739999999505, 13.62152359999999973 47.39125200000000149, 13.61589960000000055 47.39122350000000239, 13.61117080000000001 47.391221299999998, 13.60620519999999978 47.39125459999999634, 13.60205709999999968 47.39122339999998701, 13.59913330000000009 47.39122109999999566, 13.59231020000000179 47.39121910000000781, 13.58956470000000039 47.39428490000000238, 13.58757720000000013 47.39650410000000136, 13.5852654000000026 47.39905180000000229, 13.58301810000000032 47.40158209999999883, 13.58120060000000073 47.40360510000000716, 13.57874029999999976 47.4063321000000002, 13.5757273000000005 47.40617670000000317, 13.56983100000000242 47.40580070000000035, 13.56564170000000225 47.40554359999999434, 13.55871480000000062 47.40512289999998785, 13.55477250000000033 47.4042098999999979, 13.54931170000000051 47.40293339999999489, 13.54613789999999973 47.4021948999999978, 13.54192379999999929 47.40121659999999792, 13.53610980000000019 47.39984740000000585, 13.53087320000000027 47.39858889999999292, 13.52658489999999958 47.39826219999999068, 13.52157670000000067 47.39782719999999472, 13.5182771000000006 47.39754620000000074, 13.51428710000000066 47.39726100000000031, 13.51126660000000079 47.39617969999999048, 13.50879349999999945 47.39530510000000163, 13.50486279999999972 47.39388829999999331, 13.50027730000000048 47.39222800000001001, 13.4965749000000006 47.39094700000000415, 13.49166390000000249 47.38921089999999481, 13.48843250000000005 47.38755380000000628, 13.48501000000000083 47.38581580000001026, 13.48152999999999935 47.38404810000000822, 13.47781280000000237 47.38214789999999965, 13.47452649999999963 47.38047269999999855, 13.47114370000000072 47.37874829999999804, 13.46737689999999787 47.3768411999999941, 13.46443209999999979 47.37534000000000134, 13.46066479999999999 47.3752347999999941, 13.45688960000000023 47.37512300000000209, 13.45306290000000082 47.37501600000000934, 13.449629100000001 47.37493870000000129, 13.44596089999999933 47.37484690000000143, 13.44210600000000078 47.37473210000000989, 13.43827680000000058 47.37454589999999399, 13.43374470000000009 47.37433910000000026, 13.42973130000000026 47.37414960000000974, 13.42525280000000087 47.37393329999999736, 13.42147240000000252 47.37376179999999692, 13.41689640000000239 47.37355420000000095, 13.41342949999999945 47.37336779999999692, 13.410074100000001 47.37323570000000217, 13.40756370000000075 47.37315279999999262, 13.40422180000000019 47.37251739999999245, 13.39875520000000186 47.37155629999998752, 13.39185570000000247 47.37028779999999273, 13.38798069999999996 47.36958029999999553, 13.38134389999999918 47.36837520000000268, 13.37806720000000205 47.36721479999999929, 13.37448070000000122 47.36595559999999949, 13.37026129999999924 47.36445449999999369, 13.36680370000000195 47.3632308999999978, 13.36369709999999955 47.36213159999999078, 13.35926279999999977 47.36056100000000413, 13.35507950000000044 47.35906460000000351, 13.35138820000000059 47.35877430000000032, 13.34620910000000116 47.35841739999999334, 13.34175480000000036 47.35808359999998629, 13.33728059999999971 47.35776810000000836, 13.33387929999999955 47.35668720000001031, 13.3293392000000015 47.35517200000000315, 13.32537770000000066 47.35382900000000461, 13.3212881000000003 47.35245989999999949, 13.31714350000000202 47.35105959999999214, 13.31301260000000042 47.34968369999999993, 13.30884469999999986 47.34829310000000646, 13.30543330000000068 47.34661839999998989, 13.30150139999999936 47.34464939999999444, 13.29774040000000035 47.34277039999999914, 13.29498900000000106 47.3414527999999919, 13.29281950000000023 47.34037229999999852, 13.28931299999999993 47.33863810000000427, 13.28574970000000199 47.33873809999999338, 13.28098080000000003 47.3388789999999986, 13.27665000000000006 47.33900400000000275, 13.27308200000000227 47.33910439999999653, 13.26950900000000111 47.33920709999999588, 13.26236180000000076 47.33871540000000522, 13.25916199999999989 47.33844749999998669, 13.25591580000000036 47.33821990000000568, 13.24893940000000114 47.33771639999999081, 13.24642470000000039 47.33750810000000797, 13.24055720000000136 47.33708690000000274, 13.23668299999999931 47.33679240000000021, 13.23505809999999983 47.33666980000000279, 13.23277580000000064 47.33594590000000579, 13.22926990000000202 47.33488630000000796);90598650;2.0;Tauern - Weißenbach;220000;1;221;Austrian Power Grid AG;84088,17;;;;
LineString (13.22926990000000202 47.33488630000000796, 13.22840169999999915 47.33447189999999694, 13.21538679999999921 47.3304535000000044, 13.21263309999999969 47.33037660000000812);82662462;1.0;Tauern - Weißenbach;220000;1;;Austrian Power Grid AG;1368,65;;;;
