wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length;;;;
LineString (12.74017770000000027 47.27848639999999847, 12.74095130000000076 47.27862390000000659, 12.74282740000000125 47.27893519999999228, 12.74693770000000015 47.27772360000000162, 12.75128060000000119 47.27638079999999832, 12.75327440000000045 47.27526749999999822, 12.75561210000000045 47.27566870000000421, 12.75906190000000251 47.27626059999999342, 12.76360430000000079 47.27691669999999391, 12.76653750000000009 47.27772459999999199, 12.76961840000000059 47.27827180000000595, 12.77312320000000057 47.2789059999999921, 12.77708890000000075 47.27963070000000556, 12.78137660000000153 47.28002159999999066, 12.78569260000000085 47.28041749999999865, 12.78998220000000074 47.28080709999998987, 12.79437539999999984 47.2812082000000089, 12.79864889999999988 47.28160830000000203, 12.80306000000000033 47.28200519999999329, 12.80719329999999978 47.28238070000000448, 12.80892670000000066 47.28506180000000825, 12.81059559999999919 47.28767930000000064, 12.81241499999999967 47.29046400000000006, 12.81411439999999935 47.29310459999999239, 12.8157361000000023 47.29565199999998981, 12.81746340000000117 47.29832329999999274, 12.81814280000000039 47.30146800000001406, 12.81860880000000158 47.30366229999999916, 12.81923170000000134 47.30657539999999983, 12.81984869999999965 47.30948159999999092, 12.82047309999999918 47.3124052000000006, 12.82259089999999979 47.31334639999998615, 12.82484819999999992 47.31435900000001027, 12.8284704000000005 47.31596609999999714, 12.831740700000001 47.31738529999999088, 12.83478210000000175 47.31876810000000688, 12.83721410000000063 47.31985920000000334, 12.83774440000000006 47.32185780000000364, 12.83784250000000249 47.322252199999987, 12.83817080000000033 47.32357160000000107, 12.83865089999999931 47.32550509999998667, 12.8375597999999993 47.32762570000000579, 12.83645680000000056 47.32971560000000011, 12.83358720000000019 47.33517080000000021, 12.83248309999999925 47.33726959999999906, 12.83157250000000182 47.33910099999999233, 12.82924099999999967 47.34031210000000556, 12.82703230000000083 47.34144800000000686, 12.82441619999999993 47.34277490000000199, 12.82237100000000041 47.3438098000000096, 12.82214580000000126 47.34578419999998999, 12.82187249999999956 47.34842509999999294, 12.82158139999999946 47.3511338000000066, 12.8213354000000006 47.35359289999999532, 12.82034059999999975 47.35506669999999474, 12.81913070000000232 47.35687129999999456, 12.81758490000000172 47.35913250000000829, 12.81741859999999988 47.36172349999999653, 12.81721270000000068 47.36469519999999989, 12.817032600000001 47.36725689999999389, 12.81686299999999967 47.36952620000000991, 12.81517810000000068 47.37237560000000514, 12.81381909999999991 47.37478860000000935, 12.81211850000000041 47.37766570000000854, 12.81087980000000037 47.37982030000000577, 12.80954670000000029 47.38210630000000378, 12.80817749999999933 47.38441949999999281, 12.80688119999999941 47.38664880000000323, 12.80566910000000114 47.38870680000000135, 12.80722079999999963 47.39118340000000273, 12.80893269999999973 47.39392689999999675, 12.81043189999999932 47.39633089999999527, 12.81215860000000006 47.39906320000000051, 12.81381160000000108 47.40178869999999023, 12.81785310000000244 47.40263019999999727, 12.82133959999999995 47.40336059999999918, 12.82466499999999954 47.40405839999999671, 12.82804030000000139 47.40476110000000176, 12.83152400000000171 47.40550840000000221, 12.83506740000000157 47.40623909999999341, 12.83916540000000062 47.40710199999999475, 12.84227300000000049 47.40772639999999427, 12.84612199999999937 47.40719849999998559, 12.85008790000000189 47.40661809999999576, 12.85467689999999941 47.40594540000000023, 12.85849769999999914 47.40538970000000063, 12.86234840000000013 47.40481249999998425, 12.86668079999999925 47.40418739999999787, 12.87103950000000019 47.40353350000000177, 12.87475419999999993 47.40493610000000047, 12.87795599999999929 47.40611929999999319, 12.88169740000000019 47.40747449999999219, 12.88507700000000078 47.40873609999999871, 12.88833239999999947 47.40992700000000326, 12.8921241000000002 47.4113075000000066, 12.89660640000000136 47.41180969999999206, 12.90113679999999974 47.41229229999999717, 12.90559569999999923 47.41278059999999783, 12.90879580000000004 47.4136493000000101, 12.91316050000000004 47.41483829999999955, 12.91672750000000036 47.41354969999999724, 12.91971219999999931 47.4124736999999925, 12.92256479999999996 47.41143479999999499, 12.9265661999999999 47.41000079999999883, 12.93006940000000071 47.40873239999999811, 12.93381529999999913 47.40739279999999667, 12.93765560000000114 47.40599759999998497, 12.94041080000000044 47.4059646999999984, 12.94297049999999949 47.40593789999999075, 12.94580790000000015 47.40591090000000207, 12.94865629999999967 47.40587519999999699, 12.95086309999999941 47.40583269999999771, 12.95386189999999971 47.4066055999999918, 12.95535199999999953 47.40696879999999425, 12.9571202999999997 47.40739990000000148, 12.96060579999999973 47.40824499999999375, 12.96386389999999977 47.40901579999999882, 12.96754660000000037 47.40992969999999929, 12.9705250000000003 47.41066059999999283, 12.97308810000000001 47.41220899999999716, 12.97549489999999928 47.41373160000000553, 12.97804029999999997 47.41530790000000195, 12.98055959999999942 47.41687599999999492, 12.98215240000000037 47.41882090000000005, 12.98405769999999926 47.42115979999999809, 12.98559670000000033 47.42308229999999014, 12.98734999999999928 47.42520509999999945, 12.98904180000000075 47.42734779999999972, 12.99232459999999989 47.42734109999999959, 12.99487290000000073 47.42878890000000069, 12.99727589999999999 47.43016339999999786, 12.99978030000000118 47.43159310000000062, 13.00294650000000196 47.43345440000000934, 13.00567110000000071 47.43501830000000297, 13.00836510000000068 47.43655319999999165, 13.01842599999999983 47.44014959999999093, 13.02079799999999921 47.44046769999998503, 13.02428240000000059 47.44096110000000266, 13.02795719999999946 47.44252079999998273, 13.02996760000000265 47.44377060000000057, 13.03404590000000063 47.44662050000000164, 13.0365271000000007 47.44872089999999787, 13.03887669999999943 47.45415289999999686, 13.03876679999999944 47.45500750000000068, 13.03826120000000266 47.45836689999999436, 13.0382081000000003 47.46339549999999718, 13.03815329999999939 47.46688499999999067, 13.03811430000000016 47.47169929999999738, 13.03807210000000261 47.47453720000000033, 13.04087149999999973 47.47718880000000752, 13.04482500000000122 47.48090849999999818, 13.04888260000000244 47.48469819999998975, 13.05197070000000004 47.48758870000000343, 13.05680160000000178 47.49122550000000587, 13.06130070000000032 47.49322509999999653, 13.06294289999999947 47.49435319999999905, 13.0643186999999994 47.49540290000000908, 13.06807440000000042 47.49807810000000075, 13.07093230000000261 47.50016659999999291, 13.0741183000000003 47.50247310000000311, 13.07641540000000013 47.50413089999999272, 13.07828049999999998 47.50547650000000743, 13.0801917999999997 47.50685539999999207, 13.08288800000000052 47.50880049999997823, 13.08669660000000157 47.5115478999999965, 13.0910402000000019 47.51468109999999712, 13.09314150000000154 47.51622579999999374, 13.09772189999999981 47.52020480000000191, 13.10249559999999924 47.52434780000000103, 13.10561739999999986 47.52702829999999068, 13.10808500000000087 47.52916350000000989, 13.10963950000000189 47.53050110000000217, 13.11418560000000078 47.53441999999999013, 13.11950679999999991 47.53903299999999632, 13.12072719999999926 47.54053400000000096, 13.12315259999999917 47.5435076000000052, 13.12454510000000241 47.5452438000000086, 13.12627820000000156 47.54741040000000396, 13.12795120000000182 47.54949509999999435, 13.12984559999999945 47.55182409999998328, 13.13152280000000083 47.55396999999999963, 13.13327089999999941 47.55607009999999946, 13.13505900000000004 47.55829320000000138, 13.13689180000000256 47.56054799999999005, 13.13872929999999961 47.56282610000000943, 13.1412154000000001 47.56590029999999558, 13.14411690000000199 47.56916399999999356, 13.14698869999999964 47.57309430000000106, 13.14825579999999938 47.57462379999999769, 13.15024919999999931 47.57713899999999541, 13.15202329999999975 47.57934060000000898, 13.15356990000000081 47.58384550000000957, 13.15263889999999947 47.58676680000000658, 13.15168539999999986 47.58966399999999908, 13.15066320000000033 47.5927156999999923, 13.14991930000000053 47.59515139999999178, 13.14704009999999812 47.5975254000000092, 13.14418960000000069 47.59990270000000123, 13.14132520000000248 47.60227169999999575, 13.1406060999999994 47.60510800000000131, 13.14003809999999994 47.60753680000000543, 13.13943810000000134 47.61001960000000111, 13.13880149999999958 47.61264120000000588, 13.13806529999999917 47.61561860000000479, 13.13734870000000221 47.61852029999999303, 13.1366429999999994 47.62144459999998958, 13.13484930000000084 47.62415759999999665, 13.13304669999999952 47.62595669999999615, 13.13135669999999955 47.62762560000000178, 13.13091460000000055 47.62979059999999265, 13.12903559999999992 47.63227540000000459, 13.12710790000000038 47.63483459999999781, 13.12506540000000221 47.63752540000000124, 13.12796830000000092 47.64057679999999095, 13.13095039999999969 47.64375069999999823, 13.13335630000000087 47.64633489999999227, 13.13572719999999983 47.64881969999999711, 13.13808979999999949 47.65132960000000395, 13.14037779999999955 47.65376719999999722, 13.14252720000000174 47.65604499999999177, 13.14482480000000031 47.6584676000000016, 13.14669409999999949 47.66046519999999731, 13.14646510000000212 47.66339549999999292, 13.14624970000000026 47.66613679999999675, 13.14601369999999925 47.66915620000001041, 13.14578530000000178 47.67206349999999304, 13.14558530000000047 47.67492490000000771, 13.14327059999999925 47.67746230000000907, 13.14108000000000054 47.67985730000000189, 13.1390905999999994 47.68202599999999336, 13.13679100000000055 47.68454529999999636, 13.13449870000000175 47.6870526999999953, 13.13222340000000088 47.68956049999999891, 13.13005910000000043 47.69194819999999879, 13.12776949999999943 47.69440649999999948, 13.12552690000000055 47.69684560000000317, 13.12568809999999964 47.69891109999998946, 13.12590660000000042 47.70170979999998906, 13.1260974000000008 47.70415399999999551, 13.12627239999999951 47.70639560000000046, 13.12643130000000014 47.70843150000000321, 13.12666049999999984 47.71136609999999223, 13.12689939999999922 47.71442630000000662, 13.12712320000000155 47.71729249999999922, 13.12734069999999953 47.72007700000000341, 13.12757640000000059 47.72309539999999117, 13.12780049999999932 47.7259647000000129, 13.12803669999999912 47.72899000000001024, 13.12824750000000051 47.73168840000001012, 13.12845410000000079 47.73433349999999109, 13.1304426000000003 47.73618660000000347, 13.13265190000000082 47.73826799999999082, 13.13482810000000001 47.74032170000000974, 13.1366297000000003 47.74199779999999294, 13.13927830000000085 47.74449109999999763, 13.13842919999999914 47.74693789999999183, 13.13748939999999976 47.74966969999999122, 13.1364275000000017 47.75274000000000285, 13.13477320000000148 47.75486099999999112, 13.13296180000000035 47.75717969999999468, 13.13118000000000052 47.7594688000000005, 13.12944070000000174 47.76168379999999303, 13.12781650000000155 47.76377899999999244, 13.12619429999999987 47.76585490000000078, 13.12394199999999955 47.76873760000000857, 13.12235959999999935 47.77076809999999796, 13.12374239999999936 47.77409769999999156, 13.12487710000000085 47.77686279999999641, 13.12597590000000025 47.77952569999998644, 13.12723440000000075 47.78255359999998575, 13.1279369999999993 47.78501290000000523, 13.12853519999999996 47.78719769999999301, 13.12938839999999985 47.79018390000000238, 13.13012239999999942 47.79273559999999321, 13.13297840000000072 47.79411019999999866, 13.13625799999999977 47.79563529999999361, 13.14051699999999911 47.79764929999999623, 13.14389919999999989 47.79924760000000106, 13.14670309999999986 47.80057369999999395, 13.15055820000000075 47.80233170000001053, 13.15375180000000022 47.80378800000000439, 13.15683989999999959 47.80519429999999659, 13.16035849999999918 47.80678250000000418, 13.16069420000000001 47.81086460000000216, 13.16098599999999941 47.81428280000000086, 13.16130820000000057 47.81808680000000322, 13.16014470000000003 47.82067879999999604, 13.15866529999999912 47.82395179999999613, 13.15759760000000078 47.82631709999998293, 13.15637459999999948 47.82902549999999309, 13.15498520000000049 47.8321075999999934, 13.15374590000000232 47.83487369999999572, 13.15267249999999954 47.83726379999999523, 13.15153470000000091 47.83976909999999805, 13.15066359999999968 47.84171589999998986, 13.14883640000000042 47.84390600000000404, 13.14689800000000197 47.84627579999999369, 13.14489129999999939 47.84870750000000328, 13.14253840000000118 47.85155339999999313, 13.14036259999999956 47.8541805999999994, 13.13842399999999877 47.85654320000000439, 13.13639009999999985 47.85879909999999171, 13.13428500000000021 47.86114440000000059, 13.13221509999999981 47.86344669999999724, 13.12977069999999991 47.86616639999999734, 13.1274835999999997 47.86870929999999902, 13.12530549999999963 47.87113260000000281, 13.12287229999999916 47.8738355999999925, 13.1212610999999999 47.87561680000000308, 13.11735710000000132 47.87673729999998784, 13.11337130000000073 47.87791529999999796, 13.10996330000000221 47.87888309999999592, 13.10623290000000019 47.87995829999999842, 13.10293509999999984 47.88090239999999653, 13.09941880000000225 47.88191680000000616, 13.09619150000000154 47.88284939999999779, 13.09302660000000174 47.88355889999999704, 13.08989039999999981 47.88426390000000055, 13.08609700000000053 47.8851192999999995, 13.08382259999999953 47.88705119999999482, 13.08102100000000156 47.88941249999999883, 13.07995020000000075 47.89030950000000075, 13.077121 47.88908030000000338, 13.07363490000000006 47.88816330000000221, 13.0703510000000005 47.8872994000000034, 13.06800690000000209 47.88749909999998522, 13.06690300000000171 47.88781719999999353);38867890;2.0;Tauern - Salzburg;220000;1;231A;Austrian Power Grid AG;98557,81;;;;
LineString (12.7393351999999993 47.27706100000000333, 12.73950980000000044 47.27711310000000822, 12.73968379999999989 47.2771624000000017, 12.74027390000000004 47.27734359999999469, 12.74064550000000118 47.27745749999999703);335545738;1.0;;220000;2;;Austrian Power Grid AG;108,5;;;;
LineString (12.73961240000000039 47.27661279999999522, 12.73978890000000064 47.27666329999999562, 12.73995780000000089 47.27671149999999045, 12.74055000000000071 47.2768808000000007, 12.74092959999999941 47.27698930000000388);335545745;1.0;;220000;2;;Austrian Power Grid AG;108,09;;;;
LineString (13.21263309999999969 47.33037660000000812, 13.20986160000000176 47.33016500000000804, 13.20350310000000249 47.32965900000000659, 13.19944049999999969 47.32935270000000827, 13.19623780000000046 47.32910080000000619, 13.19010749999999987 47.32793019999999728, 13.18611330000000059 47.32718090000000188, 13.18286100000000083 47.32759860000000174, 13.17950280000000163 47.32802980000000304, 13.17582709999999935 47.32798849999999646, 13.17219399999999929 47.32792059999999879, 13.16883830000000088 47.32757479999999362, 13.1654852999999985 47.32722720000000294, 13.16149459999999927 47.32679580000000641, 13.15760539999999956 47.32635749999998609, 13.15275579999999955 47.32585639999998506, 13.14851660000000066 47.32540180000000163, 13.14428340000000084 47.32494770000000273, 13.14084180000000046 47.32459769999999821, 13.13648670000000074 47.32413070000000488, 13.13195780000000035 47.32426090000001295, 13.12820000000000142 47.32438690000000037, 13.12338090000000079 47.32451089999999994, 13.11898940000000024 47.32465319999999309, 13.11416430000000055 47.32478940000000023, 13.10994909999999969 47.32492150000000208, 13.10687719999999956 47.32501460000000293, 13.10443859999999994 47.32425969999999893, 13.10088649999999966 47.32316070000000252, 13.09658199999999972 47.3218203999999929, 13.09332640000000048 47.32081769999999921, 13.0901797000000002 47.31985640000000615, 13.0864376 47.31868659999999949, 13.08469709999999964 47.31599359999999876, 13.08298600000000178 47.31328719999999777, 13.08111850000000231 47.31037629999999439, 13.07957350000000041 47.30794040000000678, 13.07763500000000079 47.30491440000000836, 13.07579480000000238 47.30461099999999419, 13.07181990000000127 47.30395550000000071, 13.06574220000000075 47.30295330000000575, 13.06393199999999943 47.30309139999999957, 13.05964119999999973 47.30344749999999721, 13.05735390000000073 47.30364500000001016, 13.05313300000000076 47.30401140000000026, 13.05012609999999995 47.30425279999999333, 13.04613299999999931 47.30459209999999359, 13.04285639999999979 47.30486729999999795, 13.03849620000000087 47.30434780000000217, 13.0327067999999997 47.30130960000000329, 13.02973629999999972 47.29974579999999662, 13.02701000000000064 47.29825440000000469, 13.02568300000000256 47.29762110000000064, 13.0224966000000002 47.29685570000000894, 13.01797439999999995 47.2957709999999949, 13.01434929999999923 47.29488410000000442, 13.01004829999999934 47.29382549999999696, 13.00583720000000199 47.29281239999998121, 13.00209040000000016 47.29190439999999995, 12.99788850000000018 47.29088960000000696, 12.99365580000000087 47.28984859999999912, 12.98942300000000039 47.28882329999999712, 12.98510019999999976 47.28777339999999896, 12.98265060000000126 47.28891370000000194, 12.9779914999999999 47.29109229999999542, 12.97437110000000082 47.29277520000000834, 12.96861120000000156 47.29545249999999612, 12.96496150000000114 47.29523720000000253, 12.96072170000000057 47.29498499999998984, 12.95456820000000064 47.29463229999999641, 12.95020960000000088 47.29436279999999471, 12.94301190000000013 47.29393879999999939, 12.93918999999999997 47.29370219999999136, 12.93533689999999936 47.29347130000000021, 12.93064910000000012 47.29318369999999305, 12.92531810000000014 47.29285720000000026, 12.92261539999999975 47.29263029999999901, 12.91880070000000025 47.29227920000001006, 12.91477809999999948 47.29191999999999041, 12.91081220000000229 47.2915597999999946, 12.90676670000000037 47.29162979999998839, 12.9028015000000007 47.291681799999985, 12.89887350000000055 47.29174710000000204, 12.89546969999999959 47.29180900000000065, 12.89176070000000074 47.29185340000000082, 12.88791310000000045 47.2919210000000021, 12.88311830000000135 47.29197740000000039, 12.87883509999999987 47.29127339999999435, 12.87403800000000054 47.29049189999999925, 12.87000759999999921 47.2898428000000095, 12.86583650000000034 47.28915039999998982, 12.8616849000000002 47.28848169999999129, 12.85786099999999976 47.28785239999999135, 12.85424719999999965 47.28727769999999708, 12.85036099999999948 47.28664740000000677, 12.84764380000000017 47.28554350000000994, 12.84482510000000133 47.28442599999998919, 12.84169430000000034 47.28317039999999594, 12.83831829999999918 47.28180679999999114, 12.8353659000000011 47.28062690000000146, 12.83057299999999934 47.2808368000000101, 12.82661440000000042 47.28101019999999011, 12.82203170000000014 47.28120549999999156, 12.81740870000000143 47.28140429999999839, 12.8138203000000015 47.28156379999999359, 12.81272189999999966 47.28161259999999544, 12.80812339999999949 47.28113950000000187, 12.8035748999999992 47.2806658000000013, 12.79920830000000009 47.28022260000000188, 12.79536380000000229 47.27980629999999707, 12.79086270000000169 47.27935949999999821, 12.78656990000000171 47.27892520000000331, 12.78358449999999991 47.27862460000000766, 12.77947419999999923 47.27816259999998749, 12.77586699999999986 47.27781439999999691, 12.77336990000000227 47.27755599999998992, 12.77046670000000006 47.27725090000001273, 12.76656860000000115 47.27688690000001515, 12.76325910000000086 47.2765158999999926, 12.75941600000000165 47.27580969999999638, 12.75574349999999946 47.27506580000000724, 12.75329080000000026 47.27455890000000238, 12.75091300000000238 47.27595579999999131, 12.74665500000000051 47.27725970000000189, 12.74262010000000167 47.27845659999998418, 12.74097500000000061 47.27847039999998913, 12.74026899999999962 47.27832140000001004);134219945;2.0;Tauern - Weißenbach;220000;1;221;Austrian Power Grid AG;38182,65;;;;
LineString (13.22926990000000202 47.33488630000000796, 13.22824289999999969 47.33470549999999122, 13.21522049999999915 47.3307046999999983, 13.21263309999999969 47.33037660000000812);134219946;1.0;Tauern - Weißenbach;220000;1;;Austrian Power Grid AG;1358,99;;;;
LineString (12.73700550000000042 47.27609259999999836, 12.73866909999999919 47.27668150000000935, 12.73943150000000024 47.27690519999999452, 12.73960680000000067 47.2769566999999995, 12.73977819999999994 47.27700699999999756, 12.74037110000000084 47.27718079999998935);108114184;1.0;;220000;2;289;Austrian Power Grid AG;282,1;;;;
LineString (12.74108739999999962 47.25964230000000299, 12.74069270000000209 47.25971189999999922);108041982;1.0;;220000;2;290;;30,86;;;;
LineString (12.73700550000000042 47.27609259999999836, 12.73876490000000139 47.2765350999999896, 12.73952030000000057 47.27676180000000272, 12.73969519999999989 47.27681429999999807, 12.73986449999999948 47.27686499999998659, 12.74045390000000211 47.27704200000000156);108041986;1.0;;220000;2;290;Austrian Power Grid AG;281,58;;;;
LineString (12.74079060000000041 47.25943170000000038, 12.74069270000000209 47.25971189999999922);108041984;1.0;;220000;2;289;;32,02;;;;
LineString (12.59229900000000058 47.27972799999999864, 12.59635220000000011 47.27953190000000205, 12.60015380000000107 47.27934789999999765, 12.60437489999999983 47.2791435999999976, 12.60762219999999978 47.27898649999999492, 12.61138080000000095 47.27880459999998664, 12.6159201000000003 47.27858489999999847, 12.61932730000000014 47.278419999999997, 12.62212629999999969 47.27828460000000632, 12.62588829999999973 47.27810250000000991, 12.62994050000000001 47.2779063999999849, 12.63310800000000178 47.2777530999999982, 12.63586279999999995 47.27761980000000364, 12.63959239999999973 47.27743929999998329, 12.6440874999999977 47.27722170000000546, 12.64847110000000008 47.27700959999999952, 12.65230739999999976 47.27682389999999657, 12.65589289999999956 47.27665040000000829, 12.66007860000000029 47.27644779999999969, 12.66432810000000053 47.27624220000000577, 12.66851729999999954 47.27603939999999483, 12.67229589999999995 47.27585649999998907, 12.67622150000000047 47.27566649999999981, 12.68070379999999986 47.27544960000000174, 12.68506299999999953 47.27523860000000155, 12.68954979999999999 47.27502150000000825, 12.69393640000000012 47.27480919999999998, 12.69727010000000078 47.27464779999998967, 12.70064100000000096 47.27448469999998792, 12.70704950000000188 47.27417449999999377, 12.71123380000000047 47.27397199999999344, 12.71489039999999981 47.27379499999998558, 12.71836219999999962 47.27362699999999052, 12.72139409999999948 47.27348030000000279, 12.72398830000000025 47.27335469999999162, 12.72620659999999937 47.27324729999998709, 12.7277584000000008 47.27317219999999764, 12.72919010000000206 47.27310289999999782, 12.73080659999999931 47.27302470000000056, 12.73276970000000041 47.27292969999999173, 12.73461660000000251 47.27284029999998438);106507072;2.0;"Hinterglemm - Bruck;??";110000;0;181/6B;Salzburg AG;10795,2;;;;
LineString (12.47277069999999988 47.27769969999999233, 12.47509359999999923 47.2753602000000086, 12.47840880000000219 47.27515640000000019, 12.4819279000000023 47.27490530000000746, 12.48833300000000079 47.274472099999997, 12.49123510000000081 47.27501809999998983, 12.49460939999999987 47.27568780000000004, 12.49778510000000153 47.27627379999999846, 12.50134169999999934 47.27697260000000057, 12.50512360000000101 47.27769680000000108, 12.5078756000000002 47.27822820000000092, 12.51107280000000088 47.27883959999999774, 12.5135833000000023 47.27933089999999794, 12.51674829999999972 47.2799168000000023, 12.51994009999999946 47.27978949999999969, 12.52351819999999982 47.27961479999999739, 12.527418100000002 47.27942190000000267, 12.53124500000000019 47.27925929999999255, 12.53503019999999957 47.27906520000000512, 12.53879610000000078 47.27890149999999636, 12.54271209999999925 47.27870859999999453, 12.54633310000000002 47.27854479999999171, 12.5495625000000004 47.27839190000000258, 12.55327460000000173 47.27787879999999632, 12.55665420000000054 47.2774093000000093, 12.55881609999999959 47.27736199999999656, 12.56195430000000002 47.277292800000005, 12.56523190000000056 47.27723460000000699, 12.5691694000000016 47.27714359999999516, 12.57328930000000078 47.27706349999998992, 12.57687269999999913 47.27699069999999892, 12.58052050000000044 47.27692160000000143, 12.58406639999999932 47.27683789999999675, 12.588084300000002 47.27695069999999333, 12.59229900000000058 47.27972799999999864);106509501;2.0;"Mittersill - Hinterglemm;??";110000;0;181/6A;Salzburg AG;9413,64;;;;
LineString (12.47141380000000055 47.27767339999999052, 12.46884580000000042 47.27580109999999536, 12.46514610000000012 47.27605139999998585, 12.4609671000000013 47.27633359999999385, 12.45810239999999958 47.27509900000000442);106509504;2.0;Wald - Mittersill;110000;0;181/6C;Salzburg AG;1140,43;;;;
LineString (12.73461660000000251 47.27284029999998438, 12.73517329999999959 47.27131199999998756, 12.73774219999999957 47.27235629999999844, 12.74051810000000096 47.27344589999999158, 12.7435451000000004 47.27397239999999812, 12.74569999999999936 47.27434730000000229, 12.74810770000000026 47.27476610000000079, 12.75101650000000042 47.27527200000000818, 12.75320990000000165 47.27565359999997696, 12.75676729999999992 47.27627240000000342, 12.76066720000000032 47.27695069999999333, 12.76453839999999929 47.27766410000000263, 12.76887149999999949 47.27841519999999065, 12.77297070000000012 47.27916269999999344, 12.77709079999999986 47.27986780000000522, 12.78131340000000016 47.28029039999999839, 12.7855231000000007 47.28067250000000143, 12.78996069999999996 47.28106889999999396, 12.79439120000000152 47.28147790000000583, 12.79861929999999859 47.28189249999999078, 12.80275870000000005 47.28226279999999804, 12.80694279999999985 47.28261500000001405, 12.8084106000000002 47.28482189999999719, 12.81112030000000068 47.28534419999999017, 12.81180690000000233 47.28544659999999311);106509535;2.0;"Hinterglemm - Bruck;Kaprun - Bruck";110000;0;181/6B;Salzburg AG;6316,12;;;;
LineString (12.47141380000000055 47.27767339999999052, 12.47277069999999988 47.27769969999999233);106509533;1.0;;110000;0;181/7A;Salzburg AG;102,71;;;;
LineString (12.9936512000000004 47.82882519999999715, 12.99036809999999953 47.82850839999999693, 12.98928740000000204 47.82652070000001032, 12.98796980000000012 47.82410960000000699, 12.98689790000000066 47.82209859999998969, 12.98582779999999914 47.82017749999999268, 12.98474069999999969 47.81822950000000105, 12.98346749999999972 47.81592969999999099, 12.98211459999999917 47.81348640000000216, 12.98091840000000019 47.81131810000000115, 12.97972780000000093 47.80913499999999061, 12.9784941000000007 47.80702589999999219, 12.97712270000000068 47.8046849999999921, 12.97579739999999937 47.80242400000000202, 12.97446650000000012 47.80016239999999073, 12.97309759999999912 47.79783060000000461, 12.97176860000000076 47.79558840000000686, 12.97026989999999991 47.79285449999999713, 12.97157999999999944 47.7902048999999991, 12.97277530000000034 47.78782939999999968, 12.97510710000000067 47.78610319999999234, 12.97750920000000008 47.78430380000001065, 12.98024760000000022 47.78229600000000943, 12.98231679999999955 47.78077770000000157, 12.98441650000000003 47.77924929999999648, 12.98684790000000078 47.77744129999999956, 12.98880130000000044 47.7759887000000063, 12.99082560000000086 47.77450009999999736, 12.99275800000000025 47.77308029999999661, 12.99543079999999939 47.77194400000000485, 12.9980796999999999 47.77083629999999914, 13.00085220000000064 47.76966850000000164, 13.00366190000000266 47.7684905999999927, 13.00631659999999989 47.76736970000001037, 13.00878759999999978 47.76634020000000191, 13.01153079999999918 47.76517349999999595, 13.01447139999999969 47.76393810000000428, 13.01755409999999991 47.76262970000000507, 13.02011839999999943 47.76156439999999748, 13.0227365000000006 47.76045979999999247, 13.02520419999999923 47.75931020000000871, 13.02772210000000186 47.75814179999998288, 13.03017870000000045 47.75700340000000921, 13.03271149999999956 47.75583549999999633, 13.03523009999999971 47.75465559999999954, 13.03744670000000028 47.75362129999999183, 13.03684860000000079 47.7514683000000062);105178797;1.0;;110000;1;180/3B;;11530,33;;;;
LineString (13.00535000000000174 47.87645849999999825, 13.00643179999999965 47.87406560000000155);105070031;2.0;;110000;1;180/5B;;278,06;;;;
LineString (13.0206937000000007 47.84489409999999765, 13.02061589999999924 47.847240400000004, 13.01952069999999928 47.84884270000000583, 13.01844789999999996 47.85036300000000153, 13.0173369000000001 47.85196340000000248, 13.0161283000000001 47.85377239999998267, 13.01484090000000116 47.85645119999998798, 13.01386719999999997 47.85849000000001041, 13.01276810000000239 47.86080540000000383, 13.01178720000000055 47.86285819999999802, 13.01089960000000012 47.86473220000000595, 13.0102878000000004 47.86605379999998888, 13.0096513999999992 47.86738940000000042, 13.00869959999999992 47.86938349999999076, 13.00759339999999931 47.87170539999999619, 13.00643179999999965 47.87406560000000155);105070030;2.0;;110000;1;180/5A;;3430,84;;;;
LineString (12.95998490000000025 47.78136270000000252, 12.95617149999999995 47.78024190000000004, 12.95213750000000097 47.77900180000001029, 12.94864420000000038 47.77793479999998993, 12.94532550000000093 47.77720490000000098, 12.94177999999999962 47.77639029999999565, 12.93821170000000009 47.7755439000000095, 12.93466070000000023 47.77507660000000556, 12.93172590000000177 47.77463529999999992, 12.92915089999999978 47.77432949999999323, 12.92779780000000045 47.77417640000000176);105180509;2.0;"Hirschloh - Eichet;Hagenau - Hirschloh";110000;1;185/1B;;2552,41;;;;
LineString (13.42209249999999976 47.58307330000000235, 13.42036500000000032 47.58165590000000122, 13.4180931999999995 47.57825249999998363, 13.41669070000000019 47.57588560000000655);95355185;1.0;Pongau - Timelkam;110000;1;162/5D;;902,78;;;;
LineString (13.42209249999999976 47.58307330000000235, 13.42067929999999976 47.58156670000001043, 13.41840490000000052 47.5781653000000091, 13.41669070000000019 47.57588560000000655);95354524;1.0;Pongau - Timelkam;110000;1;162/6C;;897,66;;;;
LineString (13.47683989999999987 47.78504170000000073, 13.47931490000000032 47.78397209999999973, 13.4807971000000002 47.78023309999999668, 13.48168970000000044 47.77830939999999771);95350173;1.0;;110000;1;162/5D;;874,52;;;;
LineString (12.47161009999999948 47.27830340000000575, 12.47141380000000055 47.27767339999999052);98429383;2.0;;110000;0;181/6C;Salzburg AG;71,6;;;;
