wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length
LineString (15.8829703999999996 48.34655209999998959, 15.87913980000000258 48.34862760000000748, 15.87538059999999973 48.35066339999998775, 15.87159840000000166 48.35271349999999302, 15.86739970000000177 48.35499620000000931, 15.86369730000000011 48.35700289999999057, 15.86278049999999773 48.36019430000001051, 15.86185640000000063 48.36342350000001034, 15.86095360000000198 48.36659649999999289, 15.86001629999999984 48.36982000000000426, 15.85835080000000019 48.37099630000000161, 15.85650790000000043 48.37229449999999531, 15.85528270000000006 48.37316489999999902);118909065;3.0;;220000;1;215A;Austrian Power Grid AG;3802,43
LineString (15.88584520000000211 48.3451367999999988, 15.88622849999999787 48.34236110000000508, 15.8866955999999977 48.339669200000003, 15.88707080000000182 48.33683020000000141, 15.8865634 48.33430799999998584, 15.88602319999999857 48.33155080000000225);118912227;2;;220000;4;216;Austrian Power Grid AG;1519,83
LineString (15.8829703999999996 48.34655209999998959, 15.88544180000000061 48.34511279999999545, 15.88583930000000066 48.3423287999999971, 15.88627860000000069 48.3396697999999958, 15.8866461000000001 48.33684559999999664, 15.88603799999999922 48.33376849999999791, 15.88566230000000168 48.33169879999999807);118909066;2.0;;220000;1;215B;Austrian Power Grid AG;1743,25
LineString (14.47317769999999904 48.12454410000000138, 14.47123269999999984 48.12459509999999341);118724224;1.0;;220000;1;;;144,85
LineString (14.47201100000000018 48.12585190000000068, 14.47123269999999984 48.12459509999999341);118724227;1.0;;220000;1;;;151,22
LineString (14.47213110000000214 48.1257244999999898, 14.47123269999999984 48.12459509999999341);118724226;1.0;;220000;1;;;142,23
LineString (14.47235449999999979 48.12545500000000231, 14.47123269999999984 48.12459509999999341);118724225;1.0;;220000;1;;;126,9
LineString (14.71165129999999976 48.1304193000000069, 14.70764120000000119 48.13054289999999469, 14.70370090000000118 48.13066440000000057, 14.6996456000000002 48.13101460000000031, 14.69525849999999956 48.13139349999999439, 14.69112430000000025 48.1317505999999895, 14.68741409999999981 48.13207109999999744, 14.68340219999999974 48.13241759999998948, 14.67958329999999911 48.13274739999999241, 14.67543940000000013 48.13310530000000398, 14.67127690000000051 48.13346479999999872, 14.66783189999999948 48.13376230000000078, 14.66384849999999851 48.13410629999999202, 14.65978070000000066 48.13292009999999976, 14.65586620000000195 48.13177850000001001, 14.65228049999999804 48.13073270000001003, 14.64876959999999961 48.12970880000001017, 14.64568670000000239 48.12880969999999081, 14.64219980000000021 48.12779270000000054, 14.63866280000000053 48.12676110000000307, 14.63511229999999941 48.12572549999999438, 14.63191650000000088 48.12479339999999439, 14.62797660000000199 48.12364420000000109, 14.62371920000000003 48.12240230000000452, 14.61954680000000018 48.12118529999998628, 14.61683110000000241 48.12039309999999404, 14.61317889999999942 48.11932769999999948, 14.6091090000000019 48.11962570000000028, 14.60461079999999967 48.11995509999999854, 14.60022949999999931 48.12027589999999577, 14.59583980000000025 48.12059730000000712, 14.59146010000000082 48.12091799999999608, 14.58734579999999958 48.12121929999999281, 14.58329729999999813 48.12151570000000333, 14.57928530000000045 48.12180939999999651, 14.57523119999999928 48.12210630000000577, 14.57114430000000027 48.12257230000000163, 14.56711210000000101 48.1230321000000032, 14.56309110000000118 48.12349069999999784, 14.55900179999999899 48.12395700000000431, 14.55482660000000017 48.12443309999999741, 14.55049840000000039 48.1249266000000091, 14.54643090000000072 48.12539040000000057, 14.54294800000000087 48.12578759999999534, 14.5392475000000001 48.12620950000000875, 14.53596940000000259 48.12611310000000486, 14.53253280000000025 48.12601190000000173, 14.52913449999999962 48.12591189999999131, 14.52553459999999852 48.1258059999999972, 14.52317739999999979 48.12573669999999737, 14.51944400000000002 48.12611190000000505, 14.51580230000000071 48.12647789999999048, 14.51205039999999968 48.12685499999999195, 14.5082128000000008 48.12727120000000269, 14.50500560000000227 48.12630520000000445, 14.50162689999999976 48.12529160000000417, 14.49878980000000084 48.12464409999999759, 14.49568100000000115 48.12393329999999736, 14.49252279999999793 48.12322329999999937, 14.48965319999999934 48.12257820000000663, 14.48662470000000013 48.12189730000000054, 14.48289959999999965 48.12124410000000552, 14.47974780000000017 48.12173259999999431, 14.47730990000000162 48.12211940000000254, 14.47485409999999995 48.12251139999999339, 14.47474480000000163 48.12350500000000153);107358544;2.0;;220000;1;205A;Austrian Power Grid AG;18303,8
LineString (15.88640709999999956 48.33036539999999093, 15.8863644000000015 48.32997049999998751, 15.88635090000000183 48.32984570000000701, 15.88633440000000085 48.32969320000000124, 15.88629139999999929 48.32929639999999694);148742679;1.0;;220000;0;;;119,14
LineString (15.88412909999999911 48.32939209999999974, 15.88422850000000075 48.32938769999998385, 15.88510649999999913 48.32934939999999813, 15.88629139999999929 48.32929639999999694, 15.88649340000000265 48.32928780000001012, 15.88712370000000007 48.3292609000000013, 15.88730269999999756 48.32925329999999065, 15.88746719999999968 48.32924630000000121);148742678;1.0;;220000;0;;;247,96
LineString (15.88387150000000148 48.3304828999999927, 15.8839906000000024 48.33047739999999237, 15.88419209999999993 48.33046809999999738, 15.88541799999999959 48.33041150000000385, 15.88560740000000138 48.3304027000000076, 15.88581379999999932 48.33039319999999606, 15.88599789999999956 48.33038470000001041, 15.88640709999999956 48.33036539999999093, 15.88682529999999993 48.33034649999999743, 15.88704229999999917 48.33033650000000137, 15.88716190000000239 48.33033089999999987);148742682;1.0;;220000;0;;;244,48
LineString (15.04611659999999951 48.14703649999998447, 15.04503500000000038 48.14746360000000891);128229656;1.0;;220000;0;205B;Austrian Power Grid AG;93,41
LineString (15.04727540000000019 48.14749419999999702, 15.04708650000000247 48.14825299999999686);128229655;1.0;Ybbsfeld - Bisamberg;220000;1;208;Austrian Power Grid AG;85,5
LineString (15.04711299999999952 48.14743009999999401, 15.04708650000000247 48.14825299999999686);128229654;1.0;Ybbsfeld - Bisamberg;220000;1;207;Austrian Power Grid AG;91,49
LineString (15.04695059999999884 48.14736589999999694, 15.04609050000000181 48.1478408999999985);128229660;1.0;;220000;1;213;Austrian Power Grid AG;82,95
LineString (15.04641390000000101 48.14715389999999928, 15.04609050000000181 48.1478408999999985);128229659;1.0;;220000;1;212;Austrian Power Grid AG;80,06
LineString (15.04626520000000056 48.14709519999999543, 15.04609050000000181 48.1478408999999985);128229658;1.0;;220000;1;211;Austrian Power Grid AG;83,9
LineString (15.04596800000000023 48.14697780000000904, 15.04503500000000038 48.14746360000000891);128229657;1.0;;220000;0;206;Austrian Power Grid AG;87,93
LineString (16.37625039999999998 48.35802369999998973, 16.37673630000000458 48.35758770000000339);128225176;1.0;Dürnrohr - Bisamberg;220000;2;298;Austrian Power Grid AG;60,38
LineString (16.37625039999999998 48.35802369999998973, 16.37686940000000035 48.35767820000000228);128225175;1.0;Dürnrohr - Bisamberg;220000;2;297;Austrian Power Grid AG;59,82
LineString (16.37565229999999872 48.35783149999999608, 16.37647019999999998 48.35740650000000329);128225179;1.0;Ybbsfeld - Bisamberg;220000;1;208;Austrian Power Grid AG;76,84
LineString (16.37565229999999872 48.35783149999999608, 16.37660329999999931 48.35749709999998913);128225178;1.0;Ybbsfeld - Bisamberg;220000;1;207;Austrian Power Grid AG;79,66
LineString (16.37788199999999961 48.35686189999998419, 16.37738699999999881 48.35623610000000383);123502474;1.0;;220000;0;;;78,64
LineString (16.37807889999999844 48.35684400000000238, 16.37738699999999881 48.35623610000000383);123502475;1.0;;220000;0;;;84,82
LineString (15.04708650000000247 48.14825299999999686, 15.04837389999999964 48.1487770000000026, 15.05224280000000192 48.1484061999999966, 15.05633100000000013 48.14877169999999751, 15.06054330000000085 48.14923840000000155, 15.06489540000000105 48.14973260000001432, 15.06869189999999925 48.1501547999999957, 15.07220820000000039 48.15044590000000113, 15.0758409000000011 48.15082739999999006, 15.07880139999999969 48.15112400000000292, 15.08301200000000186 48.1515638999999922, 15.08482150000000033 48.1516617999999923, 15.08653789999999972 48.14978750000000218, 15.08918369999999776 48.14771350000000183, 15.09191890000000136 48.14560269999999775, 15.09455499999999795 48.14369419999999167, 15.09756010000000259 48.14131960000000277, 15.09986910000000115 48.13951149999998336, 15.10242580000000068 48.13754100000000591, 15.10492570000000256 48.1356112000000067, 15.10852490000000081 48.13516570000000172, 15.11198279999999983 48.13474860000000177, 15.11506370000000032 48.13436210000000415, 15.11879380000000062 48.13389590000000595, 15.12267099999999864 48.13347360000000918, 15.12460410000000088 48.13220550000000486, 15.12662509999999827 48.13090789999999686, 15.12893750000000104 48.12942050000000194, 15.13176699999999997 48.12753270000000327, 15.13450180000000067 48.12698529999999408, 15.13707540000000051 48.12644050000000107, 15.14029499999999828 48.12574740000000162, 15.14446499999999851 48.12561130000000276, 15.14806970000000064 48.1255170000000021, 15.15191749999999793 48.12539130000000398, 15.15577089999999849 48.12528099999999398, 15.15956339999999791 48.12516740000000226, 15.16320840000000025 48.12505329999999049, 15.16684940000000026 48.124943899999991, 15.17055260000000239 48.12483040000001466, 15.17416139999999913 48.12472170000000204, 15.17783840000000239 48.12460829999999135, 15.1811979000000008 48.12490110000000954, 15.18553940000000146 48.1252757000000031, 15.18900269999999786 48.12557240000001002, 15.1928964999999998 48.12590739999999556, 15.19693460000000051 48.12625080000000821, 15.20065190000000044 48.12657489999999427, 15.20421439999999969 48.12686990000000264, 15.20779800000000037 48.12718819999999198, 15.21135499999999929 48.12749310000000946, 15.21451819999999877 48.12776379999998966, 15.21851370000000081 48.12810629999999179, 15.22215199999999946 48.12841879999999861, 15.22646659999999841 48.12879159999999246, 15.22994330000000041 48.12908550000000929, 15.23364699999999949 48.12940209999999297, 15.23747989999999852 48.12973179999998763, 15.24105750000000192 48.13003789999999071, 15.24506270000000008 48.12986930000000285, 15.24883720000000231 48.12971410000000105, 15.25283929999999977 48.12954359999999809, 15.25645960000000123 48.12939160000000527, 15.26031269999999829 48.12923289999999099, 15.26423720000000195 48.12906489999999593, 15.26844810000000052 48.12888170000000088, 15.27277899999999988 48.12870430000000965, 15.27685500000000118 48.12876750000000214, 15.28100680000000189 48.12882900000000319, 15.28513150000000209 48.12889539999999755, 15.28909990000000008 48.12896289999999766, 15.29252589999999934 48.12902060000000404, 15.29587380000000252 48.12906980000000345, 15.29941680000000126 48.12912570000000301, 15.3023522000000014 48.12917269999999093, 15.30690659999999959 48.12924040000000048, 15.31021469999999951 48.12929439999999914, 15.31346199999999769 48.129343800000008, 15.31656710000000032 48.1293963999999832, 15.32024760000000185 48.12944780000000122, 15.32387450000000051 48.12950930000000938, 15.32761320000000183 48.12956789999999785, 15.33103720000000081 48.12961909999998511, 15.33386070000000068 48.12966640000000496, 15.33790749999999825 48.12973019999999735, 15.33993049999999947 48.13059639999999462, 15.34329919999999881 48.13204199999999133, 15.34676029999999969 48.13352840000000299, 15.34983749999999958 48.13485229999999859, 15.35321869999999933 48.13630480000000489, 15.3567796000000012 48.1378322000000054, 15.36012940000000171 48.1392731999999981, 15.36270490000000066 48.14038080000000264, 15.3655343000000002 48.14159199999999572, 15.36901070000000047 48.14267149999999873, 15.37295469999999931 48.14389549999999218, 15.3762389000000006 48.14490879999998896, 15.37996689999999944 48.14606519999999534, 15.38363170000000224 48.14720510000000075, 15.38731459999999984 48.14834330000000051, 15.39079270000000044 48.1494213000000002, 15.39440319999999751 48.15054979999999318, 15.39519819999999939 48.15257779999998178, 15.39625619999999984 48.15527469999999255, 15.39734329999999929 48.15805600000000197, 15.39832149999999977 48.16055579999999736, 15.39934000000000047 48.16317309999998741, 15.40041279999999801 48.16589160000000192, 15.40144639999999931 48.16855850000000316, 15.40245950000000086 48.17115739999999136, 15.40344610000000003 48.17364830000000353, 15.40454949999999812 48.17649180000000086, 15.40625930000000032 48.17891910000000166, 15.40794050000000048 48.18131000000000341, 15.40969150000000099 48.18379549999999512, 15.41171620000000253 48.18655410000000217, 15.41578430000000033 48.18910110000000202, 15.41559190000000079 48.19218180000000018, 15.41661760000000214 48.19497410000000315, 15.41764170000000078 48.1977587000000014, 15.41835280000000097 48.19968100000000533, 15.41925630000000069 48.20213460000000083, 15.42003360000000178 48.20424519999998836, 15.42089950000000265 48.20658149999999154, 15.42336379999999885 48.20719860000001233, 15.42771529999999913 48.20831539999998938, 15.43032980000000265 48.20897230000001343, 15.43358850000000082 48.20979870000000034, 15.43689430000000229 48.21063939999999803, 15.44027570000000082 48.21150170000000657, 15.44346490000000038 48.21230870000000124, 15.44670220000000072 48.21313379999999427, 15.45007369999999902 48.21392939999998362, 15.45377769999999806 48.21478700000000117, 15.45748640000000229 48.21565130000000465, 15.46067580000000063 48.21640380000000903, 15.46363969999999988 48.21709839999999048, 15.46737480000000176 48.21797440000000279, 15.4711337000000011 48.21886369999999999, 15.47443329999999762 48.21962459999999595, 15.47777089999999944 48.22041119999998671, 15.4818712000000005 48.22092459999999647, 15.48607000000000156 48.2214606999999944, 15.49048840000000027 48.22201809999999256, 15.49487079999999928 48.22257299999999702, 15.49905660000000118 48.22310150000000561, 15.50345480000000187 48.22365569999999479, 15.50756909999999955 48.22417360000000031, 15.51193690000000203 48.22472069999999178, 15.51621140000000132 48.22527119999999456, 15.52023190000000241 48.22577040000000181, 15.52444680000000155 48.2262991999999997, 15.52857509999999941 48.22682530000000867, 15.53262010000000259 48.22734369999999871, 15.5369521000000006 48.22787869999999799, 15.54121900000000167 48.22842850000000681, 15.54518999999999984 48.22893680000000671, 15.5495536000000012 48.22946349999998006, 15.55314540000000001 48.22991809999999191, 15.55675770000000036 48.23037499999999511, 15.56076110000000057 48.2308848999999995, 15.56401860000000248 48.23263769999999795, 15.5673370000000002 48.23435769999999678, 15.57084880000000027 48.23624039999999269, 15.57403719999999936 48.23790600000000239, 15.57727429999999735 48.23963610000000557, 15.58072020000000002 48.24147430000000014, 15.58379140000000085 48.24309149999999136, 15.58665659999999953 48.24460769999999599, 15.58976390000000123 48.24626489999999279, 15.59267890000000101 48.24785430000000019, 15.59592100000000059 48.24949979999999528, 15.59894320000000079 48.25112229999999869, 15.60167000000000037 48.25257529999998951, 15.60485490000000119 48.25424890000000033, 15.60760460000000016 48.2557153999999997, 15.61146989999999946 48.25625850000000128, 15.61533720000000081 48.25679479999999444, 15.61902350000000261 48.25731210000000715, 15.62310909999999886 48.25789809999999846, 15.62689879999999931 48.25841830000000954, 15.63097149999999935 48.25900459999999725, 15.63486079999999845 48.25954689999999658, 15.63918319999999973 48.2601514999999921, 15.64339700000000022 48.26074679999999972, 15.64773750000000163 48.26135289999998434, 15.65162370000000003 48.26189029999998326, 15.65527170000000012 48.26241199999999765, 15.65939150000000168 48.26299079999999719, 15.66353400000000029 48.26355070000000325, 15.66755880000000012 48.26391399999999976, 15.67172880000000035 48.26426899999998454, 15.67577540000000091 48.26462080000000299, 15.67948870000000028 48.26490219999999454, 15.68381110000000156 48.26530050000000216, 15.6876054000000007 48.26562220000000281, 15.6918097999999997 48.26598769999999661, 15.6951198999999999 48.26627829999998909, 15.69916339999999977 48.26662049999999482, 15.7031516999999976 48.26696539999998237, 15.70745089999999777 48.26732789999998374, 15.71123840000000094 48.2676566999999892, 15.71563500000000069 48.26803249999999679, 15.71962210000000049 48.26837230000000289, 15.72397750000000016 48.26874029999998328, 15.72802669999999914 48.26909720000000448, 15.73238910000000246 48.26946369999999575, 15.73661740000000009 48.26983090000000232, 15.74077020000000005 48.27017560000000174, 15.7452406000000007 48.27056100000000072, 15.74913019999999975 48.27089339999999851, 15.75294859999999986 48.27121379999999817, 15.75717980000000118 48.27157969999999665, 15.76147990000000121 48.27195479999999606, 15.76555259999999947 48.27228749999999735, 15.76966539999999739 48.27263189999999327, 15.77345339999999929 48.27295809999998966, 15.77740140000000224 48.27330210000000221, 15.78191649999999946 48.27365480000000986, 15.78624399999999994 48.27402529999999103, 15.79069400000000023 48.27437189999999845, 15.79383240000000121 48.27463419999999417, 15.79805029999999988 48.27501899999999324, 15.80254440000000038 48.27536880000000963, 15.80706519999999848 48.27573999999999899, 15.8115635999999995 48.27611480000000199, 15.81508650000000138 48.27637599999999907, 15.81887240000000183 48.27800160000001028, 15.82269959999999998 48.27960759999999141, 15.82639799999999752 48.2811738000000048, 15.83028649999999793 48.28280479999999386, 15.83374169999999737 48.28426349999999445, 15.83762959999999786 48.28588529999999679, 15.84159110000000226 48.28661750000000552, 15.84555440000000104 48.28734119999998597, 15.84979100000000152 48.28812539999999842, 15.8535559000000017 48.28881779999999679, 15.85764720000000061 48.28957820000000112, 15.86191810000000224 48.29035039999999412, 15.8655021000000005 48.29102180000000288, 15.86932479999999934 48.29172329999999391, 15.87347580000000136 48.29205989999999105, 15.87779410000000091 48.29241679999999803, 15.88208670000000033 48.29278089999999679, 15.88681129999999975 48.29317079999999862, 15.88940780000000252 48.29338350000000446, 15.89224260000000122 48.2936191000000008, 15.89564600000000105 48.29516180000000958, 15.89917259999999821 48.29674949999999711, 15.90283319999999812 48.29653390000000002, 15.90651479999999829 48.29633960000000314, 15.91028960000000048 48.29611659999999773, 15.91413099999999758 48.29588380000000569, 15.91756370000000054 48.29568529999999527, 15.92046240000000168 48.29684480000000235, 15.92421650000000177 48.29828409999998939, 15.92797589999999985 48.29972549999997966, 15.93163880000000177 48.30115159999999719, 15.93544999999999945 48.3025937999999968, 15.93905149999999971 48.30398659999999467, 15.9429241000000026 48.30549800000000005, 15.9466499000000006 48.30693379999999593, 15.95036610000000188 48.30835499999999882, 15.95404749999999972 48.30977359999999976, 15.9578085999999999 48.31120969999999204, 15.96157939999999975 48.31264600000000087, 15.96534360000000063 48.31409529999999819, 15.96909510000000054 48.31554470000000379, 15.97284789999999965 48.31698730000000097, 15.97660119999999928 48.31843289999999769, 15.9803588000000012 48.31991790000000719, 15.98415099999999889 48.32134159999999667, 15.98764749999999957 48.32267549999999545, 15.99087630000000004 48.32378730000000644, 15.99471589999999921 48.32509529999999387, 15.99823079999999997 48.32628569999999257, 16.0017232000000007 48.32747030000001587, 16.00525100000000123 48.32867149999999867, 16.00866179999999872 48.32984399999999425, 16.01217189999999846 48.33102960000000081, 16.01566610000000068 48.33221809999999863, 16.01818809999999971 48.33428380000000146, 16.02175760000000082 48.33725969999999705, 16.02427370000000195 48.33932889999999816, 16.02698189999999911 48.34160890000000421, 16.02967299999999895 48.34386499999999387, 16.03238520000000022 48.34610510000000971, 16.03508390000000006 48.34836019999999479, 16.03780450000000002 48.35060959999999142, 16.0404984000000006 48.35284409999999866, 16.04318480000000235 48.35507229999999623, 16.0458248999999995 48.35727329999999569, 16.04853070000000059 48.35951049999999896, 16.05147230000000036 48.36195419999999956, 16.05393550000000147 48.36399679999998824, 16.05751760000000061 48.36450880000000296, 16.06177720000000164 48.36510599999999727, 16.06618519999999961 48.36573330000000936, 16.07057969999999969 48.36636119999999295, 16.0745028000000012 48.36691729999999723, 16.07887870000000063 48.36752680000000026, 16.08309840000000079 48.36812929999999966, 16.08726439999999869 48.36871859999999401, 16.09148790000000062 48.36931009999999276, 16.09567639999999855 48.3699133999999944, 16.09999159999999918 48.37051510000000576, 16.10437629999999842 48.37113829999999837, 16.10869990000000129 48.371747500000005, 16.1129913000000009 48.37234709999999183, 16.11732080000000167 48.37295890000000043, 16.12155620000000056 48.37355769999999922, 16.12593280000000107 48.37416540000000964, 16.13029110000000088 48.37479970000000407, 16.13475259999999878 48.37542899999998269, 16.13899410000000501 48.37598840000000422, 16.14338989999999896 48.37660850000001034, 16.14778760000000091 48.37723349999999556, 16.1523614000000002 48.37784650000000397, 16.15443730000000144 48.3802618999999936, 16.15690710000000152 48.38316020000000606, 16.15912589999999938 48.38574219999999571, 16.16091090000000108 48.38783360000000044, 16.16410450000000054 48.38994309999999643, 16.16712289999999896 48.39191480000000212, 16.17029429999999834 48.39400549999999157, 16.17313599999999951 48.39591659999999962, 16.17624580000000023 48.39794359999999074, 16.17942719999999923 48.40003260000001006, 16.18258200000000002 48.40209269999999719, 16.18607670000000098 48.40295040000000171, 16.19035960000000074 48.40375259999999713, 16.19466660000000147 48.40452529999999598, 16.19897239999999883 48.40529879999999707, 16.2024840999999995 48.40594169999998542, 16.20594820000000169 48.40656630000000149, 16.20942940000000121 48.40718509999999952, 16.21367929999999902 48.40795520000000352, 16.21758349999999993 48.40867519999999047, 16.22154430000000147 48.40938489999998495, 16.22576000000000107 48.41014349999998956, 16.22961540000000014 48.40897180000000333, 16.23352390000000156 48.40777979999999303, 16.23737930000000063 48.40661699999999712, 16.24123750000000044 48.40542889999999687, 16.24507309999999904 48.40426399999999774, 16.24884880000000109 48.4031120999999942, 16.25271359999999987 48.4019402999999997, 16.25668990000000136 48.40072199999998048, 16.26051089999999988 48.39956739999999513, 16.26410040000000023 48.39988700000000676, 16.26846469999999911 48.40027570000000168, 16.27287749999999988 48.4006686999999971, 16.27699090000000126 48.40103499999998604, 16.28158399999999872 48.40144400000000502, 16.28611520000000112 48.40184749999999525, 16.29061439999999905 48.40224810000000844, 16.29515400000000014 48.4026523999999938, 16.29961129999999869 48.40304930000000638, 16.3028973999999991 48.40118479999999579, 16.3061107000000014 48.39934689999999762, 16.30925510000000145 48.39754539999999849, 16.31265690000000035 48.39560689999998999, 16.3159591000000006 48.39370230000000817, 16.31975110000000129 48.3919615999999948, 16.32281809999999922 48.39055359999999695, 16.32629809999999893 48.3889560000000003, 16.3297674999999991 48.38736320000000291, 16.33313030000000055 48.38581930000000852, 16.33678250000000176 48.38414240000000177, 16.33839719999999929 48.3818890999999951, 16.34017929999999907 48.37943100000000385, 16.34196379999999849 48.37693929999998943, 16.34373210000000043 48.37448659999998313, 16.34562389999999965 48.37184069999999991, 16.34734389999999848 48.36947089999999605, 16.34915030000000158 48.36694999999999567, 16.35079019999999872 48.36467339999999382, 16.35255670000000094 48.36221189999998415, 16.35403649999999942 48.36015329999999324, 16.3579337000000038 48.35973589999999689, 16.36200450000000117 48.35929980000000228, 16.36561409999999839 48.35891969999999418, 16.37009829999999866 48.35843289999998973, 16.37326290000000029 48.3580844999999826, 16.37565229999999872 48.35783149999999608);85314413;2.0;Ybbsfeld - Bisamberg;220000;1;207;Austrian Power Grid AG;114192,34
LineString (15.88697769999999743 48.3296642000000034, 15.88699220000000167 48.32981579999999866, 15.88700429999999919 48.32994129999999444, 15.88704229999999917 48.33033650000000137, 15.88705099999999959 48.33042550000000404);84963234;1.0;;220000;0;;;84,8
LineString (15.88505610000000168 48.35396519999999754, 15.88465260000000256 48.35326149999999501, 15.88505409999999962 48.35042529999999772, 15.8854337000000001 48.34774359999999405, 15.88584520000000211 48.3451367999999988);84963233;1.0;;220000;4;216;Austrian Power Grid AG;991,19
