WKT;full_id;osm_id;osm_type;generator_;generato_1;generato_2;generato_3;power;ref;generato_4;barrier;name;ele;plant_sour;access;constructi;height;operator;entrance;waterway;proposed;plant_meth;plant_outp;disused;man_made;location_t;marker;mount;pipeline_r;position;substance;utility;start_date;website;wikidata;maxheight;maxwidth;construc_1;height_hub;manufactur;manufact_1;rotor_diam;amenity;hiking;informatio;map_size;map_type;tourism;frequency;voltage;camera_ang;camera_dir;camera_mou;camera_typ;operator_t;surveillan;surveill_1;surveill_2
POINT (13.3116446 46.8725796);n7776104484;7776104484;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.19197 46.9369796);n7777746638;7777746638;node;;;;;terminal;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.1919732 46.9369866);n7777746639;7777746639;node;;;;;terminal;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.4727305 47.4920966);n8083027594;8083027594;node;;;;;plant;;;;Kraftwerk Triebenbach;;hydro;;;;Verbund Hydro Power GmbH;;;;run-of-the-river;10 MW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.5819903 47.3997327);n8083027595;8083027595;node;;;;;plant;;;;Kraftwerk Mandling;;hydro;;;;Verbund Hydro Power GmbH;;;;;6 MW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.9858729 48.4334635);n8261339501;8261339501;node;water-storage;;21,5MVA;hydro;generator;;francis_turbine;;M1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;5500;;;;;;;;
POINT (13.9857382 48.4333988);n8261339502;8261339502;node;water-storage;;21,5MVA;hydro;generator;;francis_turbine;;M2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;5500;;;;;;;;
POINT (13.9922997 48.473202);n8303924956;8303924956;node;;;;;;;;;Stollenfenster 1;;;;;;;;;;;;no;adit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.9854624 48.4330598);n8304522711;8304522711;node;water-storage;;2.4 MW;hydro;generator;;kaplan_turbine;;M3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;5500;;;;;;;;
POINT (13.9856701 48.4333786);n8304555017;8304555017;node;water-storage;;400kVA;hydro;generator;;pelton_turbine;;M4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;400;;;;;;;;
POINT (15.2482341 47.4796432);n8409947847;8409947847;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6820612 48.0008041);n8581816427;8581816427;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6883249 48.0014491);n8581816428;8581816428;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6875836 47.9983907);n8581816429;8581816429;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6847677 47.9940174);n8581816430;8581816430;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6926177 48.0023808);n8581816431;8581816431;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6973005 48.0037463);n8581816432;8581816432;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6969781 48.0078178);n8581816433;8581816433;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6889736 48.0069906);n8581816434;8581816434;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.680854 48.0067662);n8581816435;8581816435;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.678152 48.0057789);n8581816436;8581816436;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.2227023 47.875905);n8635971769;8635971769;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5231885 47.9371092);n8780629447;8780629447;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5279984 47.9323299);n8780629448;8780629448;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5300831 47.9350404);n8780629449;8780629449;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5325187 47.9386634);n8780629450;8780629450;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5396191 47.9355105);n8780629451;8780629451;node;wind_turbine;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3986508 48.181413);n8931000732;8931000732;node;;;;;;;;;;;;;;4;Wien Energie;;;;;;;surveillance;;;;;;;;;;;;;;;;;;;;;;;;;;40;240;wall;fixed;public;public;camera;area
POINT (15.0966391 47.9416701);n8992037151;8992037151;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
