WKT;full_id;osm_id;osm_type;generator_;generato_1;generato_2;generato_3;power;ref;generato_4;barrier;name;ele;plant_sour;access;constructi;height;operator;entrance;waterway;proposed;plant_meth;plant_outp;disused;man_made;location_t;marker;mount;pipeline_r;position;substance;utility;start_date;website;wikidata;maxheight;maxwidth;construc_1;height_hub;manufactur;manufact_1;rotor_diam;amenity;hiking;informatio;map_size;map_type;tourism;frequency;voltage;camera_ang;camera_dir;camera_mou;camera_typ;operator_t;surveillan;surveill_1;surveill_2
POINT (16.9961778 47.8441562);n2123478303;2123478303;node;wind_turbine;;3 MW;wind;generator;W-06973-028;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0372051 47.8441141);n2123478306;2123478306;node;wind_turbine;;3 MW;wind;generator;W-06973-005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0145036 47.8450391);n2123478309;2123478309;node;wind_turbine;;3 MW;wind;generator;W-06973-015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0055238 47.8460872);n2123478312;2123478312;node;wind_turbine;;3 MW;wind;generator;W-06973-022;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0198224 47.8469613);n2123478316;2123478316;node;wind_turbine;;3 MW;wind;generator;W-06973-008;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0304069 47.8473779);n2123478319;2123478319;node;wind_turbine;;3 MW;wind;generator;W-06973-004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9983676 47.8483304);n2123478323;2123478323;node;wind_turbine;;3 MW;wind;generator;W-06973-021;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0095026 47.8487182);n2123478326;2123478326;node;wind_turbine;;3 MW;wind;generator;W-06973-014;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0243839 47.8502849);n2123478330;2123478330;node;wind_turbine;;3 MW;wind;generator;W-06973-003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0148207 47.850277);n2123478333;2123478333;node;wind_turbine;;3 MW;wind;generator;W-06973-007;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0060794 47.8525792);n2123478336;2123478336;node;wind_turbine;;3 MW;wind;generator;W-06973-006;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0176566 47.8535137);n2123478340;2123478340;node;wind_turbine;;3 MW;wind;generator;W-06973-002;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0102788 47.8550762);n2123478344;2123478344;node;wind_turbine;;3 MW;wind;generator;W-06973-001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0060195 48.0827804);n2171765892;2171765892;node;wind_turbine;General Electric 2.5xl;2.5 MW;wind;generator;Ö1;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0104666 48.0861466);n2171765902;2171765902;node;wind_turbine;General Electric 2.5xl;2.5 MW;wind;generator;Ö3;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8211228 48.0652522);n2172105986;2172105986;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8231311 48.067735);n2172105987;2172105987;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8161057 48.0688733);n2172105988;2172105988;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8209764 48.0717966);n2172105990;2172105990;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8290408 48.0719525);n2172105991;2172105991;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8147921 48.072526);n2172105992;2172105992;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8161263 48.0753428);n2172105993;2172105993;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8248896 48.0760141);n2172105995;2172105995;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8194595 48.076992);n2172105996;2172105996;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8107343 48.077931);n2172105997;2172105997;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8139971 48.0796193);n2172105998;2172105998;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8211843 48.0804893);n2172106000;2172106000;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3505 47.9330833);n2172198536;2172198536;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;2;horizontal_axis;;PSP002;219;;;;;;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3534444 47.9352778);n2172198537;2172198537;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;1;horizontal_axis;;PSP001;217;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3553333 47.9286667);n2172224823;2172224823;node;wind_turbine;Enercon E-82 E2;2.3 MW;wind;generator;6;horizontal_axis;;PSP006;217;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3475 47.9307222);n2172224829;2172224829;node;wind_turbine;Enercon E-82 E2;2.3 MW;wind;generator;3;horizontal_axis;;PSP003;220;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3589722 47.9308056);n2172224831;2172224831;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;5;horizontal_axis;;PSP005;215;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3580278 47.9363333);n2172224835;2172224835;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;4;horizontal_axis;;PSP004;215;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3631111 47.9266667);n2173672083;2173672083;node;wind_turbine;Enercon E-82 E2;2.3 MW;wind;generator;11;horizontal_axis;;PSP011;216;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3656389 47.9288333);n2173672086;2173672086;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;15;horizontal_axis;;PSP015;215;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3649444 47.9319722);n2173672087;2173672087;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;10;horizontal_axis;;PSP010;214;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3702778 47.9321667);n2173672088;2173672088;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;14;horizontal_axis;;PSP014;214;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3736389 47.9343056);n2173672090;2173672090;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;13;horizontal_axis;;PSP013;212;;;;;;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.37575 47.9366111);n2173672095;2173672095;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;12;horizontal_axis;;PSP012;211;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3653056 47.93675);n2173672099;2173672099;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;9;horizontal_axis;;PSP009;213;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3673333 47.9393611);n2173672103;2173672103;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;8;horizontal_axis;;PSP008;212;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.37125 47.9409167);n2173672105;2173672105;node;wind_turbine;Enercon E-101;3.0 MW;wind;generator;7;horizontal_axis;;PSP007;211;;;;;Wien Energie;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (9.9405405 47.4775165);n2238213834;2238213834;node;;;;;plant;;;;Kleinwasserkraftwerk Bolgenach;;hydro;;;;Vorarlberger Kraftwerke AG;;;;run-of-the-river;142 kW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.6820573 48.3137753);n2264612490;2264612490;node;;;;;terminal;;;;;;;;;;E-Werk Perg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.1397822 47.5602701);n2339925998;2339925998;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.9892476 48.4435049);n2373625515;2373625515;node;;;;;;;;;Stollenfenster 2;;;;;;;;;;;;no;adit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6267822 47.1691786);n2402354429;2402354429;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.5771922 46.9285665);n2444956358;2444956358;node;;;yes;hydro;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.7430039 46.5650161);n2500689426;2500689426;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3402421 48.335668);n2574939160;2574939160;node;;;;;;S ?;;;;;;;;;;;;;;;;;;post;wall;?;"0.0;0.0;1.3";gas;gas;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.4548795 46.9828512);n2593911450;2593911450;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.3920926 47.1085831);n2642718448;2642718448;node;;;;;plant;;kaplan_turbine;;Kraftwerk Weinzödl;;hydro;;;;Verbund Hydro Power GmbH;;;;run-of-the-river;19 MW;;;;;;;;;;1982;https://www.verbund.com/pp/de/laufkraftwerk/weinzoedl;Q12790974;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6263703 47.1695809);n2902442240;2902442240;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.8670221 48.113023);n2940838336;2940838336;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9882209 47.9685567);n2963298746;2963298746;node;;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.0890502 47.5160845);n3004617866;3004617866;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.0647371 47.9871527);n3384103025;3384103025;node;;;;;;;;gate;;;;private;;;;;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;
POINT (16.3378037 48.3322887);n3396133668;3396133668;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.3120271 47.2826649);n3405380366;3405380366;node;;;;;;;;;;;;;;;;main;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.2292431 47.2440769);n3952117136;3952117136;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3589551 48.2353293);n4053319590;4053319590;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.7232442 47.1742249);n4168193147;4168193147;node;;;;;plant;;;;Kraftwerk Fisching;;hydro;;;;Verbund Hydro Power GmbH;;;;run-of-the-river;22 MW;;;;;;;;;;1995;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.4636378 48.1970177);n4753388639;4753388639;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.3564877 47.9607667);n4827853638;4827853638;node;wind_turbine;;3300 KW;wind;generator;;horizontal_axis;;;;;;;196;;;;;;;;;;;;;;;;24.11.2017;;;;;yes;140 m;Vestas;V112;112 m;;;;;;;;;;;;;;;;
POINT (16.3616791 47.9588389);n4827853639;4827853639;node;wind_turbine;;3300 KW;wind;generator;;horizontal_axis;;;;;;;196;;;;;;;;;;;;;;;;24.11.2017;;;;;;140 m;Vestas;V112;112 m;;;;;;;;;;;;;;;;
POINT (14.6820402 48.313796);n4874970445;4874970445;node;;;;;terminal;;;;;;;;;;E-Werk Perg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.9484692 47.4340434);n5042646016;5042646016;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.4367184 48.1796518);n5513837943;5513837943;node;;;;;;;;gate;;;;private;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.3127433 46.872782);n5644555577;5644555577;node;;;;;terminal;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.31276 46.8728027);n5644555578;5644555578;node;;;;;terminal;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.5937404 46.7393882);n5646212600;5646212600;node;;;;;terminal;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.7254461 46.6697386);n5680426516;5680426516;node;;;;;;;;;;;;;;;;;weir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.8292174 46.6329891);n5683331159;5683331159;node;;;;;;;;;;;;;;;;;weir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.4353729 48.2115236);n5720823253;5720823253;node;;;;;;;;gate;;;;private;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.6394257 46.675592);n5747619314;5747619314;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.6635134 46.6850246);n5747619319;5747619319;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.6394076 46.6755903);n5747647515;5747647515;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.3488632 46.6414036);n5760441698;5760441698;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.7584243 46.5600658);n5761932805;5761932805;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.0273696 46.6522003);n5771671860;5771671860;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.8734795 47.0372492);n5777524654;5777524654;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.8544907 47.028923);n5777524683;5777524683;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.8581452 47.0294692);n5777524696;5777524696;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.8733647 47.0373136);n5777524704;5777524704;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.9974633 46.7551842);n5782858027;5782858027;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.9843557 46.6993803);n5790577166;5790577166;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.9843652 46.6993966);n5790577170;5790577170;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.8284595 46.7156025);n5794346235;5794346235;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.8284153 46.7155983);n5794346583;5794346583;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.022833 46.7595661);n5809936532;5809936532;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.0227904 46.7595588);n5809936540;5809936540;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.098053 47.9414327);n5881457388;5881457388;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.97981 47.9726284);n5984272590;5984272590;node;;;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6463564 48.3551061);n6218864269;6218864269;node;wind_turbine;;2000 kW;wind;generator;;horizontal_axis;;;;;;;150;W.E.B.;;;;;;;;;;;;;;;02.12.2015;;;;;;100 m;Vestas;V100;100 m;;;;;;;;;;;;;;;;
POINT (16.6419383 48.3530475);n6218864278;6218864278;node;wind_turbine;;2000 kW;wind;generator;;horizontal_axis;;;;;;;150;W.E.B.;;;;;;;;;;;;;;;02.12.2015;;;;;;100 m;Vestas;V100;100 m;;;;;;;;;;;;;;;;
POINT (16.3656251 47.9444111);n6218981717;6218981717;node;wind_turbine;;3300 KW;wind;generator;;horizontal_axis;;;;;;;196;;;;;;;;;;;;;;;;24.11.2017;;;;;;140 m;Vestas;V112;112 m;;;;;;;;;;;;;;;;
POINT (16.3657442 47.9482884);n6218981732;6218981732;node;wind_turbine;;3300 KW;wind;generator;;horizontal_axis;;;;;;;196;;;;;;;;;;;;;;;;24.11.2017;;;;;;140 m;Vestas;V112;112 m;;;;;;;;;;;;;;;;
POINT (16.3586313 47.9515514);n6218981754;6218981754;node;wind_turbine;;3300 KW;wind;generator;;horizontal_axis;;;;;;;196;;;;;;;;;;;;;;;;24.11.2017;;;;;;140 m;Vestas;V112;112 m;;;;;;;;;;;;;;;;
POINT (16.3615769 47.9544098);n6218981755;6218981755;node;wind_turbine;;3300 KW;wind;generator;;horizontal_axis;;;;;;;196;;;;;;;;;;;;;;;;24.11.2017;;;;;;140 m;Vestas;V112;112 m;;;;;;;;;;;;;;;;
POINT (12.6266593 47.1692986);n6563926525;6563926525;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6265795 47.1693765);n6563926528;6563926528;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6264054 47.1695466);n6563926530;6563926530;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.626483 47.1694708);n6563926534;6563926534;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.490027 47.9651001);n6611923464;6611923464;node;wind_turbine;;3.0 MW;wind;generator;;horizontal_axis;;SEI2;;;;;191;;;;;;;;;;;;;;;;;;;;;;133 m;Enercon;E-115;115 m;;;;;;;;;;;;;;;;
POINT (16.486995 47.9626868);n6611923465;6611923465;node;wind_turbine;;3.0 MW;wind;generator;;horizontal_axis;;SEI3;;;;;191;;;;;;;;;;;;;;;;;;;;;;133 m;Enercon;E-115;115 m;;;;;;;;;;;;;;;;
POINT (16.4974373 47.9675158);n6611923466;6611923466;node;wind_turbine;;3.0 MW;wind;generator;;horizontal_axis;;SEI4;;;;;191;;;;;;;;;;;;;;;;;;;;;;133 m;Enercon;E-115;115 m;;;;;;;;;;;;;;;;
POINT (16.4962647 47.9624266);n6611923467;6611923467;node;wind_turbine;;3.0 MW;wind;generator;;horizontal_axis;;SEI5;;;;;191;;;;;;;;;;;;;;;;;;;;;;133 m;Enercon;E-115;115 m;;;;;;;;;;;;;;;;
POINT (16.4866611 47.9580357);n6611923468;6611923468;node;wind_turbine;;3.0 MW;wind;generator;;horizontal_axis;;SEI8;;;;;191;;;;;;;;;;;;;;;;;;;;;;133 m;Enercon;E-115;115 m;;;;;;;;;;;;;;;;
POINT (16.4934998 47.9574198);n6611923469;6611923469;node;wind_turbine;;3.0 MW;wind;generator;;horizontal_axis;;SEI9;;;;;191;;;;;;;;;;;;;;;;;;;;;;133 m;Enercon;E-115;115 m;;;;;;;;;;;;;;;;
POINT (16.4954645 47.9537491);n6611923470;6611923470;node;wind_turbine;;3.0 MW;wind;generator;;horizontal_axis;;SEI10;;;;;191;;;;;;;;;;;;;;;;;;;;;;133 m;Enercon;E-115;115 m;;;;;;;;;;;;;;;;
POINT (15.5660082 46.8279297);n6736031788;6736031788;node;;;;;;;;;;;;private;;;;;;;;;;water_tap;;;;;;;;;;;;;;;;;;drinking_water;;;;;;;;;;;;;;;
POINT (15.7126594 48.3296086);n6803070332;6803070332;node;;;;;;;;gate;;;;private;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.7385381 47.2596037);n6942973335;6942973335;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.557641 47.9605814);n6961345169;6961345169;node;wind_turbine;;;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5592289 47.9641448);n6961345170;6961345170;node;wind_turbine;;;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5525234 47.9656319);n6961345171;6961345171;node;wind_turbine;;;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5507638 47.9615872);n6961345172;6961345172;node;wind_turbine;;;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.5659022 47.9584296);n6964249540;6964249540;node;wind_turbine;;;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.5769161 46.5216075);n7044887709;7044887709;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.5769219 46.5216074);n7044887711;7044887711;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.5400029 47.7999852);n7682148119;7682148119;node;;;;;;;;;Steinbach am Attersee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;map;city;scheme;information;;;;;;;;;;
POINT (11.8990551 47.2334003);n7683614147;7683614147;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (11.8986936 47.2335144);n7683614148;7683614148;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (11.8985669 47.2338049);n7683614149;7683614149;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6267968 47.1691644);n7684825719;7684825719;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6266548 47.169303);n7684825723;7684825723;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6265735 47.1693824);n7684825727;7684825727;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6264918 47.1694622);n7684825731;7684825731;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6263978 47.1695541);n7684825735;7684825735;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.6263476 47.1696031);n7684825739;7684825739;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.0239942 48.0464277);n7773118508;7773118508;node;;;;;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.3118459 46.872824);n7776104463;7776104463;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.3120207 46.8730365);n7776104483;7776104483;node;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
