full_id;osm_id;osm_type;barrier;location;substation;access;name;plant:source;power;addr:city;addr:country;addr:housenumber;addr:place;addr:postcode;operator;contact:fax;contact:phone;contact:website;frequency;generator:method;generator:output:electricity;generator:output:hot_water;generator:source;email;phone;website;plant:method;plant:output:electricity;wikidata;wikipedia;plant:output:hot_water;landuse;voltage;building;name:abbreviation;addr:street;addr:suburb;ref;description:de;substance;building:levels;height;building:material;roof:material;source:geometry;roof:shape;service;start_date;transformer;voltage:secondary;commissioning;gas_insulated;rating;designation;alt_name;at_bev:addr_date;roof:levels;street_cabinet;man_made
91062369;way;;50;UW Kilb (ib);110000;;substation;;distribution;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;41;;;;;;;;;
106810629;way;;50;UW Kirchberg am Wagram (ib);110000;;substation;;distribution;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;75;;;;;;;;;
150456525;way;;;UW Klein Schwechat (ib);;;substation;;;AT;4a;2320;;Mühlgasse;Schwechat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113;;;;;;2018-10-01;;;
233582000;way;;;UW Klein-Engersdorf (ib);;Wien Strom;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
160339437;way;;;UW Klosterneuburg Nord (ib);;;substation;;;AT;42;3400;;Käferkreuzgasse;Klosterneuburg;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
160251456;way;;;UW Klosterneuburg Nord 2 (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119;;;;;;;;;
26281610;way;;;UW Klosterneuburger Au (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
142188184;way;fence;;UW Korneuburg Nord (ib);;;substation;;transition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;;;;;;;;;
142188185;way;fence;;UW Korneuburg Nord 2 (ib);;;substation;;transition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;;;;;;;;;
356337224;way;;;UW Kottingbrunn (ib);;Wienstrom;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
695976787;way;;;UW Kottingbrunn 2 (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
95860758;way;;;UW Kraftwerk Zwentendorf (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;
233040476;way;;;UW Kraftwerk Zwentendorf 2 (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;;;;;;;;;
94239516;way;;50;UW Krems (ib);110000;EVN;substation;;distribution;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;44;;;;;;;;;
71590321;way;;50;UW Langenlois (ib);110000;EVN;substation;;distribution;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;23;;;;;;;;;
545487092;way;;;UW Leobersdorf  Süd (ib);;Wiener Netze;substation;;;;;;;;;;;;;;;;;;;;;;;;;;service;;;;;;;1;;;;;flat;;;;;;;;;;;;;;
83730525;way;fence;50;UW Lerchenfeld (ib);110000;EVN;substation;;distribution;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;27;;;;;;;;;
616359071;way;;;UW Lerchenfeld Süd (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
613418846;way;;;UW Lerchenfeld Süd 2 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
616359084;way;;;UW Lerchenfeld Süd 3 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
616359085;way;;;UW Lerchenfeld Süd 4 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
605825101;way;;;UW Lerchenfeld West (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
605825185;way;;;UW Lerchenfeld West 2 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
607659615;way;;;UW Lerchenfeld West 3 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
732066915;way;;;UW Lichtenwörth (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
617084338;way;;;UW Loosdorf (ib);;;substation;;;;;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495190301;way;;;UW Maria Gugging (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
717329629;way;;;UW Matzendorf-Hölles (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
503052449;way;;50;UW Matzleinsdorf (ib);20000;EVN;substation;;transition;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;188;;;;;;;;;
51694710;way;;;UW Metadynea Industriepark (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
323996945;way;;;UW Moidrams (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161;;;;;;;;;
658386556;way;;;UW Moosbach (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
658386553;way;;;UW Moosbach 2 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
206394519;way;;;UW Mühlrading (ib);110000;;substation;;transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;;;;;;;;;
259580206;way;;;UW Münchendorf (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;tower;;;;;;;;;;;;;;;;;;;;;;;;;;
599017207;way;;;UW Neustift an der Donau (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
305447806;way;;;UW Neu-Thurnsdorf (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;
359280564;way;;;UW Neu-Thurnsdorf 2 (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;
232237181;way;;;UW Obermamau (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
119428954;way;;;UW Oberwinden (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;;;;;;;;;
305100673;way;;;UW Otterthal (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;tower;;;;;;;;;;;;;;;;;;;;;;;;;;
158003790;way;;;UW Peisching (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
96187654;way;;50;UW Pernhofen (ib);110000;;substation;;industrial;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;52;;;;;;;;;
714463001;way;;;UW Pischelsdorf (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;216;;;;;;;;;
362649438;way;;;UW Pottendorf (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;168;;;;;;;;;
122850623;way;;;UW Pressbaum (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;;;;;;;;;
462254342;way;;;UW Pressbaum 2 (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
202285850;way;;;UW Prinzendorf an der zaya (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135;;;;;;;;;
656592483;way;;;UW Prottes (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205;;;;;;;;;
399487436;way;;;UW Reichersdorf (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174;;;;;;;;;
448831353;way;;;UW Rems (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
134802629;way;;;UW Riedenthal (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;
626422208;way;;;UW Rohrendorf bei Krems (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
124106038;way;;;UW Schöffelstadt (ib);;Wienstrom;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
688973898;way;;;UW Schrambach (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
688973899;way;;;UW Schrambach 2 (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
151351156;way;;;UW Schwechat Süd (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117;;;;;;;;;
750272856;way;;;UW Schweiggers (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;;;;;;;;;
326055788;way;;;UW Seebenstein (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
736963643;way;;;UW Steinriegl (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
693783825;way;;;UW Stockeraus West (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;service;;;;;;;;;;;;;;;;;;;;;;;;;;
325753786;way;;;UW Stollhofen (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163;;;;;;;;;
108653193;way;;;UW Ternitz-Urbahnhof (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
340363231;way;;;UW Tribuswinkel Süd (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
121554127;way;;;UW Türnitz 2 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
417030764;way;;;UW Türnitz 3 (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;177;;;;;;;;;
417030767;way;;;UW Türnitz 4 (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178;;;;;;;;;
220482725;way;;;UW Ulmerfeld (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;;;;;;;;;
671588826;way;;;UW Untersiebenburnn (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;206;;;;;;;;;
197648479;way;;;UW Vösendorf West (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
399480956;way;;;UW Wagram an der Traisen (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
727475307;way;;;UW Waidhofen an der Thaya Mitte (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
323285777;way;;;UW Waldegg-West (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
185647172;way;;;UW Waldhausen (ib);;;substation;;transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;;;;;;;
83716714;way;;;UW Weinzierl (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
99052650;way;;;UW Weinzierl 2 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
605825068;way;;;UW Weinzierl 3 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
46151772;way;;;UW Weinzierl 4 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;;
120656744;way;;;UW Weinzierl 5 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
275639201;way;;;UW Weinzierl 6 (ib);;EVN;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
319921251;way;;;UW Weixelgarten (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
170640430;way;;;UW Wiener Neudorf 2 (ib);;Wienstrom;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126;;;;;;;;;
176818305;way;;;UW Wiener Neudorf 3 (ib);;Wienstrom;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
610268732;way;;;UW Wiener Neudorf 4 (ib);;Wiener Netze;substation;;;;;;;;;;;;;;;;;;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;
128228754;way;;;UW Wieselburg Süd (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;;;;;;;;;
123121995;way;;50;UW Wöllersdorf (ib);110000;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;;;;;;;;;
571539597;way;;;UW Ybbsitz (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
70497801;way;;50;UW Ybbs-Persenbeug (ib);220000;Verbund;substation;;transmission;;;;;;;;;;;;;;;;;;;;;;;outdoor;;;;;;;;;;;;;;;1960;;;22;;no;260 MVA;;;;;;
90677190;way;;;UW Zagging (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;;;;;;
231178680;way;;;UW Zwettl West (ib);;;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145;;;;;;;;;
