full_id;osm_id;osm_type;building;location;operator;landuse;power;building:height;roof:height;roof:shape;addr:city;addr:country;addr:housenumber;addr:postcode;addr:street;name;start_date;substation;voltage;building:levels;covered;addr:suburb;alt_name;frequency;contact:phone;contact:phone2;ref;building:colour;building:material;height;roof:colour;roof:material;addr:place;at_bev:addr_date;building:roof:shape;amenity;wheelchair;layer;gas_insulated;disused;noaddress;old_name;transformer;rating;barrier;name:abbreviation;description;construction:start_date;building:part;commissioning;plant:output:electricity;plant:source;website;wikidata;wikipedia;plant:output;plant:method;generator:type
173980990;way;yes;substation;UW Bruck an der Mur West (ib);;Stadtwerke Bruck;;;;Bruck an der Mur;AT;38a;8600;Oberdorfer Straße;;;;;;;;;;;;;;;;;;;2016-10-02;;;;;;;;;;;;;;;;;;;;;;;;;
174096456;way;yes;substation;UW Bruck an der Mur West 2 (ib);;Stadtwerke Bruck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174098434;way;yes;substation;UW Bruck an der Mur West 3 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174271595;way;yes;substation;UW Bruck an der Mur West 4 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87702041;way;;substation;UW Deutschlandsberg;110000;STEWEAG;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;
100592626;way;;substation;UW Diemlach (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;
140537748;way;;substation;UW Diemlach 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;;;;;;
140537750;way;;substation;UW Diemlach 3 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;;;;;;;;;;;;;;
140544361;way;;substation;UW Diemlach 4 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;;;;;;;;;;;;;;
126826634;way;yes;substation;UW Diepersdorf (ib);;;;;;Mureck;;51;8482;;;;;;;;;;;;;;;;;;;Diepersdorf;;;;;;;;;;;;;;;;;;;;;;;;;;
484542656;way;yes;substation;UW Dietmannsdorf bei Trieben (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
492102297;way;yes;substation;UW Döllach Ost (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
566964036;way;yes;substation;UW Döllach Ost 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103800082;way;;substation;UW Eggersdorf bei Graz (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;;;;;;;;;;;
126822473;way;yes;substation;UW Eichfeld (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401482375;way;yes;substation;UW Espang (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363624094;way;;substation;UW Feldbach (ib);;Energie Steiermark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139;;;;;;;;;;;;;;
364808493;way;yes;substation;UW Feldbach Ost (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399482305;way;yes;substation;UW Feldbach Süd (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398236260;way;yes;substation;UW Feldbach West (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282132089;way;;substation;UW Frohnleiten 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126;;;;;;;;;;;;;;
498899731;way;yes;substation;UW Gassing (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127252005;way;yes;substation;UW Gersdorf an der Mur (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96210904;way;;substation;UW Gleisdorf (ib);;;;;;;;;;;;;;industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288162647;way;yes;substation;UW Gleisdorf 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127200694;way;yes;substation;UW Gosdorf (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69813236;way;yes;substation;UW Gössendorf (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225941045;way;;substation;UW Gratwein-Straßengel (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113;;;;;;;;;;;;;;
183212574;way;yes;substation;UW Graz Andritz (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184758444;way;service;substation;UW Graz Andritz 2 (ib);;EW Gösting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193362864;way;yes;substation;UW Graz Andritz 3 (ib);;EW Gösting;;;;Graz;AT;57b;8045;Andritzer Reichsstraße;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201399523;way;service;substation;UW Graz Andritz 4 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225335142;way;yes;substation;UW Graz Andritz 5 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261623666;way;yes;substation;UW Graz Andritz 6 (ib);;;;;flat;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332664508;way;yes;substation;UW Graz Andritz 7 (ib);;;;;flat;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243274663;way;;substation;UW Graz Andritz 8 (ib);;E-Werk Franz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121;;;;;;;;;;;;;;
194826589;way;yes;substation;UW Graz Straßgang (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145715028;way;;substation;UW Graz-Gösting (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;
146652121;way;;substation;UW Graz-Gösting 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;;;;;;;;;;;;;;
106886427;way;yes;substation;UW Graz-Liebenau (ib);;;;;;Graz;AT;171;8041;Conrad-von-Hötzendorf-Straße;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136902979;way;yes;substation;UW Graz-Liebenau 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115650188;way;yes;substation;UW Graz-Puntigam (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300710703;way;yes;substation;UW Graz-Puntigam 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
716774324;way;yes;substation;UW Graz-Schönau (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607974278;way;service;substation;UW Graz-Straßgang 2 (ib);;Energie Netze Steiermark;;;flat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720167097;way;service;substation;UW Graz-Straßgang 3 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110540215;way;;substation;UW Graz-Straßgang 4 (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;
411620662;way;yes;substation;UW Gröbming (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411826360;way;yes;substation;UW Gröbming 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546399811;way;yes;substation;UW Gröbming 3 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142886461;way;yes;substation;UW Großreifling (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465975065;way;yes;substation;UW Großreifling (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342158235;way;;substation;UW Großreifling 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134;;;;;;;;;;;;;;
474495612;way;yes;substation;UW Großreifling 3 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475529784;way;yes;substation;UW Großreifling 4 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97094291;way;;substation;UW Hadersdof (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;;;;;;;;;;;;
321321455;way;;substation;UW Halbenrain (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;;;;;;;;;;;;;;;;;;;;;;130;;;;;;;;;;;;;;
467803522;way;yes;substation;UW Hall Ost (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467791078;way;;substation;UW Hall Ost 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155;;;;;;;;;;;;;;
334824080;way;;substation;UW Hartberg 2 (ib);;Stadtwerke Hartberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132;;;;;;;;;;;;;;
549014117;way;yes;substation;UW Helfbrunn (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133038572;way;yes;substation;UW Hieflau Ost (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180704831;way;yes;substation;UW Kalsdorf (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151890828;way;;substation;UW Kalsdorf 2 (ib);;Steweag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;;;;;;;;;;;;;;
93331921;way;;substation;UW Kapfenberg (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;
141231178;way;;substation;UW Kapfenberg 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;
154937032;way;yes;substation;UW Kindberg Süd (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122849865;way;;substation;UW Kindberg Süd 2 (ib);110000;;;;;;;;;;outdoor;;industrial;;;;;;50;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;;;;;;
399178221;way;;substation;UW Kindberg Süd 3 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143;;;;;;;;;;;;;;
240171988;way;yes;substation;UW Klammeck (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225941044;way;;substation;UW Kleinstübing (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112;;;;;;;;;;;;;;
206570513;way;;substation;UW Kraftwerk Sölk (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;;;;;;;;;;;;;;
206570515;way;;substation;UW Kraftwerk Sölk 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;;;;;;;;;;;;;;
314694820;way;transformer_tower;substation;UW Leibnitz Wagna (ib);;;;;;;;;;;;;distribution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315123837;way;transformer_tower;substation;UW Leibnitz Wagna 2 (ib);;;;;;;;;;;;;distribution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289959076;way;yes;substation;UW Leoben Donawitz (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261911739;way;yes;substation;UW Leoben Leitendorf (ib);;;;;;Leoben;;31;8700;Einödmayergasse;;;;;;;Leitendorf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123523317;way;yes;substation;UW Leoben Mitte (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228092022;way;;substation;UW Leoben Mitte 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114;;;;;;;;;;;;;;
142710044;way;yes;substation;UW Leoben Süd (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289960233;way;yes;substation;UW Leoben Waasen (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347467732;way;yes;substation;UW Liezen Nord (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
694695942;way;;substation;UW Mellach (ib);380000;;;;;;;;;;;;transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;163;;;;;;;;;;;;;;
