WKT;fid;full_id;osm_id;osm_type;landuse;name;plant_meth;plant_outp;plant_sour;power;type;addr_city;addr_count;addr_house;addr_postc;addr_stree;addr_subur;operator;wikidata;wikipedia;alt_name;old_name;generator_;generato_1;start_date;height;website;building;name_de;name_sl;generato_2;layer;addr_place;at_bev_add;plant_ou_1;addr_hou_1;int_name;is_in;ref;ele;generato_3;man_made;waterway;natural;water;commission;heritage;heritage_o;name_etymo;name_ety_1;ref_at_bda;wikimedia_;building_m;roof_mater;at_bev_a_1;fid_2;id;name_2;osm_id_2;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((601507.739054882 5309503.31075096,601397.402858223 5309339.94142803));917;n2172224831;2172224831;node;;PSP005;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;5;215;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;197,1385603
MULTILINESTRING ((601426.386871679 5310116.42526176,601397.402858223 5309339.94142803));918;n2172224835;2172224835;node;;PSP004;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;4;215;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;777,0245923
MULTILINESTRING ((601825.011480529 5309048.76058444,601397.402858223 5309339.94142803));919;n2173672083;2173672083;node;;PSP011;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-82 E2;;;;;;;2.3 MW;;;;;;;;11;216;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;517,3349182
MULTILINESTRING ((602009.574497398 5309292.89752142,601397.402858223 5309339.94142803));920;n2173672086;2173672086;node;;PSP015;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;15;215;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;613,9765834
MULTILINESTRING ((601951.527618559 5309640.84119529,601397.402858223 5309339.94142803));921;n2173672087;2173672087;node;;PSP010;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;10;214;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;630,5512826
MULTILINESTRING ((602349.502715424 5309669.51820268,601397.402858223 5309339.94142803));922;n2173672088;2173672088;node;;PSP014;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;14;214;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;1007,52915
MULTILINESTRING ((602596.315175322 5309911.70173436,601397.402858223 5309339.94142803));923;n2173672090;2173672090;node;;PSP013;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;13;212;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;1328,269774
MULTILINESTRING ((602749.420480297 5310170.74712059,601397.402858223 5309339.94142803));924;n2173672095;2173672095;node;;PSP012;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;12;211;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;1586,880509
MULTILINESTRING ((601969.110674685 5310172.32975284,601397.402858223 5309339.94142803));925;n2173672099;2173672099;node;;PSP009;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;9;213;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;1009,811938
MULTILINESTRING ((602115.40579889 5310465.21272776,601397.402858223 5309339.94142803));926;n2173672103;2173672103;node;;PSP008;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;8;212;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;1334,827225
MULTILINESTRING ((602404.83510386 5310643.29530228,601397.402858223 5309339.94142803));927;n2173672105;2173672105;node;;PSP007;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;7;211;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;1647,316318
MULTILINESTRING ((118834.808736202 5270649.89164902,112187.895154326 5270471.10060416));928;n2238213834;2238213834;node;;Kleinwasserkraftwerk Bolgenach;run-of-the-river;142 kW;hydro;plant;;;;;;;;Vorarlberger Kraftwerke AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;523;593;UW Vorderwald;;9246;y;n;n;6649,31774
MULTILINESTRING ((476427.093338439 5351224.84701184,482178.997550764 5339186.45703911));929;n2264612490;2264612490;node;;;;;;terminal;;;;;;;;E-Werk Perg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;431;786;UW Baumgartenberg;;9151;y;n;n;13341,93521
MULTILINESTRING ((284841.720781885 5271392.80404575,285522.382839546 5273442.32718261));930;n2339925998;2339925998;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;496;633;UW Kufstein;;9217;y;n;n;2159,593926
MULTILINESTRING ((425251.376867166 5366089.25693216,425068.132335706 5365026.31758178));931;n2373625515;2373625515;node;;Stollenfenster 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;adit;;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;1078,618849
MULTILINESTRING ((320148.886724555 5226696.95371248,327443.529727218 5229930.89688477));932;n2402354429;2402354429;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157;387;KKW Limberg 2;;4247;y;n;y;7979,361189
MULTILINESTRING ((315562.923309903 5200075.47197507,316637.375396793 5199486.84557557));933;n2444956358;2444956358;node;;;;;;generator;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;hydro;;;;;;;;;;;;;;;495;403;UW Kienburg;;9216;y;n;n;1225,1238
MULTILINESTRING ((403663.756364399 5157595.19444744,399933.539195351 5157254.08701668));934;n2500689426;2500689426;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;304;437;UW Gailitz;;9022;y;n;n;3745,780881
MULTILINESTRING ((599324.726327172 5354477.33689993,599292.982268468 5353929.33227447));935;n2574939160;2574939160;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S ?;;;;;;;;;;;;;;;;;136;329;WKW Korneuburg;;4226;y;n;n;548,9232686
MULTILINESTRING ((382494.709994168 5204417.0048653,388473.858893634 5196570.22770558));936;n2593911450;2593911450;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;277;509;UW Gmuend;;4049;y;n;n;9865,19809
MULTILINESTRING ((529748.603990451 5217305.24723218,531561.429272668 5215742.60880218));937;n2642718448;2642718448;node;;Kraftwerk Weinzödl;run-of-the-river;19 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;Q12790974;;;;;;1982;;https://www.verbund.com/pp/de/laufkraftwerk/weinzoedl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;487;235;UW Graz Nord;;9208;y;n;n;2393,360476
MULTILINESTRING ((320119.031753748 5226742.60710769,327443.529727218 5229930.89688477));938;n2902442240;2902442240;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157;387;KKW Limberg 2;;4247;y;n;y;7988,332884
MULTILINESTRING ((490102.133579428 5328870.93653985,490087.473340528 5328755.86055996));939;n2940838336;2940838336;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334;94;UW Amstetten;;9052;y;n;n;116,0060505
MULTILINESTRING ((648399.393613645 5314718.31403281,648989.600448202 5311340.90136353));940;n2963298746;2963298746;node;;;;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;295;322;UW Zurndorf;;9013;y;n;y;3428,594529
MULTILINESTRING ((280841.530141441 5266624.66201901,280723.141956225 5266536.13361542));941;n3004617866;3004617866;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;518;632;KW Kirchbichl;;9240;y;n;n;147,8277397
MULTILINESTRING ((355605.07665671 5316684.49191154,347310.835762203 5313145.72703833));942;n3384103025;3384103025;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;445;755;UW Goemming;;9165;y;n;n;9017,60993
MULTILINESTRING ((599150.574104234 5354098.57609588,599292.982268468 5353929.33227447));943;n3396133668;3396133668;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136;329;WKW Korneuburg;;4226;y;n;n;221,1867002
MULTILINESTRING ((523596.632159189 5236623.6211997,524007.076786565 5236374.95513136));944;n3405380366;3405380366;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;235;242;UW Frohnleiten;;4009;y;n;n;479,8954112
MULTILINESTRING ((290319.126414969 5236012.10410915,277357.301268601 5235535.27288646));945;n3952117136;3952117136;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;642;KW Funsingau;;4153;y;n;n;12970,59286
MULTILINESTRING ((600908.998847626 5343349.31314232,603149.77256442 5345823.06432798));946;n4053319590;4053319590;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138;334;UW Wien Nord;;4228;y;n;n;3337,74052
MULTILINESTRING ((479027.980620473 5224562.53578581,479044.245001135 5224574.25413227));947;n4168193147;4168193147;node;;Kraftwerk Fisching;run-of-the-river;22 MW;hydro;plant;;;;;;;;Verbund Hydro Power GmbH;;;;;;;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;485;UW Fisching;;4169;y;n;n;20,04618971
MULTILINESTRING ((608763.142985453 5339233.96987662,608816.236493887 5339547.81438193));948;n4753388639;4753388639;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543;772;KW Donaustadt;;9268;y;n;n;318,3037765
MULTILINESTRING ((601263.616055004 5312829.97124739,602571.470816647 5314152.00354221));949;n4827853638;4827853638;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;24.11.2017;196;;;;;3300 KW;;;;;;;;;;wind;;;;;;;;;;;;;;;241;799;UW Ebreichsdorf;;4015;y;n;n;1859,637993
MULTILINESTRING ((601654.93600853 5312622.54044661,602571.470816647 5314152.00354221));950;n4827853639;4827853639;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;24.11.2017;196;;;;;3300 KW;;;;;;;;;;wind;;;;;;;;;;;;;;;241;799;UW Ebreichsdorf;;4015;y;n;n;1783,057322
MULTILINESTRING ((476425.835047289 5351227.15310723,482178.997550764 5339186.45703911));951;n4874970445;4874970445;node;;;;;;terminal;;;;;;;;E-Werk Perg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;431;786;UW Baumgartenberg;;9151;y;n;n;13344,55846
MULTILINESTRING ((420706.848938442 5253935.53603015,420721.481045763 5253932.11852815));952;n5042646016;5042646016;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;492;731;KW Soelk;;9213;y;n;n;15,02590711
MULTILINESTRING ((606798.886535656 5337266.07605844,606902.992575894 5337383.30285791));953;n5513837943;5513837943;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;542;771;KW Simmering;;9267;y;n;n;156,7807071
MULTILINESTRING ((371422.370687157 5192408.90770029,371399.931020572 5192365.41064096));954;n5644555577;5644555577;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;416;KW Reisseck;;4159;y;n;n;48,94418052
MULTILINESTRING ((371423.692740062 5192411.18054188,371399.931020572 5192365.41064096));955;n5644555578;5644555578;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;416;KW Reisseck;;4159;y;n;n;51,57037079
MULTILINESTRING ((392570.205467355 5177164.11804669,392500.649589328 5177218.30355647));956;n5646212600;5646212600;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;418;KW Kamering;;4162;y;n;n;88,17079811
MULTILINESTRING ((402506.30047428 5169253.27614909,407390.558758363 5167167.6163352));957;n5680426516;5680426516;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;weir;;;;;;;;;;;;;73;448;Omya GmbG;;4163;y;n;n;5310,927965
MULTILINESTRING ((410383.264140759 5165046.50322705,407390.558758363 5167167.6163352));958;n5683331159;5683331159;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;weir;;;;;;;;;;;;;73;448;Omya GmbG;;4163;y;n;n;3668,161164
MULTILINESTRING ((606632.704403117 5340806.62443185,608816.236493887 5339547.81438193));959;n5720823253;5720823253;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543;772;KW Donaustadt;;9268;y;n;n;2520,399796
MULTILINESTRING ((395937.698593864 5170013.77860739,392500.649589328 5177218.30355647));960;n5747619314;5747619314;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;418;KW Kamering;;4162;y;n;n;7982,385959
MULTILINESTRING ((397797.79612022 5171030.36389467,392500.649589328 5177218.30355647));961;n5747619319;5747619319;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;418;KW Kamering;;4162;y;n;n;8145,572947
MULTILINESTRING ((395936.310982567 5170013.6136258,392500.649589328 5177218.30355647));962;n5747647515;5747647515;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;418;KW Kamering;;4162;y;n;n;7981,937497
MULTILINESTRING ((373634.966374874 5166639.86164586,375980.206711467 5165161.6701575));963;n5760441698;5760441698;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310;508;UW Hermagor;;9028;y;n;n;2772,219745
MULTILINESTRING ((404836.910216835 5157026.41985499,409328.152283288 5156639.76847705));964;n5761932805;5761932805;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;249;438;UW Fuernitz;;4023;y;n;n;4507,854766
MULTILINESTRING ((349060.919171877 5168405.44364453,352384.666916754 5167981.70410227));965;n5771671860;5771671860;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308;431;UW Wuermlach;;9026;y;n;n;3350,649828
MULTILINESTRING ((338445.037470689 5211497.93623728,344669.57796444 5206677.4744149));966;n5777524654;5777524654;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;428;KW Zirknitz;;4156;y;n;n;7872,849328
MULTILINESTRING ((336977.112752156 5210612.08965557,344669.57796444 5206677.4744149));967;n5777524683;5777524683;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;428;KW Zirknitz;;4156;y;n;n;8640,325117
MULTILINESTRING ((337256.445651321 5210665.17913211,344669.57796444 5206677.4744149));968;n5777524696;5777524696;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;428;KW Zirknitz;;4156;y;n;n;8417,619592
MULTILINESTRING ((338436.510689672 5211505.32946668,344669.57796444 5206677.4744149));969;n5777524704;5777524704;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;428;KW Zirknitz;;4156;y;n;n;7884,117709
MULTILINESTRING ((347063.851249626 5179906.41703313,344722.046510854 5178504.28558407));970;n5782858027;5782858027;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307;429;UW Oberdrauburg;;9025;y;n;n;2729,472849
MULTILINESTRING ((345903.938975573 5173731.2348138,344722.046510854 5178504.28558407));971;n5790577166;5790577166;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307;429;UW Oberdrauburg;;9025;y;n;n;4917,202808
MULTILINESTRING ((345904.711623663 5173733.02741128,344722.046510854 5178504.28558407));972;n5790577170;5790577170;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307;429;UW Oberdrauburg;;9025;y;n;n;4915,648616
MULTILINESTRING ((410461.818479309 5174227.25865752,407390.558758363 5167167.6163352));973;n5794346235;5794346235;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;448;Omya GmbG;;4163;y;n;n;7698,778214
MULTILINESTRING ((410458.433453183 5174226.84224563,407390.558758363 5167167.6163352));974;n5794346583;5794346583;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;448;Omya GmbG;;4163;y;n;n;7697,04655
MULTILINESTRING ((425377.93045102 5178909.70664735,430495.669588593 5174420.45580644));975;n5809936532;5809936532;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306;455;UW Feldkirchen;;9024;y;n;n;6807,688814
MULTILINESTRING ((425374.667210255 5178908.93588874,430495.669588593 5174420.45580644));976;n5809936540;5809936540;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306;455;UW Feldkirchen;;9024;y;n;n;6809,634264
MULTILINESTRING ((507322.587343843 5309795.39773945,507239.807880353 5309882.31953767));977;n5881457388;5881457388;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;274;103;UW Gaming;;4047;y;n;n;120,0326563
MULTILINESTRING ((647760.016179744 5315154.68376714,648989.600448202 5311340.90136353));978;n5984272590;5984272590;node;;;;;;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;295;322;UW Zurndorf;;9013;y;n;y;4007,095419
MULTILINESTRING ((621963.667722105 5357079.62274954,620459.444109857 5355185.39145642));979;n6218864269;6218864269;node;;;;;;generator;;;;;;;;W.E.B.;;;;;wind_turbine;;02.12.2015;150;;;;;2000 kW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;2418,842878
MULTILINESTRING ((621641.28218163 5356843.79443936,620459.444109857 5355185.39145642));980;n6218864278;6218864278;node;;;;;;generator;;;;;;;;W.E.B.;;;;;wind_turbine;;02.12.2015;150;;;;;2000 kW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;2036,428659
MULTILINESTRING ((601977.901917465 5311024.21811746,601397.402858223 5309339.94142803));981;n6218981717;6218981717;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;24.11.2017;196;;;;;3300 KW;;;;;;;;;;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;1781,506981
MULTILINESTRING ((601979.166969923 5311455.30486932,601397.402858223 5309339.94142803));982;n6218981732;6218981732;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;24.11.2017;196;;;;;3300 KW;;;;;;;;;;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;2193,903364
MULTILINESTRING ((601441.674981161 5311808.58251191,601397.402858223 5309339.94142803));983;n6218981754;6218981754;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;24.11.2017;196;;;;;3300 KW;;;;;;;;;;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;2469,038036
MULTILINESTRING ((601655.995544889 5312130.14758528,602571.470816647 5314152.00354221));984;n6218981755;6218981755;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;24.11.2017;196;;;;;3300 KW;;;;;;;;;;wind;;;;;;;;;;;;;;;241;799;UW Ebreichsdorf;;4015;y;n;n;2219,458602
MULTILINESTRING ((320139.978624937 5226710.57149585,327443.529727218 5229930.89688477));985;n6563926525;6563926525;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157;387;KKW Limberg 2;;4247;y;n;y;7982,001899
MULTILINESTRING ((320134.194486716 5226719.41175489,327443.529727218 5229930.89688477));986;n6563926528;6563926528;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157;387;KKW Limberg 2;;4247;y;n;y;7983,734615
MULTILINESTRING ((320121.575761052 5226738.71474649,327443.529727218 5229930.89688477));987;n6563926530;6563926530;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157;387;KKW Limberg 2;;4247;y;n;y;7987,555113
MULTILINESTRING ((320127.200237364 5226730.11289905,327443.529727218 5229930.89688477));988;n6563926534;6563926534;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157;387;KKW Limberg 2;;4247;y;n;y;7985,843432
MULTILINESTRING ((611222.97940813 5313495.53817069,612713.747856879 5314930.20822136));989;n6611923464;6611923464;node;;SEI2;;;;generator;;;;;;;;;;;;;wind_turbine;;;191;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;146;345;AIT;;4236;y;n;n;2068,9777
MULTILINESTRING ((611001.832426349 5313222.95282031,612713.747856879 5314930.20822136));990;n6611923465;6611923465;node;;SEI3;;;;generator;;;;;;;;;;;;;wind_turbine;;;191;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;146;345;AIT;;4236;y;n;n;2417,721127
MULTILINESTRING ((611770.894993352 5313774.73521512,612713.747856879 5314930.20822136));991;n6611923466;6611923466;node;;SEI4;;;;generator;;;;;;;;;;;;;wind_turbine;;;191;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;146;345;AIT;;4236;y;n;n;1491,338121
MULTILINESTRING ((611694.345936088 5313207.41620097,612713.747856879 5314930.20822136));992;n6611923467;6611923467;node;;SEI5;;;;generator;;;;;;;;;;;;;wind_turbine;;;191;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;146;345;AIT;;4236;y;n;n;2001,797348
MULTILINESTRING ((610986.871596015 5312705.54321734,612713.747856879 5314930.20822136));993;n6611923468;6611923468;node;;SEI8;;;;generator;;;;;;;;;;;;;wind_turbine;;;191;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;146;345;AIT;;4236;y;n;n;2816,245018
MULTILINESTRING ((611498.729258993 5312646.95405743,612713.747856879 5314930.20822136));994;n6611923469;6611923469;node;;SEI9;;;;generator;;;;;;;;;;;;;wind_turbine;;;191;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;146;345;AIT;;4236;y;n;n;2586,410596
MULTILINESTRING ((611653.311970921 5312241.83016405,612713.747856879 5314930.20822136));995;n6611923470;6611923470;node;;SEI10;;;;generator;;;;;;;;;;;;;wind_turbine;;;191;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;146;345;AIT;;4236;y;n;n;2889,965544
MULTILINESTRING ((543169.009801508 5186198.35985549,543141.887450061 5186199.06543664));996;n6736031788;6736031788;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;water_tap;;;;;;;;;;;;;;164;369;KW Gralla;;4254;y;n;n;27,13152765
MULTILINESTRING ((552821.516222378 5353181.29942207,555940.611291815 5356398.08986715));997;n6803070332;6803070332;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265;147;UW Stollhofen;;4039;y;n;n;4480,680174
MULTILINESTRING ((328909.044192785 5236494.01323293,329175.247826517 5236402.31120927));998;n6942973335;6942973335;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156;385;UW Kaprun;;4246;y;y;n;281,5557418
MULTILINESTRING ((616280.041069952 5313093.04497349,617064.968310084 5315134.00633841));999;n6961345169;6961345169;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;368;343;UW Wasenbruck;;9087;y;n;n;2186,694781
MULTILINESTRING ((616390.570370479 5313491.47962995,617064.968310084 5315134.00633841));1000;n6961345170;6961345170;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;368;343;UW Wasenbruck;;9087;y;n;n;1775,586261
MULTILINESTRING ((615886.715434463 5313646.6598458,617064.968310084 5315134.00633841));1001;n6961345171;6961345171;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;368;343;UW Wasenbruck;;9087;y;n;n;1897,492932
MULTILINESTRING ((615764.413840253 5313194.48542559,617064.968310084 5315134.00633841));1002;n6961345172;6961345172;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;368;343;UW Wasenbruck;;9087;y;n;n;2335,205194
MULTILINESTRING ((616901.59075254 5312866.37968854,617064.968310084 5315134.00633841));1003;n6964249540;6964249540;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;368;343;UW Wasenbruck;;9087;y;n;n;2273,50453
MULTILINESTRING ((467548.85130614 5152091.25971375,460382.692959577 5156354.24111159));1004;n7044887709;7044887709;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;506;KW Freibach;;4125;y;n;n;8338,275352
MULTILINESTRING ((467549.296114595 5152091.24621833,460382.692959577 5156354.24111159));1005;n7044887711;7044887711;node;;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;506;KW Freibach;;4125;y;n;n;8338,664536
MULTILINESTRING ((390671.613871957 5295101.8018595,384348.057077593 5295726.0406367));1006;n7682148119;7682148119;node;;Steinbach am Attersee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;253;14;UW Unterach;;4027;y;n;n;6354,293398
MULTILINESTRING ((265286.297776071 5235766.60851567,265177.884365231 5235785.39723567));1007;n7683614147;7683614147;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;397;UW Zell am Ziller;;4152;y;y;n;110,0294672
MULTILINESTRING ((265259.441839541 5235780.37533118,265177.884365231 5235785.39723567));1008;n7683614148;7683614148;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;397;UW Zell am Ziller;;4152;y;y;n;81,71194001
